Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,Far left,187.3446,0.749081638862289,0.23953014925436866,0.39884971,0.35023181999999997,0.16675079,0.07277941,0.01138874,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,Radical left,828.7407,0.8409929667989035,0.12999470159966803,0.5449999,0.29599283000000004,0.09358021,0.03641456,0.0290125,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,Left,1430.296,0.804290860073719,0.16705660926129975,0.46393306,0.34035829,0.10868981,0.05836687000000001,0.028652939999999995,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,PC/LFI,641.3963,0.867839275031677,0.09800065887502,0.58792793,0.27991166,0.07220787,0.02579281,0.03416019,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,PS,449.3176,0.7397845087750846,0.2413074849505116,0.33344944,0.4063353,0.14928963,0.09201781,0.0189082,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,EELV,339.583,0.7696121419505687,0.1992428655144692,0.40238233,0.36722981,0.12387608,0.07536676,0.03114458,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,EM,672.9198,0.36831907754832,0.6199447541891322,0.07564965,0.29266935,0.33315218,0.28679198,0.01173604,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,MoDem,161.1257,0.5633729442292571,0.4107098991656825,0.2302282,0.33314474,0.26659527,0.14411456,0.025916930000000005,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,Right,573.0042,0.6954835584102176,0.28203894491523795,0.345,0.35048334999999997,0.19817429,0.08386462,0.022477739999999996,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,UDI/PR,89.32552,0.47074072448724624,0.5109857742781683,0.21164332,0.2590974,0.36323662,0.14774904,0.01827378,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,LR,397.5368,0.6996587485737169,0.27944758824843385,0.30890348,0.39075527000000004,0.19176496,0.0876825,0.020894209999999996,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,Radical right,1008.8,0.8827515860428232,0.105,0.55780075,0.32495123,0.07650316,0.02684974,0.013895679999999999,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,Debout la France,86.14185,0.9092645444693838,0.056590368096343414,0.6436199099999999,0.26564463,0.05659037,0,0.03414495,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,Reconquete,205.4045,0.876014400852951,0.1149999,0.55890548,0.31710892,0.09366732,0.02301253,0.00730578,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,RN,717.2537,0.885,0.10499990000000001,0.5464965399999999,0.335,0.07397925,0.03117327,0.01335094,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Political similarity,No preference,1860.95,0.7247250060452993,0.20502678739353555,0.38973497,0.33499003000000005,0.13521927,0.06980746,0.07024917,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Total-left,1649.278,0.7949999,0.17556888529404988,0.48236894,0.3149999,0.10856526,0.06700362,0.027062279999999998,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Very Left,217.9165,0.9162234158496488,0.06351244628102966,0.67538851,0.24083491000000004,0.03356008,0.029952349999999996,0.02026449,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Left,1431.362,0.779273866429317,0.19262876896270822,0.45088503,0.32838891,0.11998432000000002,0.07264445,0.0280972,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Center,776.1196,0.5497268719924094,0.4368663025647078,0.19906416000000002,0.34916067,0.275,0.16336889,0.01340628,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Total-right,1622.94,0.7528429886502274,0.22886397525478452,0.4149999,0.33784311000000006,0.15592942,0.07293455,0.01829302,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Right,1193.119,0.7083757781076322,0.26999720899591745,0.355,0.35337695999999996,0.18742137,0.08257581,0.02162586,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Very Right,429.8207,0.8749998999999999,0.115,0.5832097,0.29306383,0.06851236,0.04617183,0.00904159,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Both left and Right,200.4265,0.6600215041424162,0.31938561018627776,0.33393813,0.32608373,0.16632935000000001,0.15305626,0.020592949999999995,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Politics,Neither left nor right,1673.316,0.7156137872344495,0.21178056027672001,0.3761271,0.33948728000000006,0.1295056,0.08227484,0.07260583,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Loss of job risk,High risk,556.2398,0.7852347135174435,0.18243894090282645,0.51891648,0.26631787,0.10264985999999998,0.079789,0.03232662,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Loss of job risk,Low risk,1874.312,0.7716218004259697,0.20008963288929485,0.40360714,0.36801392,0.14058988,0.05949981,0.02828932,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
Loss of job risk,Zero risk,3478.817,0.6849999,0.275,0.36214926,0.32365428,0.16640955999999998,0.10623875999999999,0.0415499,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Arthaud,24.07418,0.8651019473975853,0.10499990000000001,0.475,0.3901021,0.04442141,0.06465234,0.02582415,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Poutou,32.85668,0.82758300595191,0.1349999,0.49258302000000004,0.335,0.1230054,0.012264769999999998,0.03714681,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Roussel,98.04205,0.8291217900890484,0.14273752945802337,0.49336392000000007,0.33575777,0.10797642,0.03476116,0.02814053,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Melenchon,942.3053,0.86807428547839,0.11052394590160959,0.57291878,0.29515487,0.08553887999999998,0.024985079999999996,0.02140181,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Hidalgo,75.31895,0.7490624869305799,0.18161644579484976,0.39263771,0.35642491,0.15263277,0.02898372,0.06932119,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Jadot,198.8808,0.7400719425907378,0.2222718331784667,0.31079999,0.42927221,0.18012986000000003,0.04214194999999999,0.03765605,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Macron,1195.294,0.4113602176535647,0.5605684459220911,0.10000443,0.31135545,0.33720675,0.22336187,0.02807254,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Pecresse,205.1207,0.730249067987775,0.2594714721624877,0.36524935,0.3649999,0.15892277,0.10054875,0.010279229999999999,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Dupont-Aignan,88.56025,0.9147343192911042,0.08526572587588677,0.59442267,0.32031165,0.04874689,0.03651883,0,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Zemmour,303.4525,0.845,0.1446603339896689,0.54707771,0.29611699,0.10461538,0.04004498,0.01214486,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Le Pen,993.0248,0.8649998999999999,0.115331157892532,0.55371034,0.31151881,0.07969831,0.03563289,0.01943974,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Lassalle,134.5409,0.7802474935131251,0.2061582760335333,0.4782484,0.30199924,0.15815867,0.04799963,0.013593590000000001,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Blank/Null/NA,96.61228,0.7441178284996482,0.16623621759055887,0.36339625,0.38072158,0.10672349,0.05951266,0.08964574000000002,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Blank,63.86856,0.8372798760454282,0.1075880996847275,0.43222046,0.40519154,0.058241129999999995,0.04934697,0.054999900000000004,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
1st round vote,Null,19.09123,0.4863266012718929,0.34899773351428903,0.18619827,0.30012823,0.22541413,0.12358355,0.16467607999999997,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
2nd round vote,Macron,2287.563,0.561806603796267,0.40731708809768297,0.1969655,0.36484167,0.25784658,0.1494709,0.03087778,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
2nd round vote,Le Pen,1619.66,0.8757751626884654,0.11000586542854672,0.5807748,0.295,0.08462826,0.02537766,0.01421928,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
2nd round vote,Blank/Null/NA,370.4173,0.876638321158326,0.09183485760519285,0.59781117,0.27882715,0.05989739,0.03193747,0.03152688,"q12v13b_i1. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Le second tour de l'élection présidentielle n'a pas permis d'exprimer le vrai choix des électeurs"
