Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,183.0192,0.4166426254731744,0.5649999,0.11774207,0.2989005,0.3301629,0.23490809,0.01828622,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Prof Intermed,261.2649,0.3499883068869948,0.6230637946390808,0.10847642,0.24151188999999998,0.4385736499999999,0.1844903,0.02694753,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Total-CSP-,584.6144,0.28957343507104855,0.6658845557003044,0.13505051,0.15452288,0.38929558000000003,0.27658881,0.04454227,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Salaried,315.3485,0.31722744836268446,0.6303654528244148,0.13825707,0.17897012,0.34886768000000007,0.28149768,0.05240757000000001,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Blue collar,269.2659,0.2571867807992026,0.7074820836949648,0.13129513,0.12589173,0.43697338,0.27083986,0.0349999,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Far left,64.31401,0.3174953637628878,0.6604152034681091,0.21579357,0.10170179,0.42177575,0.23863945,0.02208932,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Radical left,258.3622,0.3149999,0.655,0.12415775,0.19365747,0.44731466,0.2065181,0.02835182,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Left,451.9567,0.40407499213973375,0.5695151770070009,0.15083943,0.25323532,0.443579,0.12593605,0.02640968,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,PC/LFI,194.0482,0.3149999,0.655,0.0937866,0.22413462,0.45577908,0.19587206,0.03042741,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,PS,128.9116,0.5494377542439937,0.4445035202417781,0.24966225000000003,0.29977558,0.3405609,0.10394255,0.00605865,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,EELV,128.9968,0.38840785197772343,0.5708883476179254,0.13790582,0.25050203,0.52817713,0.0427112,0.040703439999999994,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,EM,235.3132,0.6155795764963462,0.3614500164036697,0.25786968,0.35771002,0.30800325,0.05344681,0.022970159999999996,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,MoDem,47.40021,0.6649999,0.3209331773002694,0.23203652,0.4320304100000001,0.22952177000000004,0.0914113,0.015,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Right,164.6413,0.3838012090526496,0.5816257524691557,0.09089184,0.29290937,0.39010123,0.19109756,0.035,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,UDI/PR,17.74117,0.515,0.4849999,0.20848428,0.30590034,0.46295576999999993,0.02265965,0,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,LR,118.4206,0.4280879340249923,0.5238452600307717,0.0785435,0.34954442,0.39993988,0.12390538,0.04806672,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Radical right,372.5487,0.19182573982945048,0.7958385037982955,0.0566924,0.1349999,0.33760204000000005,0.45836987000000007,0.01233579,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Debout la France,28.47947,0.11830676624248977,0.8816933742095622,0.06898401,0.04932272,0.30669336999999997,0.5749999,0,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,Reconquete,83.66369,0.11288349820573297,0.8680616405994046,0.01285627,0.10002723,0.395,0.4730616899999998,0.01905481,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,RN,260.4056,0.2252288737262179,0.7632451068640613,0.06943188,0.155797,0.32268887,0.44055619,0.0115262,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Political similarity,No preference,617.2766,0.300730175094925,0.6460507331721306,0.10584855,0.19488152,0.42752244,0.21852845,0.05321922,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Total-left,531.6903,0.4047237649436148,0.565,0.16252681,0.24219700999999996,0.41562334,0.14709631,0.03255653,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Very Left,75.00591,0.37454061953251416,0.6003805566788003,0.14006656,0.23447392,0.33211529999999995,0.26826526,0.02507909,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Left,456.6844,0.409681171504873,0.5565344469835186,0.16621566,0.24346529,0.42933873,0.12719552,0.03378462,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Center,247.0205,0.5224752601504733,0.4405780087077793,0.22243798000000004,0.3000372,0.37636115,0.06421694,0.03694656,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Total-right,568.7078,0.3349999,0.645,0.10316192000000002,0.23263476000000002,0.35940618,0.28557284,0.01922448,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Right,409.7711,0.3872034899484127,0.5892704487944611,0.11757054,0.26963297,0.39836899,0.19090131,0.02352632,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Very Right,158.9366,0.2032594757909758,0.7886075328149715,0.0649999,0.13724592,0.25895187,0.53066886,0.00813345,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Both left and Right,74.42181,0.415,0.5725203404754601,0.11003342999999999,0.305,0.32287393999999997,0.24907322,0.01301941,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Politics,Neither left nor right,554.5566,0.25114659170948467,0.6916951308486816,0.08415774,0.16698882,0.40713229,0.28456302,0.05715866,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Loss of job risk,High risk,197.0694,0.345,0.6345992832981681,0.14527715,0.19612497,0.30988779,0.32471124,0.02399902,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Loss of job risk,Low risk,604.6046,0.29894016684623304,0.6726293514802898,0.10411446999999999,0.195,0.43023950000000005,0.24221533,0.0284307,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
Loss of job risk,Zero risk,1165.001,0.3949999,0.5652335062373337,0.13961542,0.2549999,0.37897275,0.18785203,0.0385599,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Arthaud,10.25873,0.18388182552811116,0.7555170084406159,0.14387717,0.04000468,0.55984337,0.19567354000000003,0.06060159,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Poutou,12.55772,0.09085447039749253,0.8508057195095925,0.03209019,0.05876427,0.6463629500000001,0.20444269000000004,0.05833971999999999,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Roussel,31.01803,0.405,0.5949998999999999,0.0797699,0.325,0.38392793,0.21130217,0,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Melenchon,292.3335,0.31072887643735664,0.656113651018443,0.10141711,0.20931176,0.49699846,0.15911491,0.03315729,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Hidalgo,22.68739,0.6623216685568504,0.33767815513375493,0.27735601,0.38496588,0.21783374,0.11984442,0,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Jadot,70.0696,0.5410939979677349,0.43302687613458624,0.27809008,0.26311296,0.38499989999999995,0.04791805999999999,0.025879,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Macron,412.888,0.6295753327778962,0.3483775261087753,0.24964057999999997,0.37993475,0.28509886,0.06327878,0.02204621,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Pecresse,64.68916,0.4232843647992956,0.5367468058017757,0.09499990000000001,0.32693561,0.44133950000000005,0.09675593000000002,0.03996906,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Dupont-Aignan,25.12457,0.1749999,0.825,0.05187257,0.12354321000000001,0.305,0.5195842199999999,0,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Zemmour,108.3096,0.13062895625133875,0.8102618789100874,0.0494835,0.08114542999999999,0.40462517,0.40563671,0.05910911,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Le Pen,341.7176,0.22054102568904851,0.759880966037453,0.0706548,0.14988613,0.34923018,0.41065078,0.01957858,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Lassalle,46.12569,0.17775742758536514,0.802989830612832,0.04825823,0.12949918,0.59269271,0.21029715,0.01925287,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Blank/Null/NA,27.75374,0.315,0.6224613331392453,0.09914422,0.21537292000000002,0.40499989999999997,0.21746122000000004,0.06302174,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Blank,18.45363,0.275,0.6549080045497824,0.11591220999999999,0.15755724,0.4449999,0.20990836999999998,0.07162228,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
1st round vote,Null,5.052924,0.4278202086554241,0.572179791344576,0.04984718,0.37797303,0.40320515,0.16897464,0,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
2nd round vote,Macron,778.8016,0.5400899279097526,0.42834105631010516,0.20753437,0.33255504,0.36912854000000006,0.05921245,0.03156975,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
2nd round vote,Le Pen,552.4532,0.18056258883105392,0.8035699675556227,0.06239522,0.11816737,0.39870436,0.40486597,0.01586718,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
2nd round vote,Blank/Null/NA,113.677,0.27797434837302176,0.6693888825356052,0.085,0.19389446,0.43887584000000013,0.22959288,0.05263682,"comp2v13b_i4_groupe1. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les dirigeants politiques cachent délibérément les informations les plus importantes au public"
