Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Politics,Left,1431.362,0.13201880446735348,0.3987701224428202,0.39847285312869835,0.01609719,0.00971873,0.01324098,0.01424079,0.01503031,0.06369084,0.06367179,0.1664231,0.16867556999999997,0.155,0.2434728999999998,0.06242732,0.00831048,7.731194,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Center,776.1196,0.08479007616867297,0.40048170410849054,0.45505576717815144,0.00388638,0.00311433,0.00944506,0.00841455,0.01587008,0.04405967,0.07391146,0.14103664,0.18553352,0.16532143,0.28973421,0.05446353,0.0052085,8.115531,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Total-right,1622.94,0.205,0.3449999,0.37829248154583656,0.06340783,0.01665238,0.03137205,0.02667575,0.02102791,0.045,0.06301145,0.14373846,0.14310332,0.13775266,0.23971770999999997,0.06502927,0.00351121,7.127163,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Right,1193.119,0.165,0.3649999,0.40003562092297584,0.03971116,0.01353743,0.025,0.0222993,0.025,0.03510101,0.06161221000000001,0.1525381,0.15340255,0.15411405,0.24522298000000012,0.06834223,0.00411898,7.454702,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Very Right,429.8207,0.32368264255304596,0.3007223709793409,0.317937688901442,0.12918629,0.0249999,0.04972029,0.03882412,0.011282529999999999,0.06937032,0.06689564,0.11931222,0.11451438,0.09233604,0.22590118000000003,0.05583296,0.00182413,6.232244,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Both left and Right,200.4265,0.14843356542173813,0.3871103870995103,0.3149999,0.06261043,0.006428540000000001,0.0,0.023948870000000004,0.01678097,0.03866476,0.14104752,0.13831245,0.10775037,0.13196553,0.18466385,0.14048656,0.00734056,7.098939,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Neither left nor right,1673.316,0.19551447544874967,0.2749999,0.2649999,0.0449999,0.00772317,0.02144074,0.0159673,0.0279461,0.07684012,0.04932568,0.10228749,0.12376819,0.08023988999999998,0.1849999,0.24822368000000006,0.01623784,7.023191,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Loss of job risk,High risk,556.2398,0.2649999,0.3383930815450459,0.28920674140901104,0.11326622,0.0136888,0.03289838,0.03044771,0.01194769,0.06717797,0.07586917,0.11112973000000001,0.1513942,0.08963593999999998,0.1993728399999999,0.09817135,0.005,6.467163,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Loss of job risk,Low risk,1874.312,0.18850890353366997,0.3949999,0.2684812880673015,0.035,0.01004787,0.01261323,0.01940517,0.03799931,0.07404082,0.09076008,0.15379377,0.15432495,0.10592772,0.1617597899999999,0.12932729,0.015,7.069181,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Loss of job risk,Zero risk,3478.817,0.135,0.32098842796272414,0.4149999,0.0286071,0.00932902,0.02096233,0.0154046,0.011686769999999999,0.04763346,0.04438805,0.12783006,0.1487708,0.14496474,0.27271115,0.11828642,0.0094274,7.756017,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Arthaud,24.07418,0.060131393883405375,0.5566523968832999,0.19251476062736095,0.0,0.0,0.01616731,0.0,0.0,0.043964109999999994,0.20602209999999999,0.22035971000000007,0.13121685,0.04656885999999999,0.14499990000000001,0.14893907,0.04176209,7.355129,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Poutou,32.85668,0.12957757752761387,0.505,0.2821742184542078,0.01829498,0.01898778,0.0,0.0,0.0,0.09229481,0.14794967,0.18847768000000004,0.16846349,0.0470473,0.2349999,0.08348439,0,7.429243,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Roussel,98.04205,0.14726619853420037,0.4006729765442481,0.34139096438721955,0.02145889,0.005309569999999999,0.01815539,0.01874919,0.013693689999999998,0.06989945,0.08981826,0.15288838,0.1579664,0.12434246,0.2170485,0.09803815,0.01263145,7.493917,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Melenchon,942.3053,0.205,0.3849999,0.29083419142394723,0.03505009,0.02126742,0.01644207,0.02665965,0.01378855,0.08648986000000002,0.06428084,0.16447727,0.16185858,0.1263045,0.16452969,0.10660452,0.01224652,7.076748,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Hidalgo,75.31895,0.075,0.3544586057028145,0.5243693652128715,0.0,0.005202409999999999,0.005,0.00417747,0.00901914,0.04563257999999999,0.03409758,0.1310545,0.18930654000000002,0.2232721,0.3007788499999998,0.052458830000000005,0,8.388213,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Jadot,198.8808,0.12136299733307589,0.3789077175876204,0.41628643891215245,0.00877325,0.00608176,0.00206405,0.00386776,0.02842484,0.07215131,0.055,0.15129123,0.17325725,0.17964248,0.23600312000000004,0.08344295,0,7.910847,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Macron,1195.294,0.045000000000000005,0.3749999,0.5284554260290772,0.00636498,0.0,0.0024287,0.005,0.00581489,0.02362528,0.05328724000000001,0.14260584,0.18085032,0.19066305,0.33647698,0.049842290000000004,0.00304043,8.463524,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Pecresse,205.1207,0.06667035555163375,0.355,0.5246408577973847,0.00763135,0.00402121,0.00734602,0.00810147,0.00996009,0.02961021,0.0381022,0.11606039999999998,0.20059779,0.20964108999999997,0.3149999,0.051343040000000006,0.00258523,8.365044,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Dupont-Aignan,88.56025,0.3849999,0.29509288873958694,0.2447076425371428,0.20853750999999984,0.047750469999999996,0.02274291,0.0249999,0.01188743,0.07129245,0.07856712,0.11820563,0.0983201,0.0649999,0.17860506999999998,0.05672426,0.01736725,5.443444,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Zemmour,303.4525,0.3749999,0.27055226106227503,0.2567378749557179,0.1149999,0.03319828,0.06124163999999999,0.05619192,0.04483852,0.0660655,0.08402527999999998,0.08985159,0.09667536,0.11619535000000002,0.14152689000000018,0.08830232,0.00688745,5.737817,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Le Pen,993.0248,0.24900314674920504,0.3567280494908083,0.27434994574153637,0.05350954,0.01594162,0.02668324,0.04359016,0.0269746,0.08230402,0.075,0.1292143,0.15299004,0.09232264,0.18155126000000013,0.11793844,0.00198014,6.756464,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Lassalle,134.5409,0.2149999,0.325,0.31131410597074943,0.0349999,0.02640917,0.0349999,0.0249665,0.02625532,0.06725578,0.05813802,0.12949661,0.13725113,0.10039088,0.21176618000000008,0.12196663,0.02610398,7.018588,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Blank/Null/NA,96.61228,0.21789186633417618,0.2249999,0.28368867808522896,0.00965036,0.0201149,0.02704126,0.01053401,0.02902371,0.12152761999999999,0.03013464,0.10272377,0.09328626,0.09854054,0.1849999,0.22676490000000019,0.04565813,7.164852,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Blank,63.86856,0.1949999,0.2299965742142926,0.30690452391599243,0.00671453,0.02233113,0.0249999,0.011053539999999999,0.02832087,0.10499990000000001,0.02705798,0.09488562,0.10805301,0.09624465000000001,0.21065999,0.21595299999999998,0.04872588,7.353899,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Null,19.09123,0.3167522469741342,0.24992271320391615,0.2249999,0.01033254,0.00890667,0.03105922,0.01632901,0.052130390000000006,0.19799442,0.03654384,0.17785852,0.0349999,0.1237683,0.10351104,0.2065661500000003,0,6.569605,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
2nd round vote,Macron,2287.563,0.06943537729889843,0.38523581645620253,0.48335761681754774,0.010128869999999998,0.0032912200000000005,0.00416205,0.0077686000000000005,0.00985261,0.035,0.05538956,0.14657013,0.18327653,0.1720673,0.31052032,0.05829566,0.00367715,8.242325,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
2nd round vote,Le Pen,1619.66,0.2844074682340738,0.31526869836879345,0.2665615005618463,0.079964,0.02627116,0.0349999,0.03786547,0.02499565,0.0801801,0.06622643,0.11880938,0.13023289,0.09746940999999999,0.17026786,0.12771785,0.0049999,6.407071,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
2nd round vote,Blank/Null/NA,370.4173,0.1949999,0.375,0.3034642280476641,0.02099496,0.01336977,0.01751687,0.02570104,0.03357519,0.08450782,0.06558935,0.15143221,0.15653823,0.12058657,0.1824484899999999,0.115,0.0127395,7.221662,"q3v13b. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
