Indicator,Category,BASE,ST Inquiet,ST pas Inquiet,Très inquiet,Plutôt inquiet,Plutôt pas inquiet,Pas du tout inquiet,No rep.,Question
Political similarity,Radical right,1008.8,0.7549999,0.23541435368754957,0.27409863,0.48385805,0.17612619,0.05928809,0.00662951,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Political similarity,Debout la France,86.14185,0.7891085459622703,0.21089157012532234,0.29250057,0.49678285000000005,0.17571668,0.0349999,0,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Political similarity,Reconquete,205.4045,0.7327117955059407,0.26072018870083175,0.3049999,0.42771144000000005,0.18861237,0.07210787,0.00656842,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Political similarity,RN,717.2537,0.7614450786381445,0.2311126453582603,0.262709,0.49873594,0.17259988,0.05851279999999999,0.0074432,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Political similarity,No preference,1860.95,0.7926413928369919,0.1697124586904538,0.25275542,0.53988608,0.1352183,0.03449412,0.03764659,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Total-left,1649.278,0.7856219509385319,0.20343198660262246,0.23764241,0.54807784,0.1649999,0.03833351,0.01094634,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Very Left,217.9165,0.796665695346612,0.20333471765561578,0.24831956,0.54834627,0.15482435,0.04851037,0,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Left,1431.362,0.7839400515033933,0.205,0.2349999,0.5489406,0.16666252,0.03678413,0.01261285,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Center,776.1196,0.8317404946351051,0.16640257506703865,0.23843696000000003,0.59188108,0.145,0.02282505,0.00185691,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Total-right,1622.94,0.7949999,0.195,0.28311299,0.51488428,0.15527019,0.03881843,0.00791288,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Right,1193.119,0.8270263066802223,0.1649999,0.27638509,0.55064181,0.14014419,0.024892240000000003,0.00793599,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Very Right,429.8207,0.7149998999999999,0.275,0.30241779,0.4149999,0.19725804,0.07747551,0.00784876,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Both left and Right,200.4265,0.8508979601000864,0.14548699897468648,0.22273666,0.62816145,0.11046289,0.03502415,0.00361502,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Politics,Neither left nor right,1673.316,0.7793907426929522,0.17747054351957428,0.25648353,0.5216600299999999,0.135,0.043717639999999995,0.04313879999999999,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Loss of job risk,High risk,556.2398,0.726426623912924,0.2598670573375008,0.33570683,0.39071925,0.16471104999999997,0.09515615,0.013706570000000001,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Loss of job risk,Low risk,1874.312,0.8011072863002532,0.18039840752233355,0.23610706000000004,0.5649999,0.14282691,0.03757149,0.01849464,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
Loss of job risk,Zero risk,3478.817,0.8041799841727805,0.17826827338143972,0.2531165,0.55106319,0.14895245,0.02931586,0.01755311,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Arthaud,24.07418,0.7483590302971899,0.2088308303751156,0.22134136999999998,0.52701774,0.10875137000000001,0.10007946,0.04281006,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Poutou,32.85668,0.8021008208985205,0.190500257481888,0.14917414,0.65292659,0.09303311000000002,0.09746712,0.00739894,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Roussel,98.04205,0.8249998999999999,0.15613657609158518,0.23353040999999997,0.59208748,0.1369594,0.01917722,0.01824539,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Melenchon,942.3053,0.7510421516253809,0.225,0.21087635,0.5401658,0.18568568,0.03910285,0.02416893,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Hidalgo,75.31895,0.8332529861342995,0.16003250178076037,0.19236235,0.64089077,0.13803963,0.02199279,0.00671477,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Jadot,198.8808,0.849708468590231,0.14243707788786047,0.19956778,0.65014069,0.12874782,0.01368925,0.00785473,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Macron,1195.294,0.849693882843886,0.14242328665583529,0.27342679,0.5762686,0.1334685,0.00895471,0.00788262,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Pecresse,205.1207,0.8485657468992647,0.1416319757099113,0.26612906,0.58243658,0.12938689,0.01224511,0.00980184,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Dupont-Aignan,88.56025,0.7623048715422552,0.2295716193213095,0.25730491999999994,0.5049999,0.15773521,0.07183629,0.00812368,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Zemmour,303.4525,0.7203163592324993,0.27198757630930703,0.26763174,0.45268502,0.21100604,0.06098157,0.007695920000000001,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Le Pen,993.0248,0.7799797145046126,0.20688838788316263,0.28247905,0.49750047,0.15564999,0.05123838,0.01313205,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Lassalle,134.5409,0.7843718898862726,0.2156275898258448,0.20223724,0.58213473,0.15726705,0.0583606,0,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Blank/Null/NA,96.61228,0.7516255697515885,0.19630247831849118,0.22933793,0.52086228,0.14272803,0.055,0.05207176000000001,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Blank,63.86856,0.8099982213470917,0.15658658970861405,0.25880934,0.55118888,0.1313929,0.02519369,0.03341508,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
1st round vote,Null,19.09123,0.5996135398295448,0.37436058336733674,0.19979818,0.4000755000000002,0.21499990000000002,0.15910023,0.026026190000000005,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
2nd round vote,Macron,2287.563,0.8409683143152779,0.1478111422505085,0.24977909,0.59118984,0.13711579,0.01069537,0.01122139,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
2nd round vote,Le Pen,1619.66,0.7577460701628737,0.22964325846165246,0.27166504,0.48608004000000005,0.17331378,0.05632950999999999,0.012610460000000002,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
2nd round vote,Blank/Null/NA,370.4173,0.805,0.1749999,0.27710342,0.52565174,0.14417739,0.03172128,0.0213468,"q2v13b_i2. Face à la guerre en Ukraine, êtes-vous très, plutôt, plutôt pas ou pas du tout inquiet...
- D'une possible extension du conflit au-delà de l'Ukraine"
