Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.8219071393845762,0.1512678858390162,0.32360719,0.49829978,0.12007232999999999,0.031195560000000004,0.02682556,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Socio-Professional Category,Prof Intermed,896.9079,0.7853507589798239,0.1928672944011308,0.27689722,0.50845321,0.15832172,0.03454563,0.02178104,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Socio-Professional Category,Total-CSP-,1674.09,0.7067851788135644,0.22310789742486964,0.21934418,0.4874404600000001,0.17214284,0.05096497999999999,0.0701071,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Socio-Professional Category,Salaried,956.6466,0.735,0.19222960704611294,0.23530278,0.49837746,0.14015552,0.0520742,0.0740896,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Socio-Professional Category,Blue collar,717.4432,0.6709223810330908,0.26428126993189144,0.19806488,0.47265389,0.21479526000000002,0.04948597,0.065,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Far left,187.3446,0.7129754473841253,0.2706114827969421,0.30290043,0.41007544,0.21464675,0.05596477999999999,0.0164131,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Radical left,828.7407,0.8174233508744051,0.1646844423110872,0.327612,0.49145691999999996,0.1349999,0.02803854,0.01789264,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Left,1430.296,0.8649998999999999,0.115,0.36434018,0.50202302,0.095,0.01984897,0.01878783,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,PC/LFI,641.3963,0.8479311464690396,0.1337441921632538,0.335,0.51293104,0.11386257,0.01988159,0.0183248,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,PS,449.3176,0.8886168714512852,0.09426701736143876,0.43234296,0.45627391000000006,0.0741713,0.02009574,0.01711619,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,EELV,339.583,0.8726950406822485,0.10543036606661699,0.33010045,0.54259459,0.08596959,0.01946077,0.02187418,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,EM,672.9198,0.9213762174927829,0.05114600580931041,0.48161163,0.43976355,0.03838285,0.01276315,0.0274781,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,MoDem,161.1257,0.8748064399409902,0.09873483870046802,0.4198064,0.45499989999999996,0.08608378,0.012651019999999999,0.0264589,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Right,573.0042,0.8549998999999999,0.135,0.30337701,0.55250927,0.10819565,0.025,0.01091807,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,UDI/PR,89.32552,0.9204118822929885,0.07958821846209235,0.51036848,0.41004351,0.07958822,0,0,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,LR,397.5368,0.8751315601473876,0.11201380601745548,0.28657598,0.58900544,0.09499990000000001,0.0165637,0.01285498,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Radical right,1008.8,0.6750379659000794,0.28499990000000003,0.16731324,0.5080702300000001,0.2249999,0.06168825,0.03792838,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Debout la France,86.14185,0.707345732649113,0.27935329923840735,0.16627063,0.54107498,0.19668000999999996,0.08267333,0.01330103,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,Reconquete,205.4045,0.7198975679695431,0.25636541555808173,0.16350386999999997,0.55639336,0.19076082,0.06560465,0.023737370000000004,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,RN,717.2537,0.6583114175639666,0.2967389363066374,0.16852935,0.48978207,0.23869253,0.05804638,0.04495008,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Political similarity,No preference,1860.95,0.6790870254439937,0.225,0.16732357,0.5128585600000001,0.14705355,0.07776442,0.09499990000000001,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Total-left,1649.278,0.8509966179140205,0.13054506274866942,0.39017612999999995,0.46082097999999994,0.10483472,0.025710409999999996,0.01845805,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Very Left,217.9165,0.7449998999999999,0.22832190311426623,0.37481402,0.37122453,0.15976087,0.06856103,0.02564,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Left,1431.362,0.8649998999999999,0.11565907156959596,0.39251461,0.47446139,0.09647245,0.01918664,0.01736464,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Center,776.1196,0.895,0.08176342924466797,0.39879614,0.49527172999999997,0.07225544,0.00950799,0.02416791,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Total-right,1622.94,0.7849999,0.18746367703057415,0.24306709,0.5431324,0.14845915,0.03900453,0.02633572,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Right,1193.119,0.8136685443782222,0.16503106563553177,0.26487316,0.54879555,0.13640861,0.02862241,0.0212991,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Very Right,429.8207,0.709949055501515,0.24973366801552369,0.18253609,0.52741294,0.18190985,0.06782384,0.04031665,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Both left and Right,200.4265,0.8326219337263286,0.1352691385620165,0.3076216600000001,0.5249999,0.09778772000000001,0.03748143,0.03210929,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Politics,Neither left nor right,1673.316,0.6336274798065638,0.26112658935909294,0.1389814,0.49464584000000006,0.17441416,0.08671237,0.10524683,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Loss of job risk,High risk,556.2398,0.705,0.24153557512425397,0.2456899,0.45823546000000004,0.15417789,0.08735771999999999,0.054538890000000007,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Loss of job risk,Low risk,1874.312,0.7266938481960314,0.2249999,0.18942913,0.53757825,0.1749999,0.052132540000000005,0.04586018,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
Loss of job risk,Zero risk,3478.817,0.8125460465439832,0.1409864905224966,0.32870829,0.48431501,0.10499990000000001,0.03550865,0.04646815,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Arthaud,24.07418,0.7984749636332369,0.14254774202070433,0.2493434,0.5500860200000002,0.1149999,0.02659334,0.058977339999999996,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Poutou,32.85668,0.7474145287959709,0.2449999,0.29892332,0.44849145,0.22429445,0.020892130000000002,0.00739894,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Roussel,98.04205,0.8731064884914177,0.09194675141941645,0.3437114,0.52934185,0.08076601,0.01118074,0.035,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Melenchon,942.3053,0.8013805079945958,0.17352380380328966,0.29807813,0.50330217,0.13964551,0.03387844,0.02509566,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Hidalgo,75.31895,0.9071055823268911,0.06464853798413281,0.39081227,0.51715365,0.04878813,0.0149999,0.02824605,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Jadot,198.8808,0.8684161568135285,0.09971354700906271,0.35876897,0.50964698,0.08923862999999999,0.01047487,0.03187058,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Macron,1195.294,0.9159754838558546,0.06018759401452696,0.43954115000000005,0.47643668,0.051651249999999996,0.00853635,0.02383605,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Pecresse,205.1207,0.9185557576587834,0.06313399866517616,0.37736016,0.5411955,0.05835851999999999,0.00477547,0.0183101,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Dupont-Aignan,88.56025,0.6849999,0.26761272692884225,0.19934372,0.4849999,0.22720187,0.04149939,0.04695512,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Zemmour,303.4525,0.7209892816832948,0.25397579522330516,0.17010834,0.55088095,0.21130197,0.04267379999999999,0.025034990000000003,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Le Pen,993.0248,0.6868507211501667,0.27083331654959675,0.15850601,0.52834511,0.20980181000000003,0.0610315,0.04231561999999999,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Lassalle,134.5409,0.7525116897538221,0.20140700708855078,0.2049999,0.54751262,0.15413595,0.04727102,0.04608051,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Blank/Null/NA,96.61228,0.6488968069069481,0.23335066722366973,0.18513019,0.46376660999999997,0.18437572999999996,0.04897489,0.11775232,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Blank,63.86856,0.6916553308858067,0.2219051126250537,0.22665568000000008,0.46499989999999997,0.18868642,0.03321866,0.08643934,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
1st round vote,Null,19.09123,0.48316886863758907,0.405812878478757,0.09936877,0.38380005,0.26910361,0.13670921,0.11101861999999998,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
2nd round vote,Macron,2287.563,0.905,0.07414720381471461,0.39588252000000007,0.50528007,0.06374356,0.01040367,0.024691920000000003,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
2nd round vote,Le Pen,1619.66,0.6911790128792462,0.2736686712025981,0.16952336000000004,0.52165559,0.21047751000000003,0.06319116,0.03515153,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
2nd round vote,Blank/Null/NA,370.4173,0.7749999,0.175,0.25470884,0.5234203300000001,0.135,0.0353501,0.05152073,"q56_i10. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- Le régime démocratique est irremplaçable, c'est le meilleur système possible"
