Indicator,Category,BASE,ST D'accord,ST Pas D'accord,Tout à fait d'accord,Plutôt d'accord,Pas vraiment d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Prof Intermed,227.8753,0.265,0.7041223862349276,0.09943092,0.16527219,0.32461096,0.3795116,0.03117454,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Total-CSP-,425.5188,0.35646556626875237,0.6198499337749589,0.12197773999999999,0.235,0.31975534000000005,0.29958277,0.02368415,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Salaried,234.9306,0.34005314761040073,0.6326242728703712,0.12113934999999999,0.21891371,0.35849127,0.27413313,0.02732268,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Blue collar,190.5881,0.37669686617370135,0.6041038239008627,0.1230113,0.255,0.27315047,0.3296391500000001,0.01919908,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Far left,41.00365,0.6414504562398713,0.3585495437601287,0.19056596,0.45088425000000004,0.21063853999999999,0.14791105,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Radical left,207.2672,0.4304601499899646,0.5622187205693906,0.18048442,0.24997573,0.3172185500000001,0.24499990000000002,0.007321399999999999,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Left,396.8153,0.28499990000000003,0.705,0.09289460000000001,0.19390601000000002,0.30727268,0.39572138,0.010205210000000001,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,PC/LFI,166.2636,0.3784260054515841,0.6124473426534731,0.17799801,0.20042793,0.34320043999999994,0.26924673,0.00912699,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,PS,131.2849,0.205,0.7949999,0.04603523999999999,0.15849721,0.29472118,0.50074571,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,EELV,99.26674,0.24213931070971004,0.7323527497729854,0.012327110000000002,0.22981221999999998,0.26369638,0.46865627,0.025508009999999998,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,EM,170.6383,0.18043686558058772,0.8195633688333744,0.022656950000000002,0.15777994,0.23097616,0.58858709,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,MoDem,34.74546,0.08994000942856994,0.9100599042292145,0.03537032,0.054569690000000004,0.3377247,0.57233521,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Right,155.9513,0.26090099922219306,0.7390993213907161,0.09015084,0.17075016,0.29404615,0.4450532300000001,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,UDI/PR,20.68276,0.09873836954062225,0.901261727158271,0.07042121,0.028317189999999996,0.3694694,0.53179218,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,LR,116.6281,0.24928443488318852,0.7507159080873306,0.08706572,0.16221871000000002,0.28764886,0.46306696,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Radical right,243.345,0.4849999,0.47523926935009964,0.21289309,0.27226645,0.20775179,0.2674876,0.03960099,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Debout la France,18.64048,0.5135114009939657,0.48648843806597253,0.13134447,0.38216698000000004,0.25038486,0.23610358,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Reconquete,36.68966,0.655,0.3248468369562432,0.38520499,0.26908554,0.10155221000000002,0.22329456999999997,0.020862700000000005,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,RN,188.0148,0.4493443069375389,0.5034721734671951,0.18735286000000004,0.26199134,0.2242491,0.27922312,0.04718383,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,No preference,494.395,0.2889216112622498,0.6405455152256799,0.10699418,0.18192751,0.36414223,0.27640308,0.07053302,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Total-left,453.6747,0.24088405194294504,0.7564587577839363,0.08854979,0.15233422,0.320257,0.43620197,0.00265682,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Very Left,46.44825,0.27221370019322577,0.7186507564870582,0.1429188,0.12929484,0.14908209,0.56956871,0.00913568,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Left,407.2263,0.23731065503382273,0.7607715906364594,0.08234848999999998,0.155,0.3397813499999999,0.4209523200000001,0.00191784,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Center,171.9336,0.2543963483577381,0.7282753341987837,0.06459337,0.18980304,0.265,0.4632754899999999,0.0173281,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Total-right,413.4826,0.3700745811311044,0.6098916858895634,0.15134789,0.21872670999999996,0.2423628,0.36752888999999994,0.02003338,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Right,322.5175,0.3369426465230569,0.6407143798398537,0.13597064,0.20097213,0.2346753,0.40603935999999996,0.02234252,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Very Right,90.96503,0.48754416944621465,0.5006095199440928,0.20586834,0.28167583,0.26961944,0.23099019,0.011846320000000002,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Both left and Right,54.9315,0.4171315183455759,0.5828684816544242,0.1487334,0.2683981,0.2515786,0.33128988,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Neither left nor right,467.8342,0.31533543293756633,0.6049998999999999,0.105,0.21110124,0.33293088000000004,0.27207801,0.07888987,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Loss of job risk,High risk,130.3875,0.6092559486147062,0.3619524877768191,0.27750804,0.33174791,0.19191832000000003,0.17003417000000004,0.02879208,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Loss of job risk,Low risk,505.2573,0.37211951217726097,0.6063178107471183,0.12897607,0.24314344,0.325,0.28131791000000006,0.02156258,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Loss of job risk,Zero risk,927.2452,0.2324433709659538,0.7300616924196535,0.07649005,0.1549999,0.29187317,0.43914117999999996,0.0374957,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Arthaud,7.244718,0.7330638680484182,0.26693613195158183,0.3749999,0.35806404999999997,0.2095183,0.05741775,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Poutou,5.276673,0.3268070619498309,0.6731927485368148,0,0.32680706000000004,0.54870484,0.12448802,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Roussel,24.9392,0.2349999,0.735,0.07286324,0.16266840999999999,0.24515033,0.48927071,0.03004714,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Melenchon,211.0582,0.2897740528441918,0.6842989279734215,0.07198138,0.21779268,0.3241870700000001,0.36011186,0.025927270000000002,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Hidalgo,19.57496,0.15955046651436322,0.8404497378283275,0.022076449999999997,0.13747405,0.24165719999999996,0.59879254,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Jadot,51.23203,0.2633299910231939,0.7366700089768061,0,0.26282577,0.19217423,0.545,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Macron,298.0958,0.1969287725623776,0.7960239627663322,0.04839095,0.14853785,0.25753043,0.5405408700000001,0.0049999,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Pecresse,50.36782,0.10236329465916928,0.8976368244645092,0.00708124,0.09499990000000001,0.30722414,0.5906947200000001,0,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Dupont-Aignan,25.74148,0.30707445725731386,0.6649999,0.12071866,0.18635584,0.35229023,0.31361421,0.0270208,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Zemmour,64.52834,0.6363490832090211,0.35178868695522,0.27874776,0.35760148,0.17741955999999998,0.17436928,0.01186216,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Le Pen,250.4486,0.46459353336373216,0.525251888012151,0.15016335,0.3138977499999999,0.305,0.22078434,0.01015456,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Lassalle,41.56216,0.26974969539600446,0.6924081905271526,0.11999501000000001,0.1497548,0.35184601,0.34056243,0.03784199,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Blank/Null/NA,27.04557,0.2549999,0.6672919076950494,0.11335868,0.14341225,0.3182462,0.34904574,0.07593713,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Blank,16.36288,0.3049999,0.675,0.16098422999999992,0.14439628,0.365,0.305,0.02461949,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Null,6.535142,0.11695923363256681,0.8584577045150664,0,0.11695922999999998,0.30851694,0.54994077,0.02458309,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
2nd round vote,Macron,546.6971,0.19845102525694758,0.7971112339904491,0.04033906999999999,0.15811196,0.27014264,0.52696804,0.00443712,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
2nd round vote,Le Pen,413.4435,0.4784917407094319,0.5040018769190954,0.17398474,0.305,0.28150451000000004,0.22200487,0.01750588,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
2nd round vote,Blank/Null/NA,98.78299,0.19776147695063695,0.7393460149363772,0.021047260000000005,0.17671423,0.43620759,0.30313832,0.06289258,"q5v13b_groupe3. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
