Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Socio-Professional Category,Prof Intermed,227.8753,0.3047031863479719,0.415,0.1776922290393035,0.03457233,0.06792895,0.05181413,0.02075048,0.03595996,0.09367738000000002,0.135,0.175,0.1027569,0.04095043,0.1365838899999999,0.08344915,0.0215564,6.076181,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Total-CSP-,425.5188,0.2817377281567818,0.3648290040299042,0.19627332564389635,0.0607089,0.01946677,0.01199919,0.03704281,0.07325484,0.07926517,0.09052942,0.13925911,0.1349999,0.06654063,0.12973272,0.14551148,0.011689060000000001,6.333878,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Salaried,234.9306,0.2908181394845967,0.34751186094957404,0.19143555586202904,0.06463671,0.03525925,0.00932809,0.0349999,0.06673111,0.07979906,0.05796316,0.13137399,0.15817475,0.07416335,0.11727221,0.16133231999999978,0.0089661,6.264437,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Blue collar,190.5881,0.2705447506953477,0.3861752648775028,0.2022368133162564,0.05586729,0.0,0.0149999,0.03948207,0.08129642,0.07860716,0.13067264,0.14940905000000002,0.10652375,0.05714444,0.14499990000000001,0.12599748,0.0149999,6.416566,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Far left,41.00365,0.291697202566113,0.515,0.11401270374710544,0.04511664,0.0,0.04343591,0.0,0.11997986,0.08316476999999999,0.21857722,0.11812522,0.17515738,0.0795606,0.0344521,0.06789893,0.01453125,6.084312,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Radical left,207.2672,0.31192793649935924,0.4173151371755878,0.12111255422951629,0.047782820000000004,0.05646151,0.03384436,0.015,0.06431804,0.09462988,0.11068891000000002,0.1372563,0.16926087999999992,0.061700450000000004,0.05941205,0.08133332,0.06831148,5.913476,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Left,396.8153,0.2449999,0.415,0.215,0.05124067,0.03195492,0.04478776,0.02419363,0.04495623,0.05598365,0.06519237,0.15053049,0.19912647,0.06865244,0.145411,0.07295795,0.04501202,6.534606,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,PC/LFI,166.2636,0.31691711234449393,0.39399856613233447,0.125,0.04844033,0.07038594,0.03147889,0.01856372,0.05059079,0.09745735,0.08408166,0.14197437,0.16794247000000004,0.05729581,0.06556763,0.08464649,0.08157468,5.867111,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,PS,131.2849,0.1949999,0.495,0.225,0.0,0.0049999,0.05816242,0.0349999,0.0649999,0.03602248,0.05569258,0.16972904,0.26833236,0.025945639999999996,0.19654705,0.06292958,0.02163915,7.131704,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,EELV,99.26674,0.2149999,0.34698973694512386,0.3549999,0.12369924,0.00293956,0.04939048,0.01889812,0.00816846,0.012918219999999998,0.04611832,0.13947048,0.16140089,0.14415564,0.21119689000000003,0.0666437,0.015,6.762388,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,EM,170.6383,0.10499990000000001,0.436000768877796,0.385,0.005469,0.01137151,0.00456843,0.01599551,0.03492412,0.0349999,0.0711982,0.19554706999999996,0.16925567000000002,0.09648215,0.28809487999999994,0.03820561,0.03388795,7.84607,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,MoDem,34.74546,0.10691632806127764,0.43203658837730163,0.411117020756093,0.0,0.0,0.0163138,0.02268933,0.00943767,0.05847552,0.07678926,0.21412176,0.14112563,0.11276267,0.29835437,0.049930089999999996,0,7.912916,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Right,155.9513,0.18805800272264483,0.46626510968488244,0.2665303206834441,0.07521951,0.005,0.00882917,0.013631149999999998,0.03170953,0.05379115000000001,0.08400546,0.19556482,0.18657203,0.13855319,0.12797707,0.06443646,0.014710459999999998,6.898378,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,UDI/PR,20.68276,0.155,0.5968879395206443,0.2049999,0.0,0.03677753,0.0,0.0,0.08917006,0.02894888,0.028317189999999996,0.31231440000000016,0.25651528,0.12499990000000001,0.08431612,0.03864064,0,7.19305,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,LR,116.6281,0.17010617509845397,0.4632920368247446,0.2934833029089902,0.09166916000000001,0.0,0.00717893,0.00916198,0.00940444,0.05269161,0.09455166000000001,0.18206410000000003,0.18663317999999998,0.1504862,0.1429971,0.06816164,0.005,6.972235,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Radical right,243.345,0.43139000184922643,0.275,0.18497573404014878,0.14196117,0.06119641,0.03679039,0.06442927,0.04571214,0.08130042,0.07820436,0.1074133,0.08638119,0.06421599,0.12075974,0.09224323,0.01939229,5.195082,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Debout la France,18.64048,0.33717248697458435,0.33993126786434685,0.16108823377938766,0.054999900000000004,0.0,0.02895074,0.05671800999999999,0.10751,0.08823458,0.07981023,0.15256762999999998,0.10831277,0.07864293,0.0824453,0.06975105,0.09205686,6.012381,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Reconquete,36.68966,0.585,0.2149999,0.1274083215816118,0.3366052200000001,0.09884567,0.03958238,0.01713804,0.0594655,0.03191575,0.06389931,0.04036361,0.1120111,0.02328626,0.105,0.05398088000000001,0.01790628,3.706115,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,RN,188.0148,0.4108662190423307,0.27613820826871077,0.19857793109904115,0.11235302,0.05991667,0.03702281,0.07442233,0.03690143,0.09024997,0.08083672,0.11609607,0.07920536,0.07077283,0.1278051,0.10193985,0.01247805,5.422903,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,No preference,494.395,0.245,0.2949999,0.19056746124050608,0.03009149,0.04051188,0.01681247,0.03634301,0.04196003,0.07882268,0.10089093,0.07963442,0.1149999,0.04709813000000001,0.14346933,0.2638994600000001,0.00546627,6.4151,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Total-left,453.6747,0.2299806447218679,0.39077559317281746,0.24704441310039993,0.01896566,0.027972710000000005,0.04297383,0.02952849,0.05197508,0.05856487,0.07397371,0.13587573,0.18092633,0.07670661,0.1703378,0.09351617,0.03868287,6.844141,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Very Left,46.44825,0.14114458564100907,0.3872307352806618,0.2674376322035814,0.06596068,0.0,0.02929217,0.0249999,0.0,0.02063574,0.05360029999999999,0.2760913700000001,0.05779522,0.07703677,0.19040082,0.0916548,0.11253223000000001,6.973599,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Left,407.2263,0.2349999,0.395,0.245,0.01360541,0.03116329,0.04453437999999999,0.030015820000000002,0.05790338,0.0628911,0.07629753,0.11991200000000002,0.195,0.07666899,0.1680199400000001,0.09372852,0.03025964,6.830727,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Center,171.9336,0.1914561784316736,0.49816970039596675,0.25622280927055563,0.015,0.01395285,0.02801919,0.01169934,0.030690770000000003,0.09265047999999998,0.10336252,0.2091837100000002,0.18506679,0.09122306999999999,0.165,0.03415864,0.01999264,7.116362,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Total-right,413.4826,0.2991037591424645,0.3561504160029951,0.27101503182963443,0.09112565,0.05499907,0.02507037,0.048810950000000006,0.03277009,0.04632766,0.08182214,0.13822163,0.13610653,0.10419188,0.1668232,0.06311521,0.01061545,6.226686,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Right,322.5175,0.2749999,0.3706977140775307,0.2860351453797081,0.07024506,0.06082799,0.024540549999999998,0.05728337,0.02271449,0.03960374,0.07499990000000001,0.13747363,0.15812956,0.10825145999999998,0.1778781300000001,0.05878732,0.0092648,6.43883,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Very Right,90.96503,0.3838014454565672,0.305,0.2177615947578976,0.1649999,0.03433272,0.02694884,0.01877194,0.06842236,0.07016748,0.10567558,0.14143622,0.05802354999999999,0.08979875,0.12796291,0.07845985,0.0149999,5.453098,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Both left and Right,54.9315,0.16954787326033333,0.5173508824627036,0.1549999,0.04862294,0.00851748,0.020467399999999997,0.01996709,0.0149999,0.05652016,0.17551753,0.07419519,0.26809114,0.06441943,0.09180669,0.14034822,0.01652683,6.719271,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Neither left nor right,467.8342,0.27262329261092927,0.28235387665117256,0.16616305520203525,0.07261835,0.02839696,0.00457156,0.024233289999999998,0.05531906,0.08748413,0.0828237,0.09672583,0.10280433,0.03777291,0.12808294999999997,0.265,0.01416693,6.086544,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,High risk,130.3875,0.5149999,0.255,0.11377839133352508,0.20470298,0.08004832,0.05097196,0.01121129,0.09136765,0.07941827,0.03644031,0.08512166,0.1290929,0.07356712,0.04021125,0.07937049,0.03847622,4.409256,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,Low risk,505.2573,0.27029238370232356,0.4049999,0.15920828852942845,0.04072814,0.04031714,0.01697336,0.02716594,0.07465151,0.07045636,0.09499990000000001,0.1657857300000001,0.14499990000000001,0.05863092,0.10057741,0.14902265,0.01569104,6.261955,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,Zero risk,927.2452,0.20919935740837484,0.35599936241244495,0.27881675742295564,0.04090477,0.02240589,0.02610167,0.03541318,0.02113178,0.06324206,0.08645357,0.11594959000000002,0.15359627,0.08024925,0.19856743,0.13382652,0.02215818,6.929544,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Arthaud,7.244718,0.11942299203364437,0.6249998999999999,0.05741774904143957,0.0,0.0,0.0,0.0,0.0,0.11942299,0.52388899,0.0,0.10135906,0.05741775,0.0,0.19791109000000004,0,6.318604,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Poutou,5.276673,0.8630477954574786,0.13695205293183793,0,0.11391879000000002,0.18523337,0.0,0.0,0.25430247,0.30959337,0.03142704,0.10552501999999998,0.0,0.0,0.0,0,0,3.677647,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Roussel,24.9392,0.20927078655289663,0.386841037402964,0.1949999,0.0,0.0,0.03970557,0.021705069999999996,0.04258813,0.10527206,0.09878088,0.15051036,0.1375498,0.10383160000000001,0.09151087,0.1785773,0.02996837,6.870249,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Melenchon,211.0582,0.2619090374124294,0.395,0.18399270912004367,0.0558735,0.02902011,0.03353504,0.021697290000000004,0.04071852,0.08106461,0.07675641,0.16015439999999997,0.1558328,0.07316735,0.11082536,0.11810575999999999,0.043249199999999995,6.348834,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Hidalgo,19.57496,0.1849999,0.5853713111035731,0.2193553907645277,0.0,0.0249999,0.0,0.08436441,0.01801434,0.05761386,0.08352697,0.24590972000000003,0.25665957999999994,0.07359617,0.14575923,0.00955582,0,7.096722,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Jadot,51.23203,0.11141518304076571,0.4549999,0.3183289828648211,0.0,0.005695669999999999,0.0,0.0312531,0.02267109,0.05179533,0.14459773,0.1835207,0.12730351,0.11081181,0.2073510599999999,0.115,0,7.560449,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Macron,298.0958,0.115,0.4639693011441288,0.3449999,0.00985498,0.00270276,0.00680497,0.01897098,0.026377700000000004,0.04725753,0.07140517,0.20387221,0.18869206,0.11047204,0.23465091,0.06562847,0.01331053,7.731141,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Pecresse,50.36782,0.07152844812421899,0.45173207814036814,0.4050254706278731,0.0,0.0,0.01007745,0.0149999,0.00651043,0.03928868,0.07977143,0.10975897,0.26285334,0.16571895,0.23930676000000004,0.06023592,0.01147817,8.099537,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Dupont-Aignan,25.74148,0.3321314469875081,0.39000438203242394,0.11963842016853733,0.08204186000000001,0.0386768,0.01410554,0.0,0.12203183,0.07527539,0.06094797,0.20703394,0.12202239,0.0,0.11963842,0.15822552,0,5.843469,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Zemmour,64.52834,0.47050086830065674,0.3217223626084291,0.15687122898249048,0.21140358999999997,0.065,0.04241309,0.04304081,0.0763328,0.03231066,0.09713664,0.0928247,0.13176096,0.04616894999999999,0.11070227,0.04072434,0.01018119,4.798822,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Le Pen,250.4486,0.36188734934034367,0.32354822506494346,0.18875054602022132,0.09370058,0.02175656,0.04508502,0.05418537,0.03594436,0.11121539999999999,0.09629305,0.1042485,0.12300668000000001,0.07259857,0.11615198,0.10911612,0.01669772,5.812029,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Lassalle,41.56216,0.365,0.31227395303805194,0.17852190550250516,0.09379048,0.048182390000000005,0.062228259999999994,0.01725451,0.0463916,0.09522628,0.13459344,0.09250029,0.08518032,0.04662161,0.13190029,0.13290178,0.013228820000000002,5.576031,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Blank/Null/NA,27.04557,0.275,0.2249999,0.1749999,0.00787834,0.021924429999999998,0.01563145,0.04877294,0.02825882,0.14627726,0.08868994,0.06476525,0.07499990000000001,0.04422591,0.13104893,0.2512815200000001,0.07624531,6.452029,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Blank,16.36288,0.1849999,0.24586289210701293,0.16241193481832047,0.0130218,0.0,0.0,0.06079189000000001,0.0349999,0.07771725,0.08013643999999999,0.05691568,0.10881079999999999,0.0416758,0.12073614,0.31671824999999987,0.08847605,6.795824,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Null,6.535142,0.3690908323032614,0.2782987730029432,0.241221231306068,0.0,0.09073388,0.0,0.04963338,0.0,0.22872357,0.16639377999999996,0.07163578,0.04026915,0.07867913,0.16254199,0.11138938,0,6.233045,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Macron,546.6971,0.1249999,0.4723204128940871,0.315,0.01179259,0.00915465,0.00649219,0.0149999,0.02922874,0.05455237,0.09235552999999999,0.18216199,0.19780277,0.09742259,0.2172645700000001,0.06771386,0.01905825,7.570915,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Le Pen,413.4435,0.3752391802023735,0.3126303835953401,0.19418445325661188,0.1120154,0.03928375,0.0336312,0.04532029,0.04555314,0.09943564,0.09179411,0.10304832,0.1177878,0.07436051,0.11978184000000028,0.105,0.012988,5.67288,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Blank/Null/NA,98.78299,0.285,0.341385495620248,0.14165029829528342,0.03905731,0.01934616,0.02653121,0.03125282,0.04146859,0.12573551,0.10603111,0.1414693,0.09388511,0.06191793000000001,0.07973234,0.18022617000000002,0.05334637,6.123028,"q4v13b_groupe3. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
