Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Ni d'accord ni pas d'accord,Pas vraiment d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Total-CSP-,1674.09,0.7949999,0.04511292104964488,0.34241062,0.45341718999999997,0.135,0.03717879,0.00793413,0.02405927,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Socio-Professional Category,Salaried,956.6466,0.815,0.04284700327163657,0.335,0.47677901,0.12307847,0.03211855,0.01072846,0.022295509999999998,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Socio-Professional Category,Blue collar,717.4432,0.7749999,0.04813433314302791,0.35255279,0.42219727,0.14991263,0.0439262,0.005,0.02641111,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Far left,187.3446,0.7949999,0.125,0.41270274,0.38355122,0.05958949000000001,0.11548345,0.00883831,0.01983524,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Radical left,828.7407,0.7749999,0.095,0.3417134,0.43364903000000005,0.10913493,0.08965768,0.005,0.020844959999999996,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Left,1430.296,0.7732259616191334,0.07488673673141784,0.29392364,0.47958873999999996,0.13569869,0.06959986,0.0049999,0.01618917,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,PC/LFI,641.3963,0.7699051272980527,0.0849999,0.32097783999999996,0.44753366,0.125,0.08211424,0.0032343799999999994,0.02113988,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,PS,449.3176,0.77472349180179,0.0659397050104425,0.26306737,0.5103832500000001,0.14998743,0.055,0.01221257,0.00934938,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,EELV,339.583,0.7749999,0.06696474794085687,0.2836503,0.49386453,0.13963167,0.06696475,0,0.01588837,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,EM,672.9198,0.6799557688746861,0.0901926351401757,0.21993631000000002,0.46001886,0.22282789000000003,0.07265362,0.01753903,0.00702367,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,MoDem,161.1257,0.7770591531953004,0.07701930852744161,0.28500000000000003,0.49205952999999997,0.1412643,0.07062995,0.0063894,0.00465682,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Right,573.0042,0.8677604806387108,0.02054283371744919,0.33070543,0.5370554,0.10671,0.01726335,0.0032794800000000004,0.00498679,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,UDI/PR,89.32552,0.8301742883780582,0.06444503205802776,0.32003698,0.51013742,0.10538082999999998,0.06444503,0,0,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,LR,397.5368,0.8649998999999999,0.015129520084681469,0.30300214,0.5640940400000001,0.11181585999999999,0.010402530000000002,0.005,0.00568543,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Radical right,1008.8,0.8588033306899288,0.04441872521808089,0.46286945,0.39593418,0.08766688,0.02961062,0.014808119999999998,0.00911121,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Debout la France,86.14185,0.9085408544162912,0,0.46961529,0.43892568,0.08452529,0,0,0.00693373,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,Reconquete,205.4045,0.8949999,0.03237087795058043,0.5218133,0.37491715,0.06531785,0.024314350000000002,0.00805652,0.00558105,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,RN,717.2537,0.845,0.053203615401356597,0.44517902,0.39678959,0.09444442,0.03468356,0.01852006,0.01038368,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Political similarity,No preference,1860.95,0.774231978290658,0.055,0.3242834,0.44994809,0.14175932,0.02540788,0.02645806,0.03214373,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Total-left,1649.278,0.765,0.0849999,0.2877914100000001,0.475,0.13432702,0.07250336,0.01404331,0.0163349,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Very Left,217.9165,0.7850415181961897,0.08373037378996083,0.40999195,0.37504966000000006,0.11262038,0.052380800000000005,0.03134958,0.01860808,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Left,1431.362,0.7594039802649504,0.0849999,0.26983454,0.4901365000000001,0.13763171,0.07499990000000001,0.011408529999999998,0.01598882,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Center,776.1196,0.7649999,0.065,0.29341818,0.47104792000000006,0.16994687,0.055,0.00835477,0.00223226,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Total-right,1622.94,0.8367585985926774,0.04956126535793067,0.38930293,0.44776421,0.10499990000000001,0.03999202,0.00956925,0.00837169,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Right,1193.119,0.8319662162785104,0.045000000000000005,0.3549999,0.47730029,0.1149999,0.03596398,0.0073153,0.00942063,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Very Right,429.8207,0.8500579427654369,0.06699919291928007,0.48385964000000004,0.36665824,0.07748303,0.05117331,0.01582588,0.0049999,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Both left and Right,200.4265,0.7698398165911194,0.04807671141291196,0.319413,0.45042721,0.17833989,0.03597686,0.01209986,0.0037436799999999997,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Politics,Neither left nor right,1673.316,0.7673750803793186,0.05248082848666958,0.34073719,0.42663759,0.13893377,0.028275510000000004,0.02420531,0.04121109,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Loss of job risk,High risk,556.2398,0.7918870602211493,0.07588761178182503,0.42757188999999995,0.36281942,0.11984191,0.06238345,0.015,0.01238333,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Loss of job risk,Low risk,1874.312,0.7779393185339475,0.07407614100533956,0.3066124,0.4726596400000002,0.13750726,0.05774321,0.0149999,0.010477589999999998,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
Loss of job risk,Zero risk,3478.817,0.7898437888512101,0.05477954143606864,0.32970691,0.45954964,0.13096389,0.0404127,0.014366859999999999,0.025,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Arthaud,24.07418,0.7800801522627147,0.10907378776764153,0.36577516,0.41430483,0.06885472,0.0823869,0.02668687,0.04199146,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Poutou,32.85668,0.7749999,0.04812439966545616,0.3939269900000001,0.38499989999999995,0.16554975,0.03585965,0.012264769999999998,0.00739894,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Roussel,98.04205,0.7463883099139604,0.0517190430024668,0.23804174,0.50834647,0.15239257,0.04406473999999999,0.00765431,0.04949983000000001,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Melenchon,942.3053,0.7549999,0.068056499310786,0.28292412,0.4730053700000001,0.15101401,0.0599767,0.0080798,0.025,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Hidalgo,75.31895,0.7254027041003624,0.07901107224675863,0.18742016,0.53798254,0.18303163000000003,0.05783414,0.021176909999999997,0.01255492,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Jadot,198.8808,0.7272004135140245,0.05972884260320756,0.22603057000000001,0.50116995,0.19279749,0.0564871,0.00324178,0.02027317,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Macron,1195.294,0.7249998999999999,0.075,0.22275884,0.5009514,0.19226348999999998,0.05905107999999999,0.015,0.00997519,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Pecresse,205.1207,0.826720560138494,0.0260534602309762,0.29917429,0.52754598,0.14326531,0.01825434,0.00779912,0.00396057,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Dupont-Aignan,88.56025,0.917667350758382,0.02016768245347094,0.34998343,0.56768392,0.06216494,0.02016768,0,0,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Zemmour,303.4525,0.8904177754343761,0.026338596650217084,0.48690453999999994,0.40351324,0.07011832,0.020958150000000002,0.005380439999999999,0.01312538,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Le Pen,993.0248,0.8419434237694768,0.05186847297267903,0.4349999,0.40754932000000005,0.09800128,0.03626295,0.0149999,0.00818665,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Lassalle,134.5409,0.858028302174283,0.03320370980125746,0.43696519,0.42106325999999994,0.10260099,0.03320371,0,0.006166320000000001,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Blank/Null/NA,96.61228,0.7184169548632948,0.067486752201687,0.2733369299999999,0.445,0.18163498,0.04256701000000001,0.025,0.03246108,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Blank,63.86856,0.7694582436178301,0.04740373041133227,0.27589318,0.49356475,0.16230208,0.03653016,0.01087356,0.02083576,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
1st round vote,Null,19.09123,0.5776238618465128,0.14033076967801447,0.23678972,0.34132528,0.2649999,0.0775212,0.06280957,0.01655433,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
2nd round vote,Macron,2287.563,0.7449998999999999,0.065,0.24295707,0.5026298200000001,0.17960138999999997,0.055,0.00855625,0.011255470000000002,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
2nd round vote,Le Pen,1619.66,0.845,0.05117647530963289,0.43997359000000014,0.405,0.09297173000000002,0.03822676,0.01294972,0.010878200000000001,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
2nd round vote,Blank/Null/NA,370.4173,0.7978677021834563,0.045000000000000005,0.30758877,0.49034696000000005,0.12412296,0.03696706,0.00597435,0.0349999,"pop1_i8. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les hommes politiques élus aideraient davantage le pays s'ils cessaient de parler et s'ils prenaient simplement des mesures sur les problèmes importants"
