Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,RN,717.2537,0.7828642780093014,0.19855861322151422,0.29286597,0.48999817,0.14550235,0.05305628,0.01857781,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Political similarity,No preference,1860.95,0.7411128724576157,0.21838792014831135,0.24014223999999998,0.50096999,0.17667256000000003,0.04171534,0.04050028,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Total-left,1649.278,0.5949998999999999,0.3780248084313257,0.14490498,0.45123624,0.30783494,0.0701898,0.02583405,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Very Left,217.9165,0.5349999,0.455,0.17266586,0.36211057,0.35898736,0.095,0.01123621,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Left,1431.362,0.6049998999999999,0.366671813279939,0.14067846,0.4645928100000001,0.30004709,0.06662463,0.02805648,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Center,776.1196,0.6978335555499436,0.28499990000000003,0.18102674000000002,0.51684617,0.24499990000000002,0.0406977,0.01642949,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Total-right,1622.94,0.7498459585690167,0.23188836309413777,0.21338773999999996,0.53645742,0.19035725,0.04153105,0.01826546,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Right,1193.119,0.7494115004454711,0.23775407147149616,0.20872041999999996,0.5399621000000001,0.205,0.03348443,0.012833049999999999,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Very Right,429.8207,0.755,0.2149999,0.2260491400000001,0.525,0.15173853,0.06386731,0.03334502,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Both left and Right,200.4265,0.7149998999999999,0.26741793126158464,0.2749999,0.4412886,0.23715587,0.030262060000000004,0.01629357,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Politics,Neither left nor right,1673.316,0.7723741361464301,0.1878507705657509,0.27737367999999996,0.4949999,0.14534236,0.04250843,0.03977563,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Loss of job risk,High risk,556.2398,0.7176198107363048,0.2686977810649292,0.2787003,0.43891933000000005,0.20633817,0.06235956,0.013682479999999999,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Loss of job risk,Low risk,1874.312,0.7198854833133438,0.2587698312767565,0.19679861000000004,0.52308698,0.21635544,0.04241441,0.02134473,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
Loss of job risk,Zero risk,3478.817,0.695,0.27457675985830815,0.20589258,0.48883083,0.22236798000000002,0.05220878,0.030701179999999998,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Arthaud,24.07418,0.765,0.18949812620824472,0.31653473,0.4489672599999999,0.17812598,0.011372129999999998,0.0449999,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Poutou,32.85668,0.777698477143765,0.21490257080143216,0.21020873,0.56748978,0.20263779,0.012264769999999998,0.00739894,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Roussel,98.04205,0.535068575167492,0.43041633666370704,0.09658908,0.43847951,0.39620897,0.03420734,0.03451471,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Melenchon,942.3053,0.5909084879391,0.3757522110933686,0.12792818,0.4629801,0.29027259,0.08547970000000002,0.03333894,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Hidalgo,75.31895,0.6488677816140559,0.31900086233278613,0.14239272,0.50647506,0.30223032,0.01677047,0.0321317,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Jadot,198.8808,0.6594779385440928,0.3090268643328064,0.09096800999999999,0.56850988,0.27838901,0.03063788,0.03149506,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Macron,1195.294,0.7267966709445541,0.2522620376242163,0.20925245,0.51754464,0.21274381000000003,0.03951814,0.02094202,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Pecresse,205.1207,0.6635771036272791,0.31724716228054994,0.19259139000000003,0.47098572,0.27161725,0.04562992,0.01917531,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Dupont-Aignan,88.56025,0.7619967197472907,0.2301493051340754,0.22978469,0.5322118,0.22128324999999996,0.00886613,0.00785404,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Zemmour,303.4525,0.7237313912391561,0.2566943426071626,0.1808722,0.54285959,0.20877386,0.04792048,0.01957417,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Le Pen,993.0248,0.765,0.22305152902525696,0.23838402000000006,0.525,0.17324753999999998,0.04980392,0.01356452,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Lassalle,134.5409,0.6775162051093757,0.30386581329543655,0.22164531,0.45589886000000013,0.25883839,0.0449999,0.01861754,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Blank/Null/NA,96.61228,0.717252196097639,0.24744711541845407,0.2164081,0.5011448000000001,0.17791217,0.06953503,0.0349999,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Blank,63.86856,0.711695864130959,0.2566333106617716,0.22464511,0.48705044,0.19793259999999996,0.058700760000000005,0.03167075,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
1st round vote,Null,19.09123,0.6853209562715445,0.3049999,0.18987415,0.49544691,0.19338372,0.11333826999999999,0.00795733,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
2nd round vote,Macron,2287.563,0.7030556098345707,0.2757479466139293,0.17233724,0.53071894,0.22821636,0.04753167,0.021197729999999998,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
2nd round vote,Le Pen,1619.66,0.7509835397552572,0.2331308422755393,0.22832885000000003,0.52294703,0.1849999,0.04783877,0.01588545,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
2nd round vote,Blank/Null/NA,370.4173,0.6349999,0.3352051861508628,0.17126921,0.46446723999999995,0.27515562,0.06004965,0.02905887,"q10v13b_i3. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- Il vaut mieux éviter de discuter de politique car cela crée des conflits"
