Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Political similarity,LR,116.6281,0.13604448670603395,0.42845609248543015,0.3649999,0.08472495,0.0,0.00717893,0.00897171,0.00849548,0.02667341,0.01878269,0.20551803000000013,0.20432589,0.12379847000000001,0.24499990000000002,0.06653054,0,7.455251,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Political similarity,Radical right,243.345,0.28538724855657605,0.2945427684974008,0.2892586656804126,0.08687205,0.02884121,0.03210479,0.03705098,0.04225888999999999,0.0582593,0.0849999,0.11204186999999999,0.09709002,0.08704457,0.2026251500000002,0.12884686,0.00196441,6.377851,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Political similarity,Debout la France,18.64048,0.15112202046299236,0.4831842849540355,0.16108823377938766,0.0215931,0.0,0.03416601,0.02895074,0.0,0.06641218,0.06359021,0.33135874000000004,0.08823539000000001,0.0484249,0.11266335,0.17896063,0.0256447,6.860291,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Political similarity,Reconquete,36.68966,0.5449999,0.175,0.26120740829977707,0.19699586,0.09204524999999998,0.06041558,0.014188039999999999,0.13090974,0.05398088000000001,0.08694739,0.04619301,0.03900374,0.08393485,0.17727253,0.01811304,0,4.821521,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Political similarity,RN,188.0148,0.24734749604818343,0.2997255003329525,0.30743999940430217,0.07185429,0.01936686,0.02637581,0.0423156,0.029149050000000003,0.05828589,0.08727451,0.10314794,0.10930299,0.09148035,0.21644681000000013,0.14499990000000001,0,6.682306,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Political similarity,No preference,494.395,0.18650214909131363,0.31735151043194204,0.2649999,0.01916564,0.01172185,0.02591754,0.00965777,0.03386824,0.08617106,0.06491842,0.07590702,0.17652614,0.10055804,0.16459116999999998,0.22849786,0.00249942,7.207855,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Total-left,453.6747,0.14395252809998002,0.375,0.4049999,0.011076849999999997,0.01155331,0.00923681,0.01461854,0.03204027,0.06542673,0.06611949,0.13784961,0.16880859999999998,0.16360062,0.24254846000000002,0.06668102,0.01043944,7.73579,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Very Left,46.44825,0.13467816333231067,0.287218571205589,0.47296679638091854,0.06596068,0.0,0.00411678,0.0,0.00948525,0.054999900000000004,0.02119498,0.10857625000000001,0.15744737,0.07243242,0.40065001000000017,0.03976804,0.06536832,7.962968,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Left,407.2263,0.155,0.3825366878318026,0.3949999,0.005,0.01287108,0.00982081,0.01628594,0.035,0.06660287,0.07124361,0.14118857,0.17010452999999998,0.17399937,0.22395823000000012,0.06975073,0.00417426,7.710752,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Center,171.9336,0.11600961068691633,0.4149999,0.419659391765193,0.005,0.01120346,0.03579271,0.00751504,0.00203933,0.05472463,0.09055461,0.10284156,0.22361545,0.12386945,0.2955131799999999,0.04233058,0.005,7.885099,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Total-right,413.4826,0.1949999,0.3275596119401397,0.3777496320280467,0.07269351,0.01311904,0.01949194,0.0234697,0.03185488,0.035,0.07122314,0.12655534,0.12978116,0.15765391,0.21977005999999982,0.09423932000000002,0.005147999999999999,7.100302,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Right,322.5175,0.18248305905881076,0.325,0.39182307936778626,0.05922361,0.01309604,0.014299,0.025,0.03873393,0.03264796,0.065,0.12363004000000001,0.13641619,0.15974197,0.23122266999999996,0.09438861,0.00659998,7.270765,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Very Right,90.96503,0.24075680511510852,0.3376806449687314,0.32785247253807315,0.12045123,0.013200619999999998,0.03790354,0.01987873,0.0074651000000000006,0.04185757,0.09449695999999999,0.13692712,0.10625665,0.15025071,0.17760177,0.09371012,0,6.500779,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Both left and Right,54.9315,0.12044686564175382,0.4765861117937795,0.3238020079553626,0.03245611,0.0,0.0,0.04043449,0.0,0.04755627,0.185,0.11182478,0.18159881,0.11222324,0.20974132,0.07916498,0,7.405692,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Politics,Neither left nor right,467.8342,0.20566818330083605,0.290931701872159,0.26425301955265346,0.04872557,0.01579425,0.01847589,0.0088084,0.03328053,0.08058353,0.04203691999999999,0.08213104,0.16676367,0.06123101,0.20302199,0.23414719999999997,0.005,7.04178,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Loss of job risk,High risk,130.3875,0.3349999,0.285,0.2637724475122232,0.16368659999999988,0.02213547,0.02182922,0.04283414,0.023576299999999998,0.06759731,0.0858116,0.12059292,0.07501236,0.10009203,0.16368034,0.105,0.00815171,5.773639,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Loss of job risk,Low risk,505.2573,0.215,0.3875583786716194,0.26012944295906265,0.03952319,0.0067376300000000005,0.0149999,0.01666132,0.05070409,0.08614003,0.0906667,0.10765711,0.18928041000000012,0.11330583,0.14682367,0.13381259,0.00368753,6.979475,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
Loss of job risk,Zero risk,927.2452,0.135,0.3249999,0.4149999,0.0205937,0.015,0.01812817,0.01176196,0.01610688,0.04654162,0.0499865,0.1146247,0.1606134,0.13448514,0.28202582,0.12252358,0.0076085300000000005,7.821436,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Arthaud,7.244718,0.08964852738229424,0.5830247636968063,0.15877678054549535,0.0,0.0,0.0,0.0,0.0,0.08964853,0.46349851,0.0,0.11952635,0.05741775,0.10135906,0.029774460000000003,0.13877531,6.874488,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Poutou,5.276673,0.33045102472713395,0.6695487857595117,0,0.11391879000000002,0.0,0.0,0.0,0.0,0.21653227000000003,0.255,0.32148795,0.09306099,0.0,0.0,0,0,5.608263,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Roussel,24.9392,0.22693105632899213,0.39232501443510615,0.29277170077628795,0.0,0.0,0.0,0.0164854,0.0144052,0.19604049,0.08094378,0.12499990000000001,0.18610196,0.05011376000000001,0.24293731999999993,0.08797219,0,7.473803,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Melenchon,211.0582,0.2149999,0.3784539525116769,0.2991462544454563,0.02666654,0.04349574,0.023234769999999995,0.01588036,0.01474878,0.09175161,0.0620272,0.1594907,0.156936,0.12347746,0.17566875,0.08104272,0.02557963,7.01543,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Hidalgo,19.57496,0.1316799114787463,0.36506460294171733,0.4449999,0.0,0.0,0.0,0.0,0.021151749999999997,0.11052814,0.04156952,0.085,0.23956223,0.19169408,0.25271664000000005,0.05777764,0,8.123112,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Jadot,51.23203,0.10814334313904798,0.3249999,0.46015646852174313,0.0,0.0,0.0,0.0,0.03809705,0.0700463,0.08379303,0.09410882,0.14925735,0.20690416,0.2527932899999999,0.105,0,8.099599,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Macron,298.0958,0.06539833838651869,0.3837658900259581,0.5079273173255041,0.00792665,0.0,0.005,0.01214192,0.00716033,0.03406449,0.06409423,0.11872378,0.19972289000000018,0.17325732,0.335,0.04130478,0.00160361,8.330269,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Pecresse,50.36782,0.038207530125385615,0.35322612731700515,0.5493176000073062,0.0,0.0,0.0,0.02134242,0.0,0.01686511,0.0243549,0.10174183000000002,0.22712954,0.17504344999999996,0.37427429000000006,0.05924864,0,8.654618,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Dupont-Aignan,25.74148,0.225,0.40340648634033477,0.3033121250215605,0.05730082,0.0386768,0.03884658,0.0,0.01836828,0.07057259,0.08297246,0.11983884,0.20059511000000002,0.13873775,0.16457438,0.06951613,0,6.855099,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Zemmour,64.52834,0.3467857688575284,0.3549999,0.2217456701970018,0.11427906,0.0461708,0.04262783,0.00836308,0.08655941,0.04878565,0.10472783,0.1192841,0.13172036,0.07099809,0.1507475,0.07573627,0,5.853587,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Le Pen,250.4486,0.2653836356042717,0.3449999,0.28834830779649,0.04325606,0.01589283,0.02773415,0.06353647,0.02876373,0.0862004,0.08901455000000001,0.12276734999999998,0.13421892,0.10505864,0.18328963,0.09684227000000001,0.0034249,6.728289,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Lassalle,41.56216,0.275,0.3149999,0.245,0.04749344,0.06847315,0.01725451,0.0,0.02383927,0.11616417000000001,0.09402519,0.13306881,0.09080078999999999,0.08602787,0.15753649,0.14365276,0.021663619999999998,6.41059,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Blank/Null/NA,27.04557,0.2149999,0.1849999,0.305,0.0,0.0,0.05250438,0.0,0.03314406,0.13137638,0.03107781,0.0535812,0.10097424,0.10957517,0.195,0.22708546999999993,0.06568129,7.351525,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Blank,16.36288,0.15090980316423513,0.195,0.3541503696170845,0.0,0.0,0.02470783,0.0,0.035,0.09124243,0.01785592,0.0358235,0.1361162,0.14968905,0.20446132,0.23408850000000014,0.07101525,7.892444,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
1st round vote,Null,6.535142,0.3690908323032614,0.265,0.241221231306068,0.0,0.0,0.09073388,0.0,0.04963338,0.22887423000000018,0.05542023000000001,0.13204896,0.0770683,0.07867913,0.16254199,0.12499990000000001,0,6.550341,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
2nd round vote,Macron,546.6971,0.0752787238125097,0.3832945153724064,0.4943785141717416,0.00758329,0.00300762,0.00565721,0.00976963,0.00914255,0.04011840999999999,0.06044153,0.12868682,0.1941662,0.16084720000000002,0.33353113,0.03984759,0.00719968,8.269587,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
2nd round vote,Le Pen,413.4435,0.2662537928398923,0.3225180707883907,0.2853981257414858,0.05760025,0.0356514,0.02847622,0.03753608,0.03211747,0.07487241,0.07705123,0.11347439,0.13199233,0.10964579,0.17575238,0.12183747,0.00399227,6.594767,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
2nd round vote,Blank/Null/NA,98.78299,0.215,0.4164447745507602,0.2349999,0.03690032,0.0,0.01947423,0.00706349,0.04904536,0.09746219,0.07865985,0.17891778,0.16042813,0.0848333,0.15405567,0.1149999,0.01815978,6.985686,"q3v13b_groupe3. Les pays européens ont pris des sanctions économiques et financières contre la Russie. Vous personnellement, approuvez ou désapprouvez ces sanctions ?"
