Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,PS,449.3176,0.8095380639440788,0.1731342595972203,0.29049385,0.51904444,0.1500803,0.02305392,0.0173276,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,EELV,339.583,0.8337723030893772,0.13862955448299824,0.29888716,0.53488514,0.1190332,0.01959635,0.02759768,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,EM,672.9198,0.5518889472415583,0.42202800393152345,0.10883960999999999,0.44304893,0.34077166,0.08125630000000002,0.02608275,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,MoDem,161.1257,0.7089402869933226,0.2739159550586902,0.1478617,0.56107834,0.26317229,0.01074359,0.01714383,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,Right,573.0042,0.712108567441565,0.275,0.24499990000000002,0.46710821,0.23683107,0.03718172,0.0138791,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,UDI/PR,89.32552,0.5500266889014472,0.4292195556208349,0.12239559,0.42746897000000006,0.33438148,0.095,0.020753959999999995,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,LR,397.5368,0.7174181107258498,0.26874317044359164,0.22168048000000004,0.4957375,0.23956456,0.02917863,0.01383933,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,Radical right,1008.8,0.8367120340999208,0.14723820380650277,0.42010098,0.41766088000000007,0.11732524,0.029913,0.0149999,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,Debout la France,86.14185,0.8549998999999999,0.13738815685987704,0.48165795999999994,0.37334815,0.12306016,0.015,0.00693373,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,Reconquete,205.4045,0.816481138436597,0.1649999,0.45566738,0.36081381,0.13474242,0.0311512,0.01762533,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,RN,717.2537,0.8402282205027315,0.143078801824236,0.40096566000000006,0.43926215,0.11164861000000001,0.03143013,0.01669373,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Political similarity,No preference,1860.95,0.771832128751444,0.16832101883446626,0.29499990000000004,0.47683130000000007,0.12824299,0.04007799,0.05984782,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Total-left,1649.278,0.8249998999999999,0.155,0.39348679,0.43491297000000007,0.12604164,0.02879787,0.01676092,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Very Left,217.9165,0.8592699497284509,0.12015964830565835,0.55522781,0.30404228,0.06154132,0.05861832,0.02057087,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Left,1431.362,0.8237000842554154,0.1601193129341145,0.36886251999999997,0.45483714,0.13586144,0.02425787,0.01618087,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Center,776.1196,0.7049998999999999,0.2761538298994124,0.16982808,0.5349999,0.2262184999999999,0.05026175,0.01869177,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Total-right,1622.94,0.7502175065005483,0.22800873722996537,0.31215467,0.43806222,0.18914501000000003,0.03886365,0.02177334,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Right,1193.119,0.7169035108819825,0.2605449246889875,0.26514874,0.45175494,0.22606940000000003,0.03447556,0.02255041,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Very Right,429.8207,0.8426906847436617,0.13769292637604472,0.44263643,0.40005378999999996,0.08664857,0.051044330000000006,0.01961633,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Both left and Right,200.4265,0.6841101351368207,0.2897546482126864,0.25800735,0.4249999,0.2611086,0.02974852,0.02613563,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Politics,Neither left nor right,1673.316,0.7602473173028884,0.17560430904861962,0.29386553,0.46554888000000005,0.1314362,0.045,0.06414939,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Loss of job risk,High risk,556.2398,0.8079905465232802,0.1704731304735835,0.45872985,0.34926052,0.11943559,0.05103753999999999,0.02153632,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Loss of job risk,Low risk,1874.312,0.7833855836168152,0.1860970318708945,0.29420129,0.48918424000000005,0.14792804,0.03816902,0.03051767,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
Loss of job risk,Zero risk,3478.817,0.74988796478803,0.215,0.29161177,0.4590066600000002,0.17712745,0.03725422,0.0349999,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Arthaud,24.07418,0.7938048149511219,0.1585523162159625,0.33382421,0.45998078,0.13195897,0.02659334,0.04764274,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Poutou,32.85668,0.9449998999999999,0.045979721627382925,0.47162144,0.4749999,0.04597972,0,0.00739894,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Roussel,98.04205,0.885,0.0949999,0.36822275,0.515,0.08314493,0.01407503,0.01955729,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Melenchon,942.3053,0.8707398759191952,0.10700014103709277,0.45821689,0.41252235,0.08139169,0.0256084,0.022260179999999997,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Hidalgo,75.31895,0.8050385726301282,0.1649999,0.21559342,0.58944515,0.15377896,0.01333283,0.0278498,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Jadot,198.8808,0.8541709405835053,0.11816319121805624,0.26462092,0.58955012,0.10140682000000001,0.01675634,0.02766588,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Macron,1195.294,0.6129190809959725,0.35966565547890306,0.12986638,0.48305296,0.30245923,0.05720618999999999,0.02741667,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Pecresse,205.1207,0.6088873526660157,0.3649999,0.17631711,0.43257003999999993,0.30327393,0.06273862,0.02509984,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Dupont-Aignan,88.56025,0.8603338405210013,0.13966627239647586,0.4275163,0.43281732,0.12973857,0.00992772,0,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Zemmour,303.4525,0.8418727807482226,0.13263430026116113,0.45407733,0.3877957799999999,0.10468442,0.027949869999999998,0.02549295,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Le Pen,993.0248,0.8421924608529414,0.1396785860735804,0.38161434,0.46057792,0.10073323,0.03894534,0.01812909,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Lassalle,134.5409,0.793603283462501,0.1854543116628475,0.32252467,0.4707183,0.18081505,0.005,0.02094198,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Blank/Null/NA,96.61228,0.7616663223350075,0.1796713626880558,0.30304098,0.45862524,0.11979833,0.059873,0.05866205,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Blank,63.86856,0.8145079519563303,0.14106115747716874,0.3629739,0.4509649499999999,0.1030397,0.03802145,0.045,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
1st round vote,Null,19.09123,0.629388467898611,0.348022416575569,0.09888053,0.53050799,0.1976858,0.15033673,0.02258959,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
2nd round vote,Macron,2287.563,0.6958182135311684,0.2743948035529513,0.185,0.5108168300000001,0.23153093,0.04286392,0.029788320000000004,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
2nd round vote,Le Pen,1619.66,0.8535816158946938,0.12503827963893654,0.4149999,0.43858106,0.09725337,0.02778495,0.02138072,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
2nd round vote,Blank/Null/NA,370.4173,0.8607184383666745,0.11337982864191277,0.41158877,0.44968778000000004,0.08782147,0.0249999,0.02590208,"q18bv12b_i1. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat dépend trop des grands groupes privés en matière industrielle"
