Indicator,Category,BASE,ST Elevé,ST Faible,Très élevée,Assez élevée,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Political similarity,UDI/PR,89.32552,0.43192326224353356,0.28101778752589407,0.10693405,0.32498921,0.28705917,0.24890558,0.03211222,0,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Political similarity,LR,397.5368,0.6249998999999999,0.11424824066602135,0.2724017,0.3520955099999999,0.25625452,0.07186384,0.04238443,0.005,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Political similarity,Radical right,1008.8,0.655,0.14290027755749407,0.36514958000000003,0.28662659,0.19496481,0.08201769,0.06088258,0.0103591,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Political similarity,Debout la France,86.14185,0.6658398908312277,0.14742892101806496,0.28982928,0.37601038,0.1744598,0.07960861,0.06782026,0.01227156,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Political similarity,Reconquete,205.4045,0.8043923088345191,0.058223505327293215,0.59135365,0.21303852,0.12999038,0.04162258,0.01660093,0.00739391,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Political similarity,RN,717.2537,0.606381535571026,0.1649999,0.3094159,0.29696563,0.21603458,0.09387521,0.0727306,0.01097858,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Political similarity,No preference,1860.95,0.5049999,0.22543464359601278,0.23498654,0.2749999,0.23870595000000003,0.07937403,0.14606056,0.025873019999999997,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Total-left,1649.278,0.38020843059811626,0.2324542011716642,0.12997154,0.25023695,0.38004418,0.16396599000000003,0.06848815,0.00729323,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Very Left,217.9165,0.370606080769469,0.2792679764955843,0.15884983,0.21175619999999998,0.35012645,0.21169360999999998,0.06757437,0,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Left,1431.362,0.381670185459723,0.22532685651847678,0.12499990000000001,0.25626964000000013,0.38499989999999995,0.1566997,0.06862728,0.00840358,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Center,776.1196,0.4177486304945784,0.2126044748773256,0.12811823,0.28963036,0.36819699,0.1715282,0.04107626000000001,0.0014496,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Total-right,1622.94,0.6221388344609166,0.13998367160831576,0.30221247,0.31992674,0.23021578,0.09150018,0.04848355,0.00766052,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Right,1193.119,0.6178531227815499,0.13190411015162778,0.27837173,0.33948173,0.24486753,0.08029238,0.05161178,0.00537414,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Very Right,429.8207,0.635,0.1624114892558688,0.36839105,0.26564542,0.18954466,0.12261141,0.03980006,0.01400717,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Both left and Right,200.4265,0.4643863960105076,0.1757605406470701,0.24499990000000002,0.21744041,0.3503570700000001,0.10845916,0.06730148,0.01144198,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Politics,Neither left nor right,1673.316,0.48634955979623695,0.2649999,0.21945568,0.26759493,0.21739803,0.10499990000000001,0.15959592,0.03095554,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Loss of job risk,High risk,556.2398,0.53277884825933,0.215,0.27011012,0.26266873,0.25157351,0.11678454,0.09632329,0.0025394000000000003,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Loss of job risk,Low risk,1874.312,0.48046600565967673,0.22421960698112162,0.17044985,0.31001621,0.28504881,0.13061193,0.09360768,0.010265640000000001,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
Loss of job risk,Zero risk,3478.817,0.4749999,0.205,0.21499990000000002,0.264013,0.2991297200000001,0.12759349,0.07709339,0.0171705,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Arthaud,24.07418,0.4302779990844963,0.27265668031060664,0.16328141,0.26699672,0.27124093,0.20938516000000001,0.06327152,0.02582415,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Poutou,32.85668,0.3849999,0.25538767154806874,0.042625760000000006,0.3431147,0.3514728200000001,0.16843646,0.08695124,0.00739894,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Roussel,98.04205,0.46535940445961704,0.1649999,0.19800331000000002,0.2673561,0.35850148,0.08251457999999999,0.0849999,0.00862463,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Melenchon,942.3053,0.3633614286155453,0.235,0.1312027,0.23215852000000003,0.38782526,0.15863733,0.07551671,0.014659069999999998,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Hidalgo,75.31895,0.4149999,0.20014445235893488,0.08378578000000002,0.33106984000000006,0.385,0.14365468,0.0564897,0,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Jadot,198.8808,0.2800664015832599,0.26238505677772817,0.07214814,0.20791826000000002,0.45232954000000003,0.17746711,0.08491795,0.005219149999999999,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Macron,1195.294,0.41101628553309894,0.2449999,0.1349999,0.27592559,0.33774983000000014,0.16308097,0.08207223,0.00617148,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Pecresse,205.1207,0.6260411552807688,0.10889193533368402,0.255,0.37104121,0.26214697,0.07204963,0.0368423,0.00291989,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Dupont-Aignan,88.56025,0.6639750904045552,0.155,0.33113784,0.33264007999999984,0.17145457,0.105,0.04783106,0.01193645,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Zemmour,303.4525,0.741643255534227,0.095,0.50240977,0.23923388,0.1527615,0.05826388,0.03659874,0.010732569999999999,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Le Pen,993.0248,0.5991845319472383,0.18288455635750486,0.29358995,0.3052574800000001,0.21326799,0.10291505,0.07996953,0.005,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Lassalle,134.5409,0.5765961131522088,0.1436230915654645,0.27694404,0.29965208,0.27700744,0.10093555,0.04268752,0.0027728800000000006,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Blank/Null/NA,96.61228,0.4765651944038584,0.2586973415801801,0.2506731,0.22589208999999996,0.20063423,0.0672243,0.19147307,0.06410297,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Blank,63.86856,0.5162992558466951,0.25812167990009477,0.25920224999999997,0.25661311,0.18394434,0.0736059,0.185,0.04163440000000001,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
1st round vote,Null,19.09123,0.40127498333004213,0.3388163570393317,0.22388597999999998,0.17725673,0.18310150999999997,0.09394837,0.245,0.07680741,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
2nd round vote,Macron,2287.563,0.40854839844847984,0.2349999,0.13895766,0.26959109,0.3457416,0.16342759,0.07450072,0.0077835299999999994,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
2nd round vote,Le Pen,1619.66,0.6249998999999999,0.157103280935505,0.32499989999999995,0.30174858,0.20889599999999997,0.08791549,0.06918779,0.00725224,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
2nd round vote,Blank/Null/NA,370.4173,0.4785340749473634,0.1849088851951569,0.18864473,0.28988927,0.31888547999999994,0.10897374,0.07499990000000001,0.01860688,"q13v13b_i3. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Des éoliennes au sol"
