Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Ni d'accord ni pas d'accord,Pas vraiment d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,Far left,187.3446,0.7164247061297736,0.08300799702793675,0.36851422,0.3479105900000001,0.18952625,0.07233291,0.01067506,0.01104136,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,Radical left,828.7407,0.6649999,0.09917942970581752,0.28214651,0.38294789999999984,0.215,0.06926602,0.02991341,0.02072616,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,Left,1430.296,0.5718860991011651,0.16003708323312096,0.19354246,0.37834378,0.25164393,0.10858277,0.05145431,0.01643341,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,PC/LFI,641.3963,0.651343015230989,0.105,0.25691947,0.39442354,0.22119958999999997,0.06837018,0.03553271,0.02355498,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,PS,449.3176,0.47881498521313204,0.2329505899613102,0.13305041,0.34576478000000005,0.28306904,0.15934884,0.07360168,0.00516573,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,EELV,339.583,0.5449563140675475,0.16958640450199214,0.15387687,0.39107965,0.26756581,0.11736406,0.05222237,0.0178911,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,EM,672.9198,0.27668364045759986,0.4333871584697017,0.09034713,0.18633647,0.28139178,0.21966927,0.21371774,0.00853691,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,MoDem,161.1257,0.335,0.3749999,0.14717491,0.18642512999999997,0.28500000000000003,0.2635427600000002,0.11320038,0.00465682,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,Right,573.0042,0.3997780470020988,0.31177869202354885,0.12474148,0.27503655,0.28129602,0.22884701,0.08293182,0.007147429999999999,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,UDI/PR,89.32552,0.4045211267731775,0.30757761051936783,0.030093800000000004,0.37442738,0.26574432,0.22224936,0.08532831,0.02215713,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,LR,397.5368,0.3398651395292209,0.3681842787887813,0.08971490999999998,0.25015023,0.28695075999999997,0.26782049,0.10036371,0.0049999,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,Radical right,1008.8,0.6469672878667725,0.1146818001586043,0.30862649,0.3387298399999999,0.22979163,0.07929297,0.0349999,0.00855917,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,Debout la France,86.14185,0.6713525423473027,0.05582930944715025,0.38453191,0.28682075,0.27281803,0.05582931000000001,0,0,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,Reconquete,205.4045,0.5688848102159397,0.1808278786492019,0.24244576000000004,0.32643904999999995,0.23823251,0.12210731,0.05872057,0.01205487,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,RN,717.2537,0.6664001872698601,0.10280722148941163,0.31846291,0.3479371399999999,0.22220701,0.06984989,0.03295733,0.00858603,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Political similarity,No preference,1860.95,0.5358830167387624,0.12184663747010935,0.21751874,0.31836438,0.30985663,0.08029764,0.041549,0.03241455,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Total-left,1649.278,0.550335419498714,0.17305226893222367,0.18742777,0.36290747000000007,0.26071075,0.12085749,0.05219488,0.01590163,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Very Left,217.9165,0.6805868302767344,0.125,0.27935003,0.40123671000000005,0.17256050000000003,0.06602887,0.05663495,0.02418943,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Left,1431.362,0.530505211120597,0.18072367437447687,0.17343307,0.35671228000000005,0.274131,0.12920477,0.05151888,0.015,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Center,776.1196,0.4049999,0.29801759934937866,0.11967385,0.28499990000000003,0.2908553499999999,0.18762147000000004,0.11039608,0.00645335,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Total-right,1622.94,0.515,0.2249999,0.22048831,0.295,0.25099691000000013,0.15313012,0.0733008,0.00708386,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Right,1193.119,0.4431966132464574,0.27197789994124644,0.1649999,0.27825969,0.27625761,0.1849999,0.08691614,0.00856676,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Very Right,429.8207,0.7142643432482428,0.105,0.37329202,0.34046569,0.18276819,0.065,0.03550655,0.00296755,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Both left and Right,200.4265,0.4581588761965109,0.2629308499624551,0.14152415,0.31679012000000006,0.26742122,0.1349999,0.12777512,0.01148949,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Politics,Neither left nor right,1673.316,0.5529698514805332,0.11030899124851491,0.2567864,0.29499990000000004,0.29965389000000003,0.06032806,0.04998097,0.03825078,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Loss of job risk,High risk,556.2398,0.6498057132912819,0.09772101888430135,0.36080985,0.2889955,0.24343691,0.061263059999999994,0.03645798,0.00903638,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Loss of job risk,Low risk,1874.312,0.5931440443213297,0.12710365190000383,0.21891089000000002,0.37423359,0.26639599,0.08865621,0.03844748,0.01335621,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
Loss of job risk,Zero risk,3478.817,0.4609520995211878,0.23846876682504425,0.17576429,0.28499990000000003,0.27723393999999996,0.14838547,0.09008338,0.02353302,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Arthaud,24.07418,0.685,0.15091404982433462,0.3262297599999999,0.35848295,0.10257957,0.13954191,0.011372129999999998,0.06179359,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Poutou,32.85668,0.609064884218369,0.041083396131319415,0.35390368000000005,0.25516123,0.34245274,0.02817986,0.012903559999999998,0.00739894,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Roussel,98.04205,0.48634356380757027,0.1749999,0.135,0.35134391000000004,0.31215616,0.14198948,0.03340361,0.02610684,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Melenchon,942.3053,0.6023779129757628,0.13220120909857982,0.21255203000000003,0.3898261,0.24649103,0.08967354000000001,0.04252769,0.01892925,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Hidalgo,75.31895,0.3709723781332586,0.3337177430115528,0.10314334000000001,0.26782901,0.29531014,0.23449052000000004,0.09922713,0,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Jadot,198.8808,0.5033044919368788,0.1790591650878315,0.12966018,0.37364446,0.290689,0.12096898999999998,0.05809022,0.02694712,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Macron,1195.294,0.3049999,0.3797833838369472,0.08084073,0.2249999,0.2983124,0.2293573,0.15042584,0.01606383,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Pecresse,205.1207,0.3305819451669188,0.3829278078711705,0.09364740000000002,0.2369345,0.28107392,0.25269142,0.1302362,0.00541598,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Dupont-Aignan,88.56025,0.7349476768640558,0.11945833486242417,0.3337577500000001,0.40119004,0.14559388,0.08568589,0.03377245,0,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Zemmour,303.4525,0.6315469472157916,0.1493236668012292,0.28297724,0.34856955,0.20409046,0.0938679,0.05545576,0.01503926,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Le Pen,993.0248,0.6401719272267923,0.115,0.30812816,0.33204417,0.23433372,0.08652168,0.02805322,0.01091913,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Lassalle,134.5409,0.6385363855898095,0.11061417011481267,0.22897231,0.40956415,0.23707742,0.07770648,0.03290764,0.01377146,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Blank/Null/NA,96.61228,0.47746963429493644,0.11750566284120403,0.15609962,0.32136981,0.36002501,0.06881622,0.04868944,0.0449999,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Blank,63.86856,0.4920801408392486,0.08824639227814123,0.16849574,0.32358441,0.38797869,0.07015056,0.01809584,0.03169431,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
1st round vote,Null,19.09123,0.45770193958168226,0.17668741092114024,0.16154198,0.29616002,0.35143639,0.03837648,0.13831089,0.01417452,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
2nd round vote,Macron,2287.563,0.3639018903523094,0.315,0.10066556,0.26323629,0.30223128,0.19749734,0.11652431,0.01984749,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
2nd round vote,Le Pen,1619.66,0.6538860007655928,0.10797130261906819,0.3240908,0.32979588,0.22686459,0.08055462,0.027416710000000004,0.011276789999999998,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
2nd round vote,Blank/Null/NA,370.4173,0.5549999,0.125,0.19269431999999997,0.3642947200000002,0.29243586,0.097174,0.025,0.0284011,"pop1_i3. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Je préfèrerais être représenté(e) par un citoyen ordinaire plutôt que par un politicien professionnel"
