Indicator,Category,BASE,ST D'accord,ST Pas D'accord,Tout à fait d'accord,Plutôt d'accord,Pas vraiment d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,147.1233,0.310546392039874,0.6725327667337533,0.10499990000000001,0.20532526,0.35775466,0.3149999,0.01692028,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Prof Intermed,209.1323,0.3818089792920558,0.6080648469892026,0.09480735,0.28700167,0.275,0.33306518000000007,0.0101258,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Total-CSP-,392.3378,0.3449999,0.618036549116603,0.16278559,0.18381007000000002,0.29549179,0.3225445,0.03536822,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Salaried,247.2799,0.33544060799118736,0.6133167313639322,0.12922518,0.20621539,0.30417001,0.30914656,0.05124278,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Socio-Professional Category,Blue collar,145.0579,0.3656117315913163,0.6249998999999999,0.21999580999999999,0.14561579,0.2810816200000001,0.34499989999999997,0.00830688,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Far left,39.45573,0.52977602999615,0.47022422345246173,0.12609134,0.40368483999999993,0.21293024,0.25729393,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Radical left,188.0122,0.39324214066959484,0.595,0.14234954,0.25089265,0.25954088000000003,0.335,0.01221693,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Left,328.6782,0.2649999,0.7185843174265892,0.08406895,0.18242606,0.32188413999999993,0.3966208500000001,0.015,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,PC/LFI,148.5565,0.35697946572516176,0.6249998999999999,0.14666756,0.2103119,0.27285699,0.35470180999999995,0.01546167,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,PS,97.5663,0.175,0.8147795909038265,0.01868329,0.15501664,0.39390609,0.42087360000000007,0.01152061,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,EELV,82.5555,0.21333781516676661,0.7686952413830697,0.04869874,0.16463906000000003,0.325,0.44369514999999987,0.01796705,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,EM,184.6373,0.1349999,0.855823823246982,0.03493121,0.10121806,0.38644537,0.46937878,0.00802673,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,MoDem,50.25328,0.13271062107786796,0.855,0.03935683,0.09335378999999999,0.3861334,0.46882194,0.01233425,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Right,137.6963,0.285,0.7016425277948645,0.12592866,0.15877725,0.29268274,0.40895994,0.01365103,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,UDI/PR,21.36597,0.14028082974936312,0.8597194510710254,0.02572793,0.11455291,0.30444356,0.55527552,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,LR,98.20767,0.23601547618429397,0.7448445727304192,0.06977542,0.16624007,0.2998446,0.4449999,0.01914001,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Radical right,233.9167,0.48901724417281883,0.49712397618468457,0.26685397,0.22216335999999998,0.30974629,0.18737760000000003,0.013859,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Debout la France,18.12259,0.718837097787899,0.28116301257160264,0.5483613,0.17047574,0.24237667,0.03878632,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,Reconquete,48.59296,0.5004321613665849,0.45815031642443677,0.18825566999999999,0.31217359,0.195,0.26315314,0.0414176,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,RN,167.2012,0.46079005413836743,0.5318580249424048,0.25918462,0.20160537,0.35039731,0.18146065999999997,0.007351900000000001,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Political similarity,No preference,457.3271,0.30106919095763185,0.6395297807630469,0.09594454,0.2049999,0.30582793,0.33382710000000004,0.05940053,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Total-left,402.0259,0.24057484853587793,0.7386143529558667,0.07292416,0.16765072,0.30614893,0.43246592,0.020810939999999997,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Very Left,61.24549,0.285,0.623965617713239,0.12807776,0.15545105,0.15117706,0.47278877,0.09250526,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Left,340.7805,0.23285501958005225,0.7592192041504722,0.06301188,0.16984317,0.33400063,0.42521887,0.00792594,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Center,189.6228,0.225,0.763427710169874,0.027736,0.19667192,0.29842795999999994,0.46499989999999997,0.01216422,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Total-right,382.7945,0.3710123839292362,0.6100492561935973,0.15932319,0.21168917,0.30765097,0.30239855,0.01893812,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Right,272.5218,0.29282461072838945,0.6858724696519691,0.09766694,0.1949999,0.33704144,0.34898876000000006,0.02130296,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Very Right,110.2727,0.5642412854677541,0.425,0.311697,0.25254428,0.23501737,0.18764762,0.01309378,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Both left and Right,59.42807,0.24444812022332207,0.7555518797766779,0.07932788,0.1649999,0.40669858000000014,0.34897364,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Politics,Neither left nor right,404.8103,0.3408952291974784,0.5880188819306228,0.13795343,0.20294177,0.30985328,0.27816585,0.07108527,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Loss of job risk,High risk,141.5349,0.5279868074941234,0.4671025308952068,0.27836322,0.24962373,0.18516974000000003,0.2819328,0.00491065,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Loss of job risk,Low risk,424.1823,0.341667485889911,0.6439370525361384,0.09223256,0.24943474,0.33006763000000017,0.31326507,0.015,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
Loss of job risk,Zero risk,869.8028,0.2449999,0.7091426930334094,0.09290056999999999,0.15340845,0.31626904,0.39242193999999997,0.045,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Arthaud,2.675502,0.7356929652827768,0.2643069973410598,0.2786769,0.45701591999999996,0.08062323000000002,0.18368377,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Poutou,9.002719,0.28389600963886574,0.7161038792835808,0.06291931,0.2209768,0.27912223,0.43698154000000006,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Roussel,25.26026,0.22008174104304548,0.769196358232259,0.06734808,0.1527337,0.40759596,0.36160036,0.01072181,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Melenchon,256.5266,0.3349999,0.645,0.10499990000000001,0.22979469,0.2866454,0.3590766700000001,0.01948334,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Hidalgo,18.6135,0.12782802804416152,0.8721718107824966,0.04801088,0.07981718,0.40329132,0.46888044,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Jadot,42.7641,0.17142306280267794,0.8285770073496227,0,0.17142306,0.41835347999999994,0.41022353000000006,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Macron,307.6945,0.19319750596777,0.7895964991249437,0.03166825,0.16152924,0.294283,0.4953137,0.01720551,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Pecresse,55.438,0.12391410224034057,0.8668503553519246,0.023830390000000003,0.10008372,0.3718503700000001,0.495,0.00923552,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Dupont-Aignan,12.84499,0.6180313881131866,0.3819686897381781,0.20314052000000002,0.415,0.21863801999999996,0.16322146,0,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Zemmour,71.01235,0.5176800936738468,0.4539782164651641,0.23704356,0.2817404500000002,0.27787448,0.1749999,0.02834161,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Le Pen,254.1968,0.41752256519358233,0.5718624309983446,0.17651174,0.24101086,0.37143835,0.20042412000000004,0.01061523,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Lassalle,39.34935,0.16818138037858313,0.8073383677239903,0.04145019,0.12673122,0.4023382199999999,0.405,0.02448037,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Blank/Null/NA,21.29055,0.220638452271078,0.7038672086911799,0.07848346,0.14215495,0.32137839999999995,0.3824889,0.07549471,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Blank,14.10501,0.1779564849652712,0.7449998999999999,0.10609854,0.07185794,0.32402281000000005,0.42153178,0.07648913,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
1st round vote,Null,3.760122,0.4426377654767585,0.5109608145693145,0.04639089,0.39499989999999996,0.15064793,0.36156002000000004,0.04640125999999999,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
2nd round vote,Macron,585.0922,0.235,0.7549999,0.04566444,0.185,0.29468997,0.4618264099999999,0.01281918,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
2nd round vote,Le Pen,376.2106,0.4564159010936959,0.5299077165821484,0.20119776000000003,0.25521814,0.33705988,0.19284805,0.013675820000000002,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
2nd round vote,Blank/Null/NA,88.74264,0.2526736865164255,0.725,0.05205792,0.20061585,0.395,0.32824859000000006,0.024077640000000004,"q5v13b_groupe1. Certains disent qu'on aurait mieux fait de ne pas se mêler de la guerre en Ukraine et de trouver un accord avec Vladimir Poutine pour préserver nos intérêts économiques.
Vous-même, êtes-vous d'accord ou pas avec cette opinion ?"
