Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Prof Intermed,896.9079,0.5545694268051379,0.4176451116106793,0.08047909,0.4733571099999999,0.345,0.07337973,0.02778407,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Socio-Professional Category,Total-CSP-,1674.09,0.5294230895591038,0.41623950922590786,0.07188526,0.45753783,0.32737015,0.08886936,0.05433729,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Socio-Professional Category,Salaried,956.6466,0.535,0.4149999,0.065,0.46720453000000006,0.31438172,0.10259514999999998,0.0508186,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Socio-Professional Category,Blue collar,717.4432,0.5249999,0.41525642726838863,0.0810672,0.44433623,0.345,0.07056741,0.05902916,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Far left,187.3446,0.5895200608931348,0.3826933362370733,0.22230788,0.36721245,0.27446892,0.10822442,0.02778682,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Radical left,828.7407,0.6405691189053464,0.31778492355932325,0.16584354999999998,0.47446672,0.24304321,0.075,0.041646520000000006,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Left,1430.296,0.636924175135776,0.3303231638765682,0.105,0.5319233199999999,0.26919742,0.06112569000000001,0.03275357,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,PC/LFI,641.3963,0.6554796153329852,0.2949999,0.14935097,0.50612874,0.23386398999999997,0.06496183,0.04569477999999999,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,PS,449.3176,0.6322710261071456,0.3557105263626441,0.07348288,0.55878804,0.29592631,0.059784210000000004,0.012018769999999998,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,EELV,339.583,0.608031909724574,0.3549999,0.0584519,0.55023542,0.30056717,0.054999900000000004,0.03574561,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,EM,672.9198,0.5928118031301799,0.3899958063353166,0.11109902999999999,0.48171222999999996,0.31604019,0.07395556,0.01719226,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,MoDem,161.1257,0.6133253106115287,0.3313213844842878,0.06927331,0.54405207,0.30013536,0.03118601,0.05535309,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Right,573.0042,0.44739759324626244,0.5189410479015686,0.026046039999999996,0.42135154,0.43854495,0.08039598999999999,0.03366171,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,UDI/PR,89.32552,0.4633924325321588,0.5178432770388575,0.01984883,0.44313836,0.465,0.05324828,0.01876453,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,LR,397.5368,0.43860165901622183,0.5170957757872982,0.02546532,0.41313634,0.4308755799999999,0.08622022,0.04430317,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Radical right,1008.8,0.4949999,0.47772739888977006,0.07449936,0.42169429,0.3797381,0.09798923999999999,0.02607946,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Debout la France,86.14185,0.47140408523847577,0.5285957986739314,0.0349999,0.43625172,0.4470796200000001,0.08166876,0,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,Reconquete,205.4045,0.48561891292547144,0.48098220827683913,0.04869352999999999,0.43692538,0.39002821,0.090954,0.03339897,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,RN,717.2537,0.5021991521270647,0.47068589538122985,0.08661508,0.4149999,0.36930550000000006,0.10196405,0.02711547,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Political similarity,No preference,1860.95,0.3912815497460974,0.5266005534807491,0.026759480000000002,0.36452199,0.38954341,0.1370572,0.08211854,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Total-left,1649.278,0.6194540883950432,0.35241463234215215,0.1008973,0.51855727,0.28906625,0.06334845,0.02813111,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Very Left,217.9165,0.7393226304570787,0.24117641390165498,0.19668478999999997,0.54263812,0.21109953,0.03007685,0.01950132,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Left,1431.362,0.6012050760045328,0.3693498919211213,0.08631421999999998,0.51489085,0.30093617,0.06841385,0.02944494,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Center,776.1196,0.5934287705142353,0.38167171657564114,0.07047352,0.5228548799999999,0.32300962,0.05866198,0.025,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Total-right,1622.94,0.4830940761827301,0.485,0.06961798,0.4122586900000001,0.395,0.08953929,0.03358404,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Right,1193.119,0.4807921087502588,0.4854114300417645,0.05722502000000001,0.42356705,0.4050171,0.08039462,0.03379535,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Very Right,429.8207,0.4894841034878032,0.4775177184346869,0.10401884000000002,0.38538923000000014,0.36259445,0.115,0.03299748,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Both left and Right,200.4265,0.6581504940713927,0.3049999,0.11718251,0.5403800900000001,0.27370283,0.03373457,0.035,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Politics,Neither left nor right,1673.316,0.3773372154452596,0.538673567933373,0.0372966,0.34004061,0.38261596,0.15605755,0.08399005,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Loss of job risk,High risk,556.2398,0.579347432528201,0.3877780770092324,0.14996534,0.42938207999999994,0.27885869,0.10891952,0.03287433,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Loss of job risk,Low risk,1874.312,0.5567152107013134,0.3992114973387568,0.07040242,0.48631327,0.33235651,0.06685504,0.04407281,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
Loss of job risk,Zero risk,3478.817,0.4757844405152671,0.4749999,0.05851518,0.41921130999999995,0.3649999,0.10882892,0.048444690000000006,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Arthaud,24.07418,0.6699821136171618,0.28554733743786914,0.19153284,0.47844911000000007,0.20049015,0.08505719,0.04447047,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Poutou,32.85668,0.585,0.3949999,0.125,0.45815664999999994,0.36175353000000005,0.03327421,0.02181561,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Roussel,98.04205,0.5914357155934622,0.37955265113285575,0.06164897,0.52978676,0.3509183,0.02863435,0.0290114,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Melenchon,942.3053,0.6374759857553598,0.31597752872662394,0.09020269000000002,0.5488199300000001,0.2574534,0.05852408,0.0449999,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Hidalgo,75.31895,0.655,0.2949999,0.08672606000000001,0.56677409,0.28499990000000003,0.0109622,0.05053775,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Jadot,198.8808,0.5967081789695134,0.3549999,0.07989871,0.51680906,0.31354263,0.04223028,0.04751922000000001,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Macron,1195.294,0.5500295324832216,0.4180369850430103,0.07900639,0.47091043,0.3431483,0.075,0.03193488,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Pecresse,205.1207,0.4949999,0.4651992217265249,0.03138397,0.46499989999999997,0.3974996500000001,0.06853131,0.03758517,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Dupont-Aignan,88.56025,0.5155806357818548,0.4749999,0.03585434,0.4797264,0.42359896,0.0539302,0.00689008,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Zemmour,303.4525,0.4615602112356959,0.4971720450482366,0.07184195,0.38971832,0.40119063,0.09598155,0.04126781,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Le Pen,993.0248,0.4952499675738209,0.4706821017964506,0.07534592,0.41990401,0.35290166,0.11778034,0.03406773,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Lassalle,134.5409,0.455,0.4849999,0.01569257,0.43722362,0.362014,0.1237527,0.06131658,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Blank/Null/NA,96.61228,0.4223377193872249,0.495,0.04373893,0.37859877,0.32556741000000006,0.16820615,0.08388830000000001,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Blank,63.86856,0.475,0.4549999,0.05687261,0.4154512000000001,0.32401873,0.13481755,0.06883954,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
1st round vote,Null,19.09123,0.2996960908228543,0.629759318807641,0,0.29969609,0.36143774,0.26832174,0.0705447,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
2nd round vote,Macron,2287.563,0.5725197513685961,0.3913795161051302,0.07499990000000001,0.4975178800000002,0.3219857099999999,0.06939398,0.03610253,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
2nd round vote,Le Pen,1619.66,0.5009166738698245,0.4617919810330563,0.07499990000000001,0.4259174300000001,0.36147833,0.10031383,0.03729051,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
2nd round vote,Blank/Null/NA,370.4173,0.5393873342308796,0.395,0.07028576,0.47001309999999996,0.3277984,0.06690284,0.0649999,"q10v13b_i2. Etes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ?
- En discutant de politique, on peut faire évoluer les opinions des autres"
