Indicator,Category,BASE,ST Elevé,ST Faible,Très élevée,Assez élevée,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Political similarity,PS,449.3176,0.24384065970262458,0.34014024823421113,0.0649999,0.1778327,0.41045481000000006,0.25232041,0.08781991,0.00657227,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,EELV,339.583,0.2449999,0.31541567157366535,0.03425313,0.21400194000000006,0.425,0.235,0.08002649999999999,0.01171843,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,EM,672.9198,0.19074576197639004,0.4154934956587694,0.04034408,0.15040173,0.38319574000000006,0.33048738,0.08500606,0.01056436,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,MoDem,161.1257,0.209084708398474,0.420136700724962,0.05296907,0.15611569,0.34287652,0.31443432,0.10570244,0.02790174,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,Right,573.0042,0.2370209502827379,0.3549999,0.075,0.16203978999999996,0.40035591999999987,0.27246083,0.08260593999999999,0.00753752,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,UDI/PR,89.32552,0.1884397650301952,0.4301678848329123,0.10675002,0.0816897,0.37432998,0.34344731000000006,0.08672062999999999,0.00706252,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,LR,397.5368,0.25885930560390885,0.338490675580223,0.0626497,0.19620966,0.3929790899999999,0.263884,0.075,0.00927755,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,Radical right,1008.8,0.25434932593180015,0.37559109833465504,0.09060218,0.16374722,0.35409566,0.26726507,0.10832593,0.0159644,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,Debout la France,86.14185,0.186615100557975,0.3536874353174444,0.09894649,0.08766868000000001,0.45995332000000005,0.23843161,0.1149999,0,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,Reconquete,205.4045,0.20799125627724807,0.40980100241231326,0.06384407,0.145,0.3700660900000001,0.3315163,0.07828465,0.011288889999999998,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,RN,717.2537,0.27576002744914385,0.3649999,0.09726288000000001,0.17849709,0.33769159000000004,0.25232787,0.1149999,0.01922067,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Political similarity,No preference,1860.95,0.28044160240737254,0.37185163491764955,0.10334076999999998,0.17710084,0.3127065899999999,0.19434848,0.17750332,0.035,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Total-left,1649.278,0.2349999,0.3369781807554579,0.08349781,0.1518137,0.41134121,0.25197383,0.08500447,0.01636921,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Very Left,217.9165,0.3110343181906831,0.3849999,0.13953592,0.17149839999999997,0.29587663,0.30353631,0.08380389,0.00574937,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Left,1431.362,0.22378308212737236,0.3293108242359375,0.07496629,0.14881679,0.42891987000000004,0.24412357,0.08518725999999999,0.01798602,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Center,776.1196,0.23355614263574842,0.346816908115708,0.050984850000000005,0.18257122,0.41132473999999997,0.26184147,0.085,0.00827772,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Total-right,1622.94,0.25680456455568285,0.3583050513266048,0.08298723,0.175,0.37066609,0.28276246,0.07554284,0.01304138,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Right,1193.119,0.2573641019881504,0.3606780212200124,0.08116616,0.17619793000000003,0.37080659999999993,0.28451772,0.07616029,0.01115048,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Very Right,429.8207,0.2552515502394371,0.3517189842183031,0.08804215,0.16720944,0.37473882,0.27789006,0.07382888,0.01829024,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Both left and Right,200.4265,0.2349999,0.4444857840654804,0.02312357,0.21247520000000003,0.30609181,0.3305138599999998,0.11279556,0.015,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Politics,Neither left nor right,1673.316,0.2792696657415575,0.39013222846133067,0.09683861,0.18243105,0.29032974,0.185898,0.20423411,0.04026953,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Loss of job risk,High risk,556.2398,0.34945162140501274,0.3092380300726414,0.13305447,0.21639732,0.33002421,0.18550003,0.12373811,0.0112859,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Loss of job risk,Low risk,1874.312,0.295,0.31997527626136957,0.09612492,0.19566289,0.37368698,0.19825995,0.12171538,0.01455019,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
Loss of job risk,Zero risk,3478.817,0.22026447496375925,0.39297525566880925,0.06670124,0.15356324,0.35988555999999994,0.28090664,0.11206801,0.02687634,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Arthaud,24.07418,0.383349837876098,0.3358423422936939,0.13902717,0.24432267,0.24397101,0.26084246000000005,0.075,0.03683669,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Poutou,32.85668,0.2513240534344919,0.3595457605576705,0.05670885999999999,0.19461521999999998,0.3694664200000001,0.23771702000000003,0.12182874,0.01966371,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Roussel,98.04205,0.1621345126912381,0.39692040303114834,0.03008628,0.13204824,0.40809529999999994,0.22990829,0.16701201,0.03284953,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Melenchon,942.3053,0.2349999,0.33785621284311995,0.0649999,0.17150152999999999,0.40896136,0.2216945,0.11616182,0.01668089,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Hidalgo,75.31895,0.2149999,0.3476997488679807,0.07258096,0.14255549,0.43716409,0.28532222,0.06237748,0,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Jadot,198.8808,0.24570783102240137,0.3637747836895266,0.0498088,0.19589905,0.37350421,0.25855005,0.10499990000000001,0.01723799,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Macron,1195.294,0.2091338197966358,0.3949999,0.05951543,0.14961842,0.37558867999999995,0.29338104,0.10451738,0.01738013,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Pecresse,205.1207,0.19844686567469785,0.3811676247204695,0.0708049,0.12764192,0.4013182100000001,0.31560125,0.0649999,0.01963382,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Dupont-Aignan,88.56025,0.3249999,0.2707521715442312,0.16246205,0.1617857399999999,0.405,0.15818192,0.11257028999999999,0,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Zemmour,303.4525,0.20924292928876842,0.41336090491922134,0.05187866,0.15736423,0.3595789599999999,0.30821443,0.10499990000000001,0.01796382,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Le Pen,993.0248,0.261830016732714,0.35513100981969437,0.08713675,0.17469322,0.37029114999999996,0.22927182,0.12585929,0.01274781,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Lassalle,134.5409,0.3355001341599469,0.30308783425709207,0.11029724,0.22520297,0.35698691,0.23230564,0.07078219,0.00442457,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Blank/Null/NA,96.61228,0.26590211927510665,0.37383394740295955,0.09894051,0.16696159,0.27666918,0.14427793,0.22955590999999997,0.08359444999999999,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Blank,63.86856,0.2712273456611516,0.4090192420182951,0.11761937,0.15360797,0.25414335,0.1738879,0.23513133999999997,0.06560986,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
1st round vote,Null,19.09123,0.2252022525526119,0.3409627352454504,0.09576518,0.12943708,0.32044288999999987,0.09499990000000001,0.24557737,0.11377758,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
2nd round vote,Macron,2287.563,0.21768248568454726,0.38003154448642507,0.05974004,0.15794219,0.38499989999999995,0.2763707900000001,0.10384453,0.01710255,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
2nd round vote,Le Pen,1619.66,0.2696694985367299,0.33603231542422485,0.0921607,0.17750886,0.3801689200000001,0.225,0.11143758999999999,0.01372393,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
2nd round vote,Blank/Null/NA,370.4173,0.26570276280292526,0.3349999,0.06797261,0.19773007,0.36757438000000003,0.23424750999999996,0.10499990000000001,0.027475529999999998,"q13v13b_i6. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un barrage hydraulique"
