Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
1st round vote,Melenchon,942.3053,0.4522946013356817,0.5170090839985725,0.06013089,0.3913960400000001,0.28500000000000003,0.23277742,0.030695649999999998,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Hidalgo,75.31895,0.630124424198691,0.3419393127493147,0.12807766,0.50204683,0.22776712,0.11417224,0.02793634,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Jadot,198.8808,0.6895763693629551,0.28126581349230295,0.08510243,0.60447363,0.21007507999999997,0.07119078,0.02915801,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Macron,1195.294,0.9351423164510153,0.054999900000000004,0.29885275,0.6367936500000001,0.0449999,0.00999128,0.00936242,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Pecresse,205.1207,0.6449999,0.345,0.08296189,0.5618846200000001,0.20716934000000004,0.135,0.01298415,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Dupont-Aignan,88.56025,0.39055682430887445,0.5878276088877347,0.09238336999999999,0.2978764800000001,0.24312465,0.345,0.021615500000000003,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Zemmour,303.4525,0.326963659880871,0.6678570781259011,0.04931685,0.27764681,0.34575262,0.32228381999999994,0.0049999,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Le Pen,993.0248,0.3049999,0.6763085876606505,0.03371559,0.27276509,0.34717461,0.32913438,0.01721021,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Lassalle,134.5409,0.46921293078907605,0.5112033589785708,0.07615067,0.3930621799999999,0.34701388,0.16418939999999999,0.01958325,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Blank/Null/NA,96.61228,0.45925083229585306,0.4949999,0.03198206,0.42634578000000006,0.29267967,0.20399249000000003,0.045,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Blank,63.86856,0.44002792610323455,0.5220740846513526,0.03252514,0.4075028500000001,0.31764455,0.20442953,0.03789766,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
1st round vote,Null,19.09123,0.44845559977015625,0.5344485399840659,0.01768791,0.43076769,0.3042596,0.23018884,0.01709632,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
2nd round vote,Macron,2287.563,0.8467093583870695,0.14061177768655989,0.21046647000000002,0.63624346,0.10211552999999998,0.03849622,0.0126798,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
2nd round vote,Le Pen,1619.66,0.2886215625501648,0.6941512416186113,0.03723303,0.25138856,0.33479736,0.35935351,0.01722684,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
2nd round vote,Blank/Null/NA,370.4173,0.38782043927213977,0.5571602622231737,0.02902148,0.35879885,0.35967558,0.19750419000000002,0.054999900000000004,"cov1_i1. Etes-vous tout à fait d'accord, plutôt d'accord, plutôt pas d'accord ou pas du tout d'accord avec l'affirmation suivante ?
- Dans l'ensemble le gouvernement gère bien la crise sanitaire"
