Indicator,Category,BASE,ST Améliorée,ST Aggravée,Beaucoup améliorée,Un peu améliorée,Un peu aggravée,Beaucoup aggravée,N'a pas changée,No rep.,Question
Political similarity,Left,1430.296,0.365,0.44486770570567213,0.03810842,0.32568202999999996,0.30019458,0.14467327,0.16279183,0.02855072,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,PC/LFI,641.3963,0.30018289784334584,0.5249999,0.03458801,0.26559477,0.33320646000000004,0.19320395,0.145,0.02840681,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,PS,449.3176,0.44529148201628427,0.3938114153551964,0.04656737,0.3987242,0.30056557,0.09324605,0.14438295,0.01651424,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,EELV,339.583,0.3749999,0.35776732050779925,0.0335652,0.3422755599999999,0.23671197,0.12105521,0.22139205999999997,0.045,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,EM,672.9198,0.6380097598554836,0.21725545897148518,0.11393719,0.525,0.1862439599999999,0.03008422,0.13224967,0.012484960000000002,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,MoDem,161.1257,0.48472087320644686,0.31035886888311426,0.05402577,0.4306951,0.22683402000000003,0.08352485,0.19597972,0.00894023,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,Right,573.0042,0.395,0.4717155650866085,0.03747444,0.35554609,0.30077773,0.17093784,0.11361466,0.02164947,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,UDI/PR,89.32552,0.4318912445178041,0.385,0.09637151,0.33499989999999996,0.33883979000000003,0.04662032,0.14377593,0.03939255,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,LR,397.5368,0.41108999217179387,0.4632436544239426,0.02422203,0.38686808,0.27424631,0.18899725,0.10528364,0.02038317,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,Radical right,1008.8,0.19761478984932596,0.6549999,0.02588182,0.17173295,0.34464532,0.31354887,0.12612014,0.01807139,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,Debout la France,86.14185,0.26932460818986353,0.6007950839226229,0.03755936,0.23176528,0.38428766,0.21650742,0.12078577,0.00909453,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,Reconquete,205.4045,0.19832657025527678,0.6796447984343089,0.01887562,0.17945094,0.31455168,0.36509302,0.11795038999999999,0.0040785,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,RN,717.2537,0.18879860780083813,0.6589449451428414,0.026485759999999997,0.16231286,0.34850221,0.3104426,0.1291004,0.023156740000000002,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Political similarity,No preference,1860.95,0.22792960584647626,0.5049999,0.01592784,0.21200171999999998,0.29468169,0.21252065000000003,0.19800312000000003,0.06686601,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Total-left,1649.278,0.3537698314050148,0.4494136222031701,0.0449999,0.3087698299999999,0.30037853,0.14903515,0.1689284,0.027888190000000004,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Very Left,217.9165,0.3149999,0.465,0.06983615,0.24499990000000002,0.3067382700000001,0.15837979,0.16863817,0.05140771999999999,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Left,1431.362,0.3595696965547499,0.4471500570785028,0.04252777,0.31704181,0.29953771,0.14761241,0.16897256,0.02430747,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Center,776.1196,0.5327941724445562,0.3310666294215479,0.0819805,0.4508976200000001,0.25598323,0.07499990000000001,0.12553179,0.01060696,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Total-right,1622.94,0.33474145686223766,0.5274333000603842,0.03938232,0.29499990000000004,0.29629237,0.23150104,0.11991706,0.01790731,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Right,1193.119,0.375,0.4749999,0.04547313,0.32659726000000006,0.28499990000000003,0.19142977,0.13342927,0.01807067,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Very Right,429.8207,0.23242635824658983,0.6677100474686306,0.022475130000000003,0.20995117000000002,0.325,0.34271063999999996,0.08240919999999999,0.01745386,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Both left and Right,200.4265,0.4088640973124811,0.40932157174824685,0.05564787999999999,0.35321627,0.28700322,0.12231831,0.15968916,0.02212556,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Politics,Neither left nor right,1673.316,0.21087290147228618,0.5089408695070148,0.02151014,0.1893628,0.28621768000000003,0.22272494,0.2049999,0.07518454,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Loss of job risk,High risk,556.2398,0.2907059149668902,0.5449999,0.0698639,0.22084197999999997,0.26323359,0.28143277000000005,0.135,0.02962776,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Loss of job risk,Low risk,1874.312,0.305,0.530845344851871,0.035,0.27002495,0.3289408200000001,0.20138210999999998,0.13424926,0.03040286,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
Loss of job risk,Zero risk,3478.817,0.3549999,0.42705465679856114,0.04257513,0.31253536,0.2699328,0.15712238,0.175,0.04283433,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Arthaud,24.07418,0.305,0.5649999,0.165,0.13765333,0.41411799000000005,0.15160093,0.08715728,0.04447047,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Poutou,32.85668,0.345,0.5028237789088855,0.07742006,0.26761161,0.3649999,0.13756959,0.14499990000000001,0.00739894,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Roussel,98.04205,0.342025998028397,0.4649999,0.03395249,0.30807353,0.33316476999999983,0.13252018,0.165,0.02728903,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Melenchon,942.3053,0.305,0.48080192268896293,0.03676236,0.265,0.31211218999999996,0.16852988,0.18337963,0.03421594,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Hidalgo,75.31895,0.38159639771929904,0.34968052528613314,0.01081585,0.37078053,0.2611935,0.08848705,0.26872334,0,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Jadot,198.8808,0.37082709844288636,0.3149999,0.04818182,0.32227356,0.23417721,0.08462128999999999,0.275,0.03574612,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Macron,1195.294,0.6118493023473722,0.22751791609428307,0.09712531,0.51466336,0.185,0.04257785,0.14439937,0.01623411,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Pecresse,205.1207,0.3514432234289372,0.5109406315403565,0.01614614,0.33499989999999996,0.2840945200000001,0.22714358,0.12835633,0.00925953,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Dupont-Aignan,88.56025,0.12913016844464645,0.712404267151459,0.0065484,0.12258186,0.33885393999999996,0.37355044,0.14961927,0.00884618,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Zemmour,303.4525,0.21589698552491743,0.6402089289097964,0.00941996,0.20647703,0.31594322,0.32444490000000004,0.13871499,0.0049999,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Le Pen,993.0248,0.21685782671288772,0.647429248494096,0.02796416,0.18889367,0.34889008,0.29853947,0.11422352999999999,0.02148901,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Lassalle,134.5409,0.3349999,0.49029098214743627,0.00401726,0.33169609,0.32927296,0.16101795,0.1467391,0.02725612,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Blank/Null/NA,96.61228,0.275,0.4849999,0.00803177,0.26584281,0.33180016,0.15333517,0.17663096,0.06435864,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Blank,63.86856,0.2649999,0.497999954907391,0.0049999,0.25882735,0.3289319,0.1702758,0.18629964,0.05066541,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
1st round vote,Null,19.09123,0.2643095808913307,0.5188957442762987,0,0.26430958,0.39695280999999993,0.12167189,0.175,0.04206572000000001,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
2nd round vote,Macron,2287.563,0.5215073858075165,0.28517378537771415,0.06972617,0.45278721,0.21860788,0.0665659,0.16731294,0.0249999,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
2nd round vote,Le Pen,1619.66,0.205,0.6449999,0.02692886,0.17805756,0.33499989999999996,0.3124327,0.12820753,0.01937345,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
2nd round vote,Blank/Null/NA,370.4173,0.23855886320644312,0.5333565683892194,0.01058011,0.22797874,0.33900467999999995,0.19435205,0.1890906,0.03899408,"q8v13b_i7. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de prélèvements fiscaux"
