Indicator,Category,BASE,st au moins un,Une association sportive ou culturelle,"Une organisation de défense de l'environnement, ou pour la protection des animaux","Une association de riverains, de quartier","Un club, une association de jeunesse, une association de femmes, une association de personnes âgées",Un syndicat de salariés ou une organisation professionnelle,"Une organisation humanitaire, de défense des droits de l'homme, des minorités, des immigrés",Un parti politique,Une association de défense des consommateurs,Une organisation de parents d'élèves,Une organisation religieuse ou paroissiale,Aucun,No rep.,Nombre moyen,Question
Political similarity,Reconquete,205.4045,0.3584809972517642,0.10160843603718517,0.042060320002726324,0.04595793665669447,0.03624601700546969,0.013602545221745383,0.002706225520862493,0.16039371094596272,0.025705649097269048,0.016510831067479047,0.037291067138256466,0.6341925322960305,0.007326645716135722,1.344793,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Political similarity,RN,717.2537,0.3002945819589359,0.07504743440152348,0.06119565503809879,0.060976429957768086,0.03251457608374833,0.05789778428469592,0.015279293784054373,0.03387546136046423,0.046718225364330644,0.029473462458262677,0.01805531292484096,0.6905981802533747,0.009107813595105888,1.435369,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Political similarity,No preference,1860.95,0.19665654638759775,0.08058303554636073,0.027242268733711276,0.027218318600714688,0.030788500497057954,0.028931320024718557,0.026792869233456033,0.0035446411778930114,0.02196877401327279,0.01921602944732529,0.014952932641930197,0.7847878771595153,0.018556253526424676,1.430102,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Total-left,1649.278,0.4163572181281749,0.1352828934843004,0.09205052150092344,0.06394883094299444,0.06359976911108982,0.08028270552326533,0.08760463669557224,0.04677395805922349,0.04949859271754064,0.034678368352697365,0.021851901256186038,0.5748830700464083,0.008759869470156032,1.622578,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Very Left,217.9165,0.5148036059683411,0.13712715650260535,0.20036775553939237,0.060775159292664846,0.09043899842370816,0.12613647888067217,0.1490993109746164,0.06241716437259225,0.06348794148217321,0.032150979847785734,0.020283906909297825,0.4787714560393545,0.00642559879586906,1.830378,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Left,1431.362,0.4013691854331748,0.13500211686491606,0.07555985138630199,0.06443193964908947,0.05951363107306188,0.07330172241543369,0.07824240129331364,0.04439236196014704,0.04736877184108562,0.035063142657133554,0.02209061020203135,0.5895151610843379,0.009115248274021525,1.582001,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Center,776.1196,0.38868133210396955,0.14738115104940014,0.052623603372469914,0.05806512295269956,0.06746913748860356,0.055497748027494735,0.056280153213499565,0.047469036988629074,0.04091522749844225,0.028509433339913074,0.033746036049083154,0.5870590048234834,0.024258993072717144,1.512697,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Total-right,1622.94,0.3422737131378855,0.12353592862336253,0.04279258629400963,0.05537337794373175,0.050227968994540774,0.02532894623337893,0.029882115173697116,0.05844697277779831,0.031129487226884543,0.029730901943386692,0.03264300590286764,0.6457010117441186,0.012024640467300085,1.399732,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Right,1193.119,0.36297695368190436,0.1410558376825782,0.040512027718945055,0.06060633516019777,0.057258244986459865,0.024875817081112615,0.031048571014291117,0.05802634942532974,0.03228108009343578,0.03162831201246481,0.03710334006918003,0.6250078156495706,0.012014518250065585,1.417158,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Very Right,429.8207,0.28480526880161894,0.074903721482004,0.04912308783639317,0.04084747430731,0.030712992650191114,0.02658678374494295,0.02664422630180445,0.05961457882321629,0.027932833388433827,0.02446401487876224,0.020261813821437637,0.7031415657738216,0.012052746645287209,1.338077,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Both left and Right,200.4265,0.38536301337397993,0.11279346792964004,0.07151220023300313,0.10101897703148037,0.08980598872903534,0.07531968078073507,0.06701514021349472,0.030057801737794154,0.032496276689958664,0.07211007526449845,0.030929378101199195,0.6065210937675407,0.008116366847697285,1.772508,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Politics,Neither left nor right,1673.316,0.19621996084421592,0.06853804063309023,0.03747625075000777,0.030771623530761676,0.024573409923768132,0.03244453528203878,0.018723719847297222,0.012821881820289772,0.019272617963373328,0.013232975720067219,0.0156376261268045,0.7833499470512443,0.020430504459408742,1.393807,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Loss of job risk,High risk,556.2398,0.3759846023243932,0.07593888463213168,0.11819141672350666,0.04808194235651603,0.05534091591432329,0.04464394672945015,0.04949361768071972,0.046350494876490324,0.05194477274010239,0.052427082707853706,0.030244060205688268,0.617931331055419,0.00608404864233016,1.523088,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Loss of job risk,Low risk,1874.312,0.34942176115822765,0.0954228538258305,0.059714071083149446,0.05351195532013881,0.05347748934008853,0.057179647785427404,0.047003668546111856,0.036385895197811255,0.040994567606673804,0.04369015404052261,0.029128314816316603,0.6330690941529479,0.017509907635441697,1.478181,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
Loss of job risk,Zero risk,3478.817,0.31000193456568714,0.13011446132406507,0.04475527169149743,0.0534307208456208,0.04693328220484148,0.0436139641723034,0.045953581346762425,0.04073591683609686,0.028476484966009998,0.015421196343469633,0.02179041898438463,0.6751651495321541,0.01483404847107508,1.520071,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Arthaud,24.07418,0.5021093137959425,0.1804398322185844,0.18264534866815818,0.03403162226086205,0.10148353962627181,0.09547299222652651,0.07590360294722397,0.060532819809439,0.016111377417631672,0.060006322126028806,0.016111377417631672,0.4551299358898206,0.042760667237679545,1.638565,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Poutou,32.85668,0.5203705913074602,0.17076369249723344,0.10524794349276921,0.034972523091194856,0.07411652668498461,0.13436744065438141,0.013325232494579491,0,0.061681368902761935,0.05120958660461131,0.07871513494364007,0.4796297130446534,0,1.392084,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Roussel,98.04205,0.5167271594178212,0.21396737420321177,0.047936298761602804,0.04759237490444151,0.09228164853754078,0.16564545518989046,0.1393833564271657,0.1131950015325057,0.07576356267540306,0.024825633490935774,0.006169370183507995,0.46024415034161364,0.023028425048231854,1.793519,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Melenchon,942.3053,0.41388921403710666,0.13559925854179106,0.10521096506620518,0.05789222452638226,0.061386665234717454,0.07557684330121034,0.07086940930927588,0.034065870159066286,0.05422625766829498,0.03779483146279661,0.020055654998438404,0.5712854422022247,0.014824908657523204,1.576939,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Hidalgo,75.31895,0.5552468535474805,0.24449557515074227,0.033260766380837754,0.11874784499783919,0.0268125485020702,0.10570673117455832,0.12623638539836257,0.15989893645623046,0.06874174427551101,0.039001499622604935,0.05101512965860517,0.4392889173308974,0.005464416325506397,1.754025,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Jadot,198.8808,0.4615673810644366,0.1797023644313579,0.07583753685624757,0.10529276833158355,0.03489469068909618,0.05540534832925049,0.111161459527516,0.038211305465384295,0.031131778432106065,0.052353570580971114,0.02159030434310401,0.5384330714679346,0,1.528663,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Macron,1195.294,0.3395192312518928,0.15048373036257187,0.04433875682468079,0.0595313119617433,0.07066368608894548,0.03552732633142976,0.0629974633855771,0.035312902097726584,0.026142865269967053,0.02725869116719401,0.025292907017018404,0.6447692366898855,0.015712034026775002,1.583269,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Pecresse,205.1207,0.3669045103687731,0.1633084325472758,0.031378373806251636,0.06153611020243203,0.04562409839670009,0.028181841228115935,0.04535434990227705,0.06804968976802439,0.016097253958279198,0.01471264967406995,0.05949380047942504,0.6150544533048102,0.018040880320708733,1.454702,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Dupont-Aignan,88.56025,0.34084355001256206,0.15686349123901527,0.0635670179341183,0.053012553600514906,0.02933334086116514,0.027328660431739975,0.047981571867739756,0.02978337346608665,0.012612385353474049,0.017056986627747777,0.004100006492754933,0.6483880747852451,0.010768358264571296,1.295725,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Zemmour,303.4525,0.40909796426129297,0.14221629414817805,0.04423219449501982,0.07401019928983944,0.02951631968759526,0.027748270322373356,0.0251576539985665,0.13160754978126724,0.024107321574216724,0.017836452163023868,0.056114284772740386,0.5865982320132476,0.004304064062744581,1.399534,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Le Pen,993.0248,0.2924701377045165,0.09617793029942454,0.04823021539844725,0.050103945037425046,0.04320603070537614,0.04503075854701715,0.018640289749057626,0.035876042572149255,0.02916557572378857,0.02822919427591335,0.021262318926979468,0.6978356431782973,0.00969382033560491,1.422101,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Lassalle,134.5409,0.419686652906291,0.2188502529714013,0.009940427037428767,0.11186724631691924,0.042440588698306615,0.08405116956999693,0.046050546711074475,0.007940068782058097,0.025933913033137135,0.01150919162871662,0.029789417195811838,0.5620556276938835,0.018257325467571573,1.401934,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Blank/Null/NA,96.61228,0.2715046161833672,0.11166261680192206,0.04476061428215958,0.04719245835001513,0.044926897491706023,0.022791129657637726,0.044514486150207824,0.02438717935235562,0.01810742899349855,0.020355062524142896,0.009214944518440099,0.7089208535395294,0.01957440606929057,1.428752,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Blank,63.86856,0.2615366621699315,0.11847077811054452,0.04581059914298992,0.045812431030228334,0.03936529960907213,0.023157763381544846,0.0472912024319947,0.014937232027777046,0.010051865894580994,0.01660319255671335,0.00180677942324048,0.7284670266559947,0.00999629551691787,1.389126,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
1st round vote,Null,19.09123,0.2932247948403534,0.040897034921270135,0.03921523128682646,0.0316135157347117,0.07138078583726663,0.02151218648562717,0.050707544773175954,0.07344110358525878,0.04165507932176188,0.02466501634520144,0.021301372410263773,0.6949237948524009,0.011851672207605272,1.420033,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
2nd round vote,Macron,2287.563,0.37697873238900964,0.1500985983773999,0.057943103643484345,0.07092189373582279,0.06896981635041308,0.04858318656141929,0.06965858426631309,0.03877484467094458,0.02921035617379718,0.02604909241843831,0.02675126761536185,0.6100798098238168,0.01294339434586064,1.557012,"q11v13b. Au cours des douze derniers mois, avez-vous adhéré ou participé à l'activité d'une association, d'un club ou d'une organisation ? Indiquez tous les types d'associations,
clubs ou organisations qui vous concernent."
