Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,Far left,187.3446,0.7932766677021914,0.18782713779847404,0.25313625,0.54014047,0.1479053,0.03992183,0.01889658,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,Radical left,828.7407,0.7083577529135471,0.2649999,0.21335769999999998,0.495,0.21220967999999998,0.05421476,0.02521786,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,Left,1430.296,0.724639515177278,0.255,0.1849999,0.53963841,0.20688592,0.04705732000000001,0.021418450000000002,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,PC/LFI,641.3963,0.6835539899435029,0.2893819312646487,0.20274829,0.48080602,0.23099229,0.05838955,0.02706423,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,PS,449.3176,0.7486377119436229,0.23855753702948648,0.16156686999999997,0.58707093,0.19695002,0.04160758,0.01280472,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,EELV,339.583,0.775,0.2049999,0.185,0.5854838200000001,0.17450025,0.03286395,0.02215198,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,EM,672.9198,0.7871938082368806,0.19471309954024238,0.19169758000000003,0.59549593,0.15130466,0.04340844,0.01809323,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,MoDem,161.1257,0.70798575273839,0.2737969796252243,0.20153836,0.50644745,0.24038560999999997,0.03341134,0.01821702,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,Right,573.0042,0.7349998999999999,0.23733682929374691,0.19496454,0.54115345,0.19740257,0.03993419,0.026545409999999995,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,UDI/PR,89.32552,0.705,0.23035970011705503,0.21657886999999998,0.48806152999999997,0.2303597,0,0.0649999,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,LR,397.5368,0.7504600831922982,0.22920534652389413,0.20098542,0.54947517,0.18563776,0.043567640000000005,0.020334540000000005,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,Radical right,1008.8,0.7293386201427439,0.2567430610626487,0.20609675,0.52324207,0.17952211,0.07722098,0.0139186,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,Debout la France,86.14185,0.705,0.28209679731744786,0.145,0.5585320300000001,0.21752064,0.06457621,0.01437112,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,Reconquete,205.4045,0.6589879968549861,0.32132251240844284,0.20586199000000002,0.45312590999999997,0.16938465,0.15193786,0.01968964,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,RN,717.2537,0.7525850337195891,0.2352040846913721,0.21352974999999996,0.53905501,0.17786161,0.05734246,0.01221156,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Political similarity,No preference,1860.95,0.7227921223031247,0.21597565759423948,0.15817625,0.56461592,0.16912921,0.04684646,0.06123303,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Total-left,1649.278,0.7374972563752139,0.2426886795312858,0.195,0.54249669,0.18897324,0.05371551,0.01981456,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Very Left,217.9165,0.7643537777084342,0.21547055867729153,0.2549999,0.50935358,0.13760032,0.07787029,0.02017591,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Left,1431.362,0.7334084599144031,0.24683245747756333,0.1849999,0.54840802,0.19679445,0.05003810000000001,0.01975953,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Center,776.1196,0.7310165855880976,0.25620793496260114,0.19698111,0.53403535,0.21645878,0.03974923,0.0127752,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Total-right,1622.94,0.736523839451859,0.24113694899380136,0.19745795,0.53906503,0.1704888,0.07064802,0.02233885,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Right,1193.119,0.7386603515659378,0.23427135097169688,0.17963338,0.55902731,0.17317233,0.06109909,0.02706664,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Very Right,429.8207,0.7305897552165357,0.2601945415844328,0.24693622,0.4836533,0.16303998,0.09715456,0.00921523,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Both left and Right,200.4265,0.7731811911099581,0.1913065388059962,0.1408682,0.63231309,0.17420446000000003,0.01710209,0.03551222,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Politics,Neither left nor right,1673.316,0.7249998999999999,0.20561125334366012,0.17007460000000005,0.5549999,0.16747608,0.0381352,0.06931422,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Loss of job risk,High risk,556.2398,0.7008820656127088,0.26703123365138565,0.22758781,0.47291472,0.205,0.06241055,0.03208692,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Loss of job risk,Low risk,1874.312,0.7550050365147318,0.20995031776993373,0.17558336000000002,0.57946639,0.16973722,0.04021313,0.0349999,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
Loss of job risk,Zero risk,3478.817,0.7307596231707503,0.2374301378888283,0.18575871000000013,0.5449999,0.18194444,0.05548579,0.03181116,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Arthaud,24.07418,0.730038572445666,0.20686748209077113,0.18569596000000002,0.54382328,0.125,0.0823869,0.06309386,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Poutou,32.85668,0.7831183795806516,0.2094825466237003,0.08886732,0.69425121,0.15231764,0.05716491,0.00739894,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Roussel,98.04205,0.6854457857623336,0.2606683560778258,0.12563426,0.55981163,0.19187277,0.06879558,0.0538856,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Melenchon,942.3053,0.7206781071909497,0.24957314789591017,0.19098343,0.52969468,0.18746101,0.0621121,0.02974824,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Hidalgo,75.31895,0.7364331287146196,0.250809524030805,0.11509669,0.62133646,0.19397189999999997,0.05683767,0.01275758,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Jadot,198.8808,0.805,0.1549999,0.17606255,0.62855537,0.14499990000000001,0.01424977,0.03613241,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Macron,1195.294,0.7649999,0.205,0.18492237,0.58486147,0.17818838,0.026400709999999997,0.02562772,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Pecresse,205.1207,0.7992421047705083,0.1888165358250045,0.22606807,0.57317375,0.14174942,0.04706715,0.01194133,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Dupont-Aignan,88.56025,0.795,0.1949999,0.12504583,0.66887379,0.15173342,0.04496995,0.009377,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Zemmour,303.4525,0.6949998999999999,0.2689105873242106,0.1816941,0.51404915,0.18072048,0.08819011,0.03534619,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Le Pen,993.0248,0.7568429308109929,0.21915364047302746,0.20670531,0.55013782,0.15184878,0.06730486,0.024003350000000003,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Lassalle,134.5409,0.7164675574490731,0.27028628469112365,0.16216556,0.555,0.21622833000000008,0.05336046,0.01324565,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Blank/Null/NA,96.61228,0.72253475438112,0.21833000939425093,0.13374614,0.58878861,0.15699412,0.06133589,0.05913506,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Blank,63.86856,0.7790128664244191,0.18408353030035435,0.17945684,0.59955587,0.13186114,0.05222239,0.03690342,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
1st round vote,Null,19.09123,0.580565526684242,0.3448401176875455,0.05658897000000001,0.5235708600000001,0.22125662,0.12358355,0.075,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
2nd round vote,Macron,2287.563,0.7695648163569703,0.2049999,0.19264711,0.57647734,0.17272285,0.0331527,0.025,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
2nd round vote,Le Pen,1619.66,0.7427089636096463,0.23251583665707617,0.20427176,0.5382125299999999,0.16887408,0.06364163,0.025,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
2nd round vote,Blank/Null/NA,370.4173,0.6781924062402053,0.27737689357381523,0.15699402,0.52119812,0.20532693999999999,0.07205006,0.04443099999999999,"q27_i29. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Il faut donner plus d'autonomie aux enseignants et aux établissements scolaires"
