Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Ni d'accord ni pas d'accord,Pas vraiment d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.6818490979461399,0.115,0.33752319000000003,0.34432591,0.1913655,0.08720137,0.0254639,0.01412029,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Socio-Professional Category,Prof Intermed,896.9079,0.7693006160387259,0.10499990000000001,0.38546073000000003,0.38281021,0.125,0.09358459,0.01196672,0.00117775,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Socio-Professional Category,Total-CSP-,1674.09,0.7799909204403588,0.06448064321511986,0.44752994,0.33245978000000004,0.13932769,0.05297801,0.01150264,0.01620119,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Socio-Professional Category,Salaried,956.6466,0.782368954219876,0.0649999,0.44869932,0.3323985099999999,0.135,0.05280312,0.01327887,0.01782018,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Socio-Professional Category,Blue collar,717.4432,0.7768189872034468,0.062345451179967974,0.445,0.33181864000000005,0.1467935,0.05321124,0.0091342,0.01404242,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Far left,187.3446,0.8560139977346557,0.05403625191225154,0.56898624,0.28702802,0.07699699,0.04497924,0.00905703,0.01295303,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Radical left,828.7407,0.795,0.07181502006598688,0.42813521000000004,0.36632869999999995,0.12499990000000001,0.06223062,0.00958439,0.00872118,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Left,1430.296,0.7349998999999999,0.09647108011208869,0.33493276,0.40499989999999997,0.15670819,0.07855423,0.01791685,0.00688807,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,PC/LFI,641.3963,0.7749999,0.07700797463284399,0.38499989999999995,0.39091086,0.13959619,0.06726953,0.00973842,0.007485100000000001,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,PS,449.3176,0.7005623639047301,0.11287523569074526,0.29960055,0.40047219,0.185,0.08419719,0.02867807,0.002052,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,EELV,339.583,0.725,0.11152722603899488,0.27735063,0.44672053999999994,0.15224193,0.09240186,0.01912538,0.01215921,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,EM,672.9198,0.445,0.29210122811069017,0.11751634,0.32698191000000004,0.26110184,0.22787545,0.06422593,0.00229788,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,MoDem,161.1257,0.5567447651119591,0.20789129232642592,0.195,0.3617449300000001,0.23070696,0.18594742999999997,0.02194386,0.00465682,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Right,573.0042,0.7418202170245873,0.10328782930386898,0.33392722,0.40789282,0.14973314,0.08332449,0.01996334,0.00515918,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,UDI/PR,89.32552,0.6745367953077687,0.15612425206144898,0.20401426,0.47052265,0.16933895,0.12900916,0.02711512,0,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,LR,397.5368,0.7193170544211251,0.11237150875088796,0.29395291,0.42536389,0.16756119,0.08968931,0.02268219,0.00075096,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Radical right,1008.8,0.870269032513878,0.028998641950832675,0.60458961,0.26567932,0.08987836999999999,0.01884913,0.010149509999999999,0.010854109999999998,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Debout la France,86.14185,0.9149999,0.00657824855166217,0.65311983,0.26232116,0.04712808,0.00657825,0,0.030852610000000003,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,Reconquete,205.4045,0.9083661750351136,0.03411485142730563,0.67224949,0.23810189,0.0374076,0.0249999,0.007129749999999999,0.020111369999999996,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,RN,717.2537,0.8539339706438601,0.030226152894017835,0.57995379,0.27398032,0.11003903,0.01799291,0.012233250000000001,0.00580125,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Political similarity,No preference,1860.95,0.795,0.054385555764528866,0.4861124700000001,0.30688347,0.13761858,0.04109919,0.013286389999999999,0.0149999,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Total-left,1649.278,0.7232643617388942,0.11234449255977463,0.37058781999999985,0.35289224,0.15849341,0.08712849,0.0249999,0.00589814,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Very Left,217.9165,0.815,0.08474947973191566,0.5251305,0.28922541,0.09592147,0.06112249,0.02362698,0.00497372,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Left,1431.362,0.709395666505049,0.1149999,0.34681066,0.36304328999999996,0.16801955,0.09108772,0.0249999,0.00603888,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Center,776.1196,0.6049998999999999,0.185,0.21450006,0.39115621,0.20980387999999997,0.15671644,0.02540681,0.00241603,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Total-right,1622.94,0.7762092252332187,0.08757655859119867,0.4606931300000001,0.31824621,0.12848423,0.06774767,0.01982886,0.0049999,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Right,1193.119,0.7500312206913141,0.10096562036142247,0.40142978,0.34860161,0.14311028,0.07995545,0.02101017,0.005891830000000001,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Very Right,429.8207,0.8488746586658111,0.050410531647265944,0.615,0.23387471999999998,0.0878846,0.03386077,0.01654975,0.01283016,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Both left and Right,200.4265,0.6832235258311651,0.1265230396180146,0.30071897,0.38250446,0.17924506,0.09586617,0.03065691,0.011008959999999998,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Politics,Neither left nor right,1673.316,0.7995495172459953,0.04775772776929163,0.48618575,0.31336424,0.1325238,0.03618578,0.01157194,0.02016928,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Loss of job risk,High risk,556.2398,0.7971919664863967,0.07175574275699079,0.56813878,0.22905300999999997,0.1228984,0.0524252,0.01933055,0.008154,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Loss of job risk,Low risk,1874.312,0.7737356427318398,0.06697513540968633,0.41194065,0.36179467,0.15192807,0.05705896,0.00991618,0.00736138,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
Loss of job risk,Zero risk,3478.817,0.7133502567108301,0.1188991257660291,0.37425596,0.33909401000000006,0.15515588,0.0924236,0.02647544,0.01259671,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Arthaud,24.07418,0.8322219074543765,0.06703019583636909,0.5414606,0.29076118,0.07492371,0.0670302,0,0.02582415,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Poutou,32.85668,0.875,0.0349999,0.545,0.3284606299999999,0.09067973,0.02295608,0.012903559999999998,0,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Roussel,98.04205,0.7392305648443703,0.11089496802647435,0.28500000000000003,0.45423063999999996,0.14655936,0.09631531000000002,0.01457963,0.00331506,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Melenchon,942.3053,0.775,0.061289934376894624,0.41846698000000004,0.35610104,0.1549999,0.04971747,0.01157247,0.00914214,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Hidalgo,75.31895,0.5959654243719542,0.2149999,0.1981504,0.3978148899999999,0.1889093,0.16205059,0.05307504,0,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Jadot,198.8808,0.689082606264657,0.10825474354487713,0.25679125,0.4322916,0.18483438,0.09128135999999999,0.0169734,0.01782803,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Macron,1195.294,0.49599136279442546,0.2249999,0.14514588,0.35084506,0.26784908,0.18221475,0.0440979,0.0098481,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Pecresse,205.1207,0.6199471823175331,0.16682168108825682,0.27362485,0.3469210600000001,0.19763252,0.12896163,0.03786004,0.0149999,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Dupont-Aignan,88.56025,0.8885995692198249,0.006398609985857086,0.5635994699999999,0.325,0.09356377,0.00639861,0,0.011438149999999998,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Zemmour,303.4525,0.8927278569133555,0.04556377027706149,0.6515036099999999,0.24188438,0.054999900000000004,0.03854854,0.00701521,0.006048360000000001,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Le Pen,993.0248,0.8421934678771366,0.039955366673621845,0.5708346900000001,0.27117057,0.11303937,0.02947674,0.010478630000000001,0.005,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Lassalle,134.5409,0.8330366453621167,0.0416170473068041,0.4730861,0.35995069,0.12534568,0.03921536,0.00240169,0,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Blank/Null/NA,96.61228,0.7019395464013477,0.06662552627885399,0.37248339,0.32945605,0.19327439999999999,0.05574636,0.01087917,0.03816025,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Blank,63.86856,0.7464048038659397,0.03245463808797317,0.385,0.36140497999999993,0.19916998,0.0240258,0.00842885,0.02197039,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
1st round vote,Null,19.09123,0.5641014224856125,0.1664365784708476,0.34373101999999994,0.2203703,0.21835984,0.13958011,0.02685647,0.05110260999999999,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
2nd round vote,Macron,2287.563,0.5816307572731331,0.175,0.19791975,0.38371197,0.23486518,0.13892745,0.03604788,0.00853022,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
2nd round vote,Le Pen,1619.66,0.8745514490695578,0.030570181396095474,0.60364694,0.2709034,0.08908789,0.02463884,0.00593134,0.00579096,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
2nd round vote,Blank/Null/NA,370.4173,0.797052675455493,0.0686209850349862,0.4268197,0.37023244,0.11204199,0.05309385,0.01552714,0.022284930000000005,"pop1_i6. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Les responsables politiques sont déconnectés de la réalité et ne servent que leurs propres intérêts"
