Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Political similarity,PC/LFI,215.1924,0.745,0.2249999,0.44600255,0.29797642,0.17309222,0.05448292,0.028445959999999996,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,PS,163.892,0.7604233275571719,0.20838167817831255,0.5444975599999999,0.21572938,0.155,0.05357764,0.03119542,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,EELV,94.15852,0.8563594669924719,0.1349999,0.60662526,0.24993340999999997,0.12060331999999999,0.0149999,0.00783811,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,EM,207.4823,0.8378401434724793,0.15690417929625802,0.59117279,0.24692314,0.11128429,0.04561988,0.0049999,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,MoDem,53.12399,0.8820201569949848,0.10370696929955751,0.67949437,0.20179865999999996,0.10370697,0,0.015,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,Right,204.8564,0.7382385905444009,0.23854924717997583,0.35655283,0.3816852700000001,0.18668765,0.05186165,0.023212769999999997,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,UDI/PR,26.51196,0.8220218346738605,0.111522724083772,0.54718437,0.27483721,0.09202703,0.01949569,0.06645574,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,LR,148.9865,0.7530051380494206,0.22690324291127048,0.34174177,0.41126329999999994,0.17701845,0.04988477000000001,0.02009183,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,Radical right,317.252,0.5717558912158158,0.385,0.26425135,0.30702877000000006,0.245,0.14029585,0.04342403,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,Debout la France,29.35796,0.5876368794017023,0.4123627799751754,0.25956507,0.32807173999999995,0.32124071000000004,0.09112231,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,Reconquete,58.58865,0.3966966298079918,0.5708057789349985,0.13144857,0.26524813,0.32642875,0.24437703,0.03249747,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,RN,229.3052,0.615,0.3337730675100259,0.29878332,0.31566859,0.21377465,0.11999841,0.05177545,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Political similarity,No preference,595.9741,0.6557409122309173,0.25194987500295735,0.37074105,0.28500000000000003,0.1874115,0.06453854,0.09230891,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Total-left,537.7431,0.7649999,0.20795227312075226,0.52268539,0.24213997,0.16352504,0.045,0.0266496,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Very Left,68.35823,0.7786067602979186,0.22139309341391664,0.53005571,0.24855105,0.13158588,0.08980728000000002,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Left,469.3849,0.7634742830457477,0.20599473907234767,0.52226797,0.24120631,0.16817644,0.0378183,0.03053068,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Center,268.838,0.8329581383584166,0.15939859692454192,0.60820755,0.22475037,0.13038726,0.029011359999999996,0.00764342,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Total-right,518.3257,0.645,0.3149999,0.31922911,0.325,0.21405441,0.10431263999999998,0.03740384,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Right,390.359,0.6840820885390115,0.2699038577309605,0.35039130999999996,0.33369053000000004,0.2008203,0.06908359,0.046014309999999996,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Very Right,127.9665,0.525,0.4649999,0.22636057,0.29629833,0.25442518,0.21177832,0.01113787,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Both left and Right,68.91406,0.7133905621000998,0.28660943789990023,0.47385076,0.23953965,0.24753062,0.03907873,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Politics,Neither left nor right,532.7796,0.6370596772098631,0.26168569517301343,0.31635765,0.32070183999999996,0.18496084,0.07672499,0.10125412,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Loss of job risk,High risk,163.013,0.6867961450927226,0.29091514173716204,0.435,0.25179571999999995,0.149343,0.14157214,0.022289140000000002,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Loss of job risk,Low risk,620.4366,0.6849999,0.285,0.34379622,0.3436381700000001,0.2194466,0.065,0.02811901,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
Loss of job risk,Zero risk,1136.58,0.7190389589822098,0.2240433581446093,0.46204631,0.25699273,0.1645592,0.05948412,0.05691816,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Arthaud,7.934103,0.8307075166531113,0.16929248334688873,0.5771843800000002,0.25330954,0.135,0.03450608,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Poutou,9.561514,0.7824206501187991,0.21757924529525344,0.40240415,0.37935769999999996,0.17323815,0.045,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Roussel,28.81502,0.7780716445798059,0.15495338889232074,0.49296166,0.28510995,0.14434163,0.010611770000000001,0.06697469,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Melenchon,318.9439,0.7272332218926275,0.23134742504873115,0.525,0.20223284000000002,0.18230106,0.0490464,0.0414197,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Hidalgo,22.50871,0.7600822081763016,0.2399178806781908,0.49643405,0.26364794,0.21481884,0.025099039999999996,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Jadot,62.09238,0.9088215011246147,0.07929246712720628,0.72907384,0.17974782,0.05387133,0.02542114,0.01188592,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Macron,395.4577,0.840266101785349,0.14507766570229888,0.54752506,0.2927413,0.10543783,0.03963981,0.01465594,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Pecresse,78.08033,0.7662905625526941,0.19069924525165302,0.39847603,0.3678144,0.1376508,0.05304846,0.04301004,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Dupont-Aignan,41.48926,0.5815047074833343,0.35434736604123573,0.27166308,0.30898945999999994,0.30241055,0.05193691,0.065,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Zemmour,101.2986,0.5329986791525253,0.4378960814858251,0.21233630000000003,0.3201767899999999,0.24338155,0.195,0.02910536,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Le Pen,317.9309,0.625,0.3449999,0.275,0.34570475,0.23374312,0.11396470000000002,0.03158743,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Lassalle,46.65067,0.6692023930202932,0.33079760697970684,0.39227432,0.27692807,0.18387587999999996,0.14692175,0,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Blank/Null/NA,33.00879,0.6329423162739379,0.2684252891426799,0.28250351,0.35043878,0.15102777,0.11739755,0.0986327,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Blank,23.24457,0.6585791864508571,0.2553857954782558,0.35971307999999996,0.29990122,0.14741972,0.10796608,0.0849999,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
1st round vote,Null,6.576316,0.45486500344569814,0.3886534649490687,0.05990871,0.39495623,0.18101061,0.207643,0.15648168,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
2nd round vote,Macron,742.8865,0.831874317274577,0.1512691373446684,0.56764324,0.26423067,0.10788454,0.04338465,0.01685692,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
2nd round vote,Le Pen,532.472,0.5895008563830586,0.36940646644330594,0.25143613,0.33806435,0.26059887,0.1088076,0.04109296,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
2nd round vote,Blank/Null/NA,132.0432,0.735,0.2320100542852642,0.43842280000000006,0.29571481,0.18763049000000004,0.044379510000000004,0.03385235,"comp2v13b_i7_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias inventent le réchauffement climatique, on n'a pas encore suffisamment de preuves"
