Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Socio-Professional Category,Blue collar,717.4432,0.2649999,0.33623149539921765,0.19662309155623747,0.05050675999999999,0.01914185,0.02317657,0.0449999,0.04124277999999999,0.08653394,0.08937735999999999,0.10836212999999999,0.13849187,0.06946858,0.12715461,0.17479362999999995,0.026750019999999996,6.378727,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Far left,187.3446,0.2449999,0.5187888522007039,0.115,0.02665446,0.013061119999999999,0.03281201,0.023640600000000005,0.0453257,0.10382701,0.15691784,0.21174446000000013,0.14975179,0.03842917,0.075,0.11094464000000001,0.0118912,6.346038,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Radical left,828.7407,0.28499990000000003,0.455,0.13244058123367178,0.05631337,0.03310853,0.04122216,0.02253923,0.02880064,0.10499990000000001,0.11772223000000001,0.17700215000000014,0.15843556,0.05434386,0.07809678,0.09731665,0.03009894,6.079079,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Left,1430.296,0.21558348761375268,0.4433685754557098,0.22893289221252103,0.04122212,0.02002344,0.03124008,0.02107504,0.02721081,0.075,0.10161079,0.17081422,0.17063957999999996,0.085,0.14404822,0.0896534,0.0224623,6.764378,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,PC/LFI,641.3963,0.2949999,0.435,0.13810297939043303,0.0649764,0.03896413,0.04367866,0.022217540000000004,0.023973839999999996,0.10647872,0.10627358,0.16560931,0.16097193,0.05899234,0.07911062,0.09333604,0.03541721,6.000574,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,PS,449.3176,0.14493478555035458,0.495,0.28185630832177505,0.00725583,0.006034280000000001,0.0210302,0.0129716,0.03283025,0.06481264,0.10762663,0.17782355,0.20612524,0.09905372,0.18280263,0.07183035,0.0098034,7.406008,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,EELV,339.583,0.1490713021558794,0.3949999,0.335,0.041297860000000006,0.00275831,0.02125545,0.02963912,0.02588928,0.02823128,0.08484391,0.17137041999999997,0.14322672,0.11504186,0.21542271,0.10627993999999999,0.01474286,7.30733,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,EM,672.9198,0.115,0.40458833281469797,0.3835989073289269,0.00742423,0.00765119,0.00550027,0.01877319,0.01707559,0.05322392,0.0749761,0.17353138,0.15608086,0.14318861,0.24041037,0.08757970999999999,0.01458397,7.813699,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,MoDem,161.1257,0.11958061314861627,0.4801139731278126,0.3359560889417393,0.0,0.0030463200000000004,0.0199768,0.01192017,0.005,0.07988968,0.08858505999999998,0.19258169,0.19869509000000007,0.1564082,0.17954789,0.05162642,0.01272268,7.664732,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Right,573.0042,0.21129426276456614,0.41467601808154286,0.275,0.06043436,0.01276713,0.03062346,0.020462399999999995,0.02532515,0.06168176,0.08376335,0.15022112,0.17972119999999986,0.125,0.14983595,0.07360377,0.026560350000000003,6.845024,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,UDI/PR,89.32552,0.1314947844692088,0.5131970124551192,0.31663291744621247,0.0,0.0085156,0.03201003,0.01420011,0.03156905,0.04520003,0.09363047999999999,0.19220095,0.22736559,0.18912164999999997,0.12751126,0.02572728,0.01294832,7.459221,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,LR,397.5368,0.1749999,0.42815583362345316,0.2889289746257453,0.05154791,0.01280655,0.01490049,0.01677687,0.024368709999999995,0.05786312,0.08644946,0.16427249,0.17743375999999997,0.1299331,0.15899582,0.07711148,0.02754065,7.066701,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Radical right,1008.8,0.4205017842981761,0.2449999,0.195,0.14127647,0.0493715,0.057419,0.05691657,0.033963,0.08155507999999999,0.07194193,0.0829312,0.09380382,0.06546426,0.12844697,0.11627984,0.02063087,5.231014,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Debout la France,86.14185,0.4449999,0.25030713874847127,0.16000318080004086,0.16411233,0.01699383,0.10174573,0.04396446999999999,0.023264389999999996,0.09639539,0.06113534,0.041844339999999994,0.14732746,0.02928932,0.13071382,0.10706192,0.03615145,5.061352,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Reconquete,205.4045,0.5853912645536004,0.1902328332631466,0.12980187873196544,0.22641773,0.06624738,0.12114243000000001,0.04892264,0.04311683,0.07954422,0.03926263,0.06486859,0.08610162,0.04996166,0.07984017,0.08185901,0.01271516,4.033477,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,RN,717.2537,0.37016163179081546,0.2649999,0.21634297599301336,0.115,0.04842719,0.0338465,0.0607614,0.03262645,0.0803486,0.08259836,0.09303842,0.0895814,0.075,0.14049375000000006,0.1272442,0.02103373,5.616081,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,No preference,1860.95,0.2549999,0.285,0.17693511378596954,0.05653951,0.020788770000000005,0.02838933,0.03467372,0.030348900000000005,0.08493817999999999,0.06827927,0.10914275,0.10715205,0.05834821,0.1185869,0.26791021,0.014902990000000001,6.232079,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Total-left,1649.278,0.2049999,0.425,0.24019170812925414,0.03285448,0.01937509,0.03418971,0.0199175,0.03307396,0.06965727,0.09163804,0.15737874,0.17580881,0.08533849,0.15485309,0.10965144,0.01626332,6.867313,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Very Left,217.9165,0.2349999,0.3867645176019255,0.20925813327581894,0.05085379000000001,0.014099630000000002,0.02991279,0.02840893,0.03225243,0.08421414,0.08164246,0.18656183,0.11856023,0.07831963,0.13093846,0.13503874,0.02919749,6.542231,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Left,1431.362,0.205,0.4249999,0.245,0.03011418,0.02017824,0.035,0.01862472,0.03319902,0.06744107,0.09315973,0.15293574,0.18436573999999994,0.08640707000000002,0.15849394,0.10578638,0.01429417,6.914321,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Center,776.1196,0.17018304910737986,0.443696048907926,0.3098428386552794,0.01045958,0.00786145,0.01562396,0.024592830000000003,0.01453067,0.09711453,0.09881611,0.1898806299999999,0.1549999,0.13205104,0.17779167,0.05083653,0.025441099999999998,7.345482,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Total-right,1622.94,0.29078690524603495,0.35830234019741947,0.25158114286418476,0.09248894,0.03646589,0.03935774,0.03461684,0.02783964,0.06001781,0.08707414000000001,0.13663087,0.13459734,0.09806783,0.15351319,0.08257132,0.01675735,6.221879,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Right,1193.119,0.24485830834979583,0.39093066156854434,0.2603142687359769,0.06205945,0.0334055,0.03847744,0.03512145,0.02439032,0.05140408,0.09343946000000002,0.14649394,0.15099692,0.10768079,0.15263348,0.08759034,0.0163059,6.539248,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Very Right,429.8207,0.4149999,0.26773210317697593,0.227339260300865,0.17695682999999998,0.0449611,0.04180137999999999,0.03321613,0.03741448,0.0839283,0.06940499,0.10925256,0.08907468,0.07138367,0.15595556,0.06863941,0.01801052,5.357549,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Both left and Right,200.4265,0.26109770913526903,0.32093789992840266,0.20088196920067955,0.06976228,0.01268379,0.025708750000000002,0.02100244,0.0249999,0.10681726,0.11612431,0.08441409,0.12039944999999999,0.08244184,0.11844013,0.18584877,0.03135699,6.308334,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Neither left nor right,1673.316,0.285,0.25330929722778,0.15607912671605362,0.07556391,0.02216235,0.02595829,0.04025761,0.03199847,0.08759062999999999,0.05766889,0.10499990000000001,0.09050329,0.04769237,0.10838676,0.2825702199999999,0.024647310000000002,5.88798,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,High risk,556.2398,0.34783756933610294,0.3306108264816721,0.15451456368278574,0.1463921600000001,0.03824838,0.04378876,0.03296958,0.02670853,0.05941206,0.063303,0.12801765,0.13929014,0.04143305,0.11308154999999999,0.145,0.02235514,5.429537,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,Low risk,1874.312,0.265,0.38279197913687796,0.17441605239682614,0.04743529,0.02384414,0.025318929999999996,0.03567217,0.04142856999999999,0.08710204,0.10124664,0.15186986,0.12967553,0.07452137,0.09989468000000001,0.16314344,0.01884763,6.308407,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,Zero risk,3478.817,0.22406950408716528,0.3458756238111979,0.26825032762574175,0.05231221,0.02012246,0.03117163,0.02662921,0.02155503,0.072279,0.07685762,0.13083594,0.13818238,0.09591979,0.17233051,0.13996609,0.02184017,6.775276,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Arthaud,24.07418,0.11831971016250607,0.43704541546171044,0.1849999,0.0,0.0,0.0,0.01616731,0.0,0.10215242999999999,0.24204699999999998,0.12987242,0.06512579,0.10293551,0.08432793999999999,0.23077816000000004,0.02659334,7.017451,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Poutou,32.85668,0.30141715474600606,0.3849999,0.185,0.04225646,0.04873563,0.0,0.05651505,0.05876659,0.09499990000000001,0.12446897,0.18999372,0.07090111,0.10648876,0.0768235,0.09986755000000001,0.03018276,6.09078,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Roussel,98.04205,0.19993931175449717,0.415,0.2231035560761938,0.04214099,0.00994808,0.01446796,0.01023461,0.045905589999999996,0.07724211,0.0956566,0.1591153,0.15692155,0.12036895999999998,0.10273458999999999,0.15110935,0.014154,6.820365,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Melenchon,942.3053,0.2683197261015087,0.4148664981508647,0.165,0.061226300000000004,0.02713657,0.035,0.03368809,0.03108342,0.08020047,0.11015220000000002,0.17030896999999998,0.1333363,0.05860828,0.105,0.13035223,0.023907170000000002,6.169375,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Hidalgo,75.31895,0.135,0.46727204773831815,0.3549999,0.00750073,0.01606572,0.0,0.03377786,0.01670378,0.05774166,0.09652863,0.13345991,0.2373047000000001,0.1749999,0.18225493,0.03875363,0.00490855,7.6148,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Jadot,198.8808,0.165,0.4835670914437191,0.2449999,0.01279096,0.00732519,0.00533346,0.023631440000000004,0.03578471,0.07813047,0.1323632,0.19620388000000005,0.1549999,0.1018235,0.14355207,0.09736103,0.01070019,7.15571,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Macron,1195.294,0.095,0.4449999,0.3549999,0.0049999,0.00541685,0.00647458,0.01035089,0.01653924,0.048990570000000004,0.08295403,0.18311746,0.18127457,0.15272402,0.20279514999999998,0.08590414,0.0184586,7.805377,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Pecresse,205.1207,0.1249999,0.4479361176127032,0.33579667971101895,0.0149999,0.00737683,0.00714832,0.011267719999999998,0.0349999,0.04964692,0.09412707,0.14653587,0.20859786000000008,0.14808925,0.18770748,0.08096477,0.00853811,7.582356,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Dupont-Aignan,88.56025,0.47545857198912606,0.27376514858528517,0.15316205634017518,0.23170616000000008,0.04721223,0.05257268,0.04266877,0.03547054,0.06605333,0.06120745,0.1149999,0.09733267,0.030169090000000003,0.12299287999999998,0.09761430000000001,0,4.661471,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Zemmour,303.4525,0.5074804129147066,0.2518367784084824,0.15135914187558186,0.18788141999999994,0.05083428000000001,0.0865371,0.046878409999999995,0.054999900000000004,0.08034912000000001,0.062253369999999995,0.08097445,0.10860896,0.05018944,0.10116971,0.07781742,0.01150642,4.6824770000000004,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Le Pen,993.0248,0.3649999,0.3029182151342041,0.185,0.10028202,0.03381029,0.05228645999999999,0.05158393,0.029646869999999995,0.09794831000000001,0.08927807,0.09971568,0.11392444999999998,0.06613208,0.1188501,0.12822479,0.01831687,5.659594,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Lassalle,134.5409,0.31193540402955533,0.3369176213329924,0.19312157120994433,0.07106055,0.0279827,0.03667222,0.03205189,0.04034801,0.1038201,0.12726145,0.08144541999999999,0.12821068,0.05947785,0.1334019,0.125,0.03326723,6.06798,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Blank/Null/NA,96.61228,0.2825489678951785,0.23867380005937133,0.17701735224549092,0.020825580000000003,0.0349999,0.02075668,0.046003850000000006,0.03740674,0.12297790000000004,0.05442645,0.08690328,0.09734403999999999,0.06736889,0.10964838,0.2549999,0.04633841,6.291557,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Blank,63.86856,0.2734678846681372,0.2449999,0.18586390549591222,0.02361901,0.03218443,0.025,0.06050893,0.03396377,0.09841291,0.05342337,0.08205207999999999,0.11281114,0.06587614,0.11998767,0.2471605499999999,0.045,6.332997,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Null,19.09123,0.3254680290374167,0.24306170948650246,0.2138060774502219,0.01033254,0.0399659,0.0,0.01699006,0.05024181,0.20793778,0.08197476000000001,0.13382909,0.02725785,0.12053948,0.09326659,0.20133538,0.01632901,6.385785,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Macron,2287.563,0.12347345187870236,0.45361810800402,0.3079189513031991,0.01415104,0.01176021,0.00834719,0.01274945,0.02148183,0.055,0.10123293,0.18126946,0.17111625,0.125,0.1829004199999997,0.09526601,0.01972521,7.488401,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Le Pen,1619.66,0.405,0.28332761196794387,0.16984712840966623,0.1309505900000001,0.03982538,0.05594882,0.04752842,0.03235075,0.09722664,0.08149629999999998,0.09433714,0.10749404,0.05852902,0.11131812,0.12499990000000001,0.01799488,5.324875,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Blank/Null/NA,370.4173,0.27056646652302685,0.3672957499555231,0.18306318306407396,0.03632395,0.0249999,0.03686153,0.03646725,0.03278932,0.10275757,0.08797869000000001,0.12714819,0.15216911,0.06881074,0.11425244,0.15370492999999985,0.02573638,6.395853,"q4v13b. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
