Indicator,Category,BASE,ST Elevé,ST Faible,Très élevée,Assez élevée,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Political similarity,UDI/PR,89.32552,0.4481016175444599,0.09439921536420948,0.195,0.25336903,0.44977860000000003,0.04443257,0.04996664,0.00745316,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,LR,397.5368,0.575,0.11311629514550602,0.17743218,0.39628155,0.30859458,0.06999837,0.04311789,0.00457626,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Radical right,1008.8,0.5809396312450437,0.159445479777954,0.26637014,0.31456919,0.24714691,0.07782627,0.08161916,0.01246838,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Debout la France,86.14185,0.5896105087132445,0.09820065392140986,0.22900414,0.36060626,0.31218879,0.02609505,0.07210559,0,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,Reconquete,205.4045,0.6601817389589809,0.12636631621994648,0.29773208,0.36228637000000014,0.20963747,0.085,0.04152943,0.00381465,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,RN,717.2537,0.5572050726263246,0.1749999,0.26187666,0.29532842,0.25007734,0.08203149,0.09424248,0.01644404,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Political similarity,No preference,1860.95,0.5806620274590935,0.18989209812192698,0.27616642,0.30449588,0.19597028,0.05110139,0.13879073,0.03347642,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Total-left,1649.278,0.5779388920485207,0.13877151092781206,0.24132542,0.33661342,0.27097039,0.07763652,0.06113505,0.01231931,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Very Left,217.9165,0.6506753733654863,0.115,0.30462618,0.34600545999999993,0.22438948,0.065,0.050016080000000004,0.0099628,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Left,1431.362,0.5668650558000002,0.1423947261419543,0.23168806999999997,0.33517685,0.27806201,0.07956687,0.06282786,0.01267806,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Center,776.1196,0.5185792241298892,0.13775080541710324,0.17306559,0.34579516000000005,0.33499989999999996,0.07605226,0.061698560000000006,0.00838853,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Total-right,1622.94,0.5916176198750416,0.13618599578542645,0.23357838,0.3580393599999999,0.2643468,0.08089936,0.05528667,0.00784841,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Right,1193.119,0.6023522381254511,0.11911385201308503,0.21945858,0.38289366,0.27228701,0.06839555,0.05071835,0.00624592,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Very Right,429.8207,0.5618207778266613,0.185,0.27277304,0.28904797,0.24230592,0.11560828,0.06796769,0.0122967,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Both left and Right,200.4265,0.5123444255125944,0.1249999,0.25179595,0.26054828,0.35558272,0.06479976,0.06163751,0.005636090000000001,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Politics,Neither left nor right,1673.316,0.5549999,0.22640630938806539,0.26367901,0.29250901,0.18064819000000001,0.05793096,0.16847541,0.03675847,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Loss of job risk,High risk,556.2398,0.6578060397691787,0.1677970903915901,0.35563708,0.30216878,0.17128314,0.09558947,0.07220762,0.00311381,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Loss of job risk,Low risk,1874.312,0.5710265953587236,0.15721016565011592,0.22279684,0.3488189199999999,0.2549999,0.0589468,0.09826336,0.01617418,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
Loss of job risk,Zero risk,3478.817,0.5493623263310488,0.16264353658154482,0.22705152000000003,0.32332114000000006,0.26737262,0.07499990000000001,0.08663206,0.020622759999999997,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Arthaud,24.07418,0.6195043818730275,0.1274051286482032,0.36678387,0.25354471,0.22726639000000004,0.03094149,0.09646364,0.0249999,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Poutou,32.85668,0.5864153042851561,0.1749999,0.11739630999999999,0.46985084,0.23852526,0.0449999,0.12922769,0,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Roussel,98.04205,0.6249998999999999,0.10825548833383226,0.19903031,0.4249999,0.25843459999999996,0.03698258,0.07127294,0.00927967,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Melenchon,942.3053,0.5649999,0.14782459570162662,0.22353582999999996,0.3438334699999999,0.26799478,0.05922923,0.08859537000000002,0.01681102,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Hidalgo,75.31895,0.6019135954497508,0.07596843822172242,0.1789381,0.42297563,0.30376499,0.03619829,0.03977015,0.01835318,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Jadot,198.8808,0.5587804353160285,0.14128819876026244,0.20376326,0.35501692,0.28696968,0.05447906000000001,0.08680918,0.01296193,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Macron,1195.294,0.5052663194159762,0.17912588869349297,0.16790002999999998,0.33809793,0.3049999,0.09654938,0.08257654,0.00987622,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Pecresse,205.1207,0.5202775731557079,0.13373774562976823,0.16592065000000003,0.3543564799999999,0.33534966999999993,0.08207192,0.05166582,0.01063483,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Dupont-Aignan,88.56025,0.655364568189453,0.10092864462329319,0.25778834,0.39757623,0.24370684999999997,0.06270684,0.0382218,0,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Zemmour,303.4525,0.5916589911106351,0.16631548594920129,0.26778547,0.32387382,0.23378209,0.076539,0.08977652,0.00824351,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Le Pen,993.0248,0.5786451657602106,0.15971574929447885,0.24668719,0.33195757000000004,0.25097883,0.07469944,0.08501629,0.010660569999999998,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Lassalle,134.5409,0.5887826675754362,0.12851422875868976,0.22702271,0.36175988,0.28270273,0.08018758999999999,0.04832666,0,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Blank/Null/NA,96.61228,0.5602543486190369,0.24136320972861838,0.26138365,0.29887039,0.15218417,0.059592570000000004,0.18177068,0.04619813,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Blank,63.86856,0.5615434260612733,0.22318007482867938,0.28293234,0.2785682,0.175,0.0503593,0.17282071,0.04031944999999999,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
1st round vote,Null,19.09123,0.5684238260185436,0.3533738790009863,0.21657693,0.35184705,0.06906344,0.05905874,0.29431509,0.00913898,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
2nd round vote,Macron,2287.563,0.5312784828221124,0.16514465393958547,0.18768572,0.34359342,0.2935739,0.08608996,0.07905457,0.010004739999999998,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
2nd round vote,Le Pen,1619.66,0.5909406295148364,0.15054036032253681,0.25437147,0.33656965,0.24871516,0.07052912,0.08001124,0.00980311,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
2nd round vote,Blank/Null/NA,370.4173,0.6067691762776738,0.1544384671018335,0.21151215,0.39521567999999996,0.215,0.05480937,0.09962909,0.02383371,"q13v13b_i1. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ligne électrique à haute tension"
