Indicator,Category,BASE,ST 1-2,ST 3-5,ST 6-7,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Ne peut choisir,No rep.,moyenne,Question
Socio-Professional Category,Total-CSP-,1674.09,0.1377918152548549,0.5336503413794957,0.21739900483247615,0.075,0.06285749,0.09388318,0.18298264,0.25637616,0.15274185,0.065,0.07662557,0.03453311,4.350837,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Socio-Professional Category,Salaried,956.6466,0.13073124390971544,0.5286383707421319,0.24032458799310005,0.07200539,0.05872581,0.07844967,0.18571383000000002,0.26447468,0.16791288999999998,0.07241172,0.07862865,0.02167691,4.45084,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Socio-Professional Category,Blue collar,717.4432,0.1472064966257956,0.545,0.1849999,0.07883983,0.06836672,0.115,0.17934089,0.24599233000000018,0.13251262,0.05431725999999999,0.07395464,0.05167571,4.21363,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Far left,187.3446,0.060860414444825206,0.505,0.30966155416275676,0.04672676,0.01413365,0.03825585,0.17056996,0.29505403,0.22948379999999996,0.0801777,0.06351718,0.06208148000000001,4.901018,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Radical left,828.7407,0.08355066910554773,0.5283737120669951,0.3178415154462669,0.03347135,0.05007933,0.07252998,0.15799103,0.29785275,0.21130433,0.10653715,0.04252675999999999,0.02770799,4.824907,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Left,1430.296,0.07312905860045753,0.5457982823135911,0.3349999,0.02415422,0.04897483,0.07614228,0.16289104,0.30786097000000007,0.2249999,0.11091081999999998,0.02772727,0.01633867,4.884094,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,PC/LFI,641.3963,0.09017820963419963,0.5349999,0.3202305657204446,0.02959958,0.06057865,0.08254106,0.15431686,0.2986701,0.20599417,0.11423641,0.03639569,0.01766786,4.804357,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,PS,449.3176,0.08406721659690161,0.6075548787761708,0.27148680576946016,0.0312327,0.052834500000000006,0.09739282000000002,0.20343539,0.30731139,0.1949999,0.07590197,0.02700537,0.00988596,4.65293,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,EELV,339.583,0.026454045108265135,0.485,0.4549999,0.005,0.02195079,0.03593849,0.1254392,0.32160760999999993,0.30443721,0.15095111,0.01230967,0.02236592,5.336838,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,EM,672.9198,0.07080585234674325,0.5756470533338446,0.29969083982964984,0.03494201,0.03586386,0.0703751,0.13881173,0.36645972,0.23711563,0.06257529,0.041897979999999994,0.01195797,4.825972,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,MoDem,161.1257,0.06026044882970253,0.6526817261305924,0.26046614537593943,0.02261712,0.03764334,0.08867269,0.19279128,0.37121763,0.20607501,0.05439116,0.01528894,0.01130262,4.734256,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Right,573.0042,0.13273712478896316,0.6106330459706928,0.1949999,0.07068994,0.06204719,0.11339674,0.20723827,0.2890778600000001,0.15188332,0.04382882,0.03683786,0.025,4.293574,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,UDI/PR,89.32552,0.155,0.6049998999999999,0.2251339818676678,0.08677146,0.065,0.09312538000000001,0.18373305000000004,0.33342151000000003,0.20586726,0.01926674,0.0128146,0,4.324271,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,LR,397.5368,0.12715137315589398,0.6249998999999999,0.185,0.06921495,0.0579364,0.11806703,0.2049999,0.3049999,0.13639407000000017,0.045790800000000006,0.03297861,0.02961834,4.291369,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Radical right,1008.8,0.19945083267248215,0.5261029936558288,0.18687311657414749,0.1168292,0.08262175,0.13598057,0.17393666,0.21669247000000014,0.13602042,0.05085265,0.06206638,0.0249999,3.988024,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Debout la France,86.14185,0.1389841290847596,0.5301938604754831,0.22777198307210722,0.06082097,0.07816317,0.11286434000000001,0.24002689000000002,0.17730266999999997,0.16752763,0.06024438,0.07955906,0.02349092,4.269176,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,Reconquete,205.4045,0.19077537249670773,0.545,0.18404606520305056,0.10790645,0.08286897,0.13975512000000015,0.13526559,0.265,0.13008405,0.05396205999999999,0.06142699000000001,0.023730770000000005,4.062444,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,RN,717.2537,0.2049999,0.525,0.1827706151951534,0.12499990000000001,0.0830864,0.13757348,0.17707375,0.20808916,0.13393643,0.04883424,0.06014861,0.026258030000000005,3.933532,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Political similarity,No preference,1860.95,0.17880883419758725,0.5038057443778715,0.16773465165641205,0.09858524000000002,0.08022348999999998,0.08227426999999998,0.19107294999999996,0.23045900999999996,0.12123872,0.04649592,0.12157737000000002,0.028074060000000005,4.086961,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Total-left,1649.278,0.0791112232140367,0.5449999,0.315524368845034,0.027561349999999995,0.05154985,0.08326880000000002,0.17177759,0.2925879200000001,0.22086222,0.095,0.035,0.022392269999999995,4.795435,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Very Left,217.9165,0.07613044445923094,0.415,0.3949999,0.04879772999999999,0.02733272,0.035,0.16287638,0.21677463999999996,0.24456334000000002,0.15275241,0.03434895,0.07755383,5.045555,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Left,1431.362,0.07956498775292344,0.5694148650027037,0.305,0.02432823,0.05523676,0.09064038,0.17313272,0.30564169,0.21723072,0.08581819,0.0339769,0.01399424,4.759913,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Center,776.1196,0.0703839846332962,0.625,0.2649999,0.03006194,0.04032205999999999,0.06932317,0.18614979,0.36852463999999996,0.1949999,0.07304781,0.01976952,0.01780117,4.767011,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Total-right,1622.94,0.16844738560883335,0.5451705546723846,0.2118090009488952,0.08614977,0.08229768,0.12104581999999998,0.155,0.26912594,0.16331836,0.04849058,0.05296841,0.02160344,4.214572,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Right,1193.119,0.15369481166589422,0.57541611524081,0.20394755259114977,0.07348041,0.08021439,0.12237547,0.15692156,0.29611891,0.16011303,0.04383453,0.045666609999999996,0.02127401,4.262152,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Very Right,429.8207,0.20939873300657694,0.465,0.23363113968219773,0.12131819,0.08808054,0.11735488999999999,0.145,0.19886014000000007,0.17221604,0.06141512,0.07323717,0.02251791,4.07829,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Both left and Right,200.4265,0.045000000000000005,0.6023400099288267,0.2799274048092443,0.0167505,0.02513666,0.05778951,0.21253537000000003,0.33201493,0.22504389,0.05488351000000001,0.06284947,0.012996519999999998,4.853146,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Politics,Neither left nor right,1673.316,0.185,0.4849999,0.16807972911273183,0.11713418,0.06681661,0.08092405,0.19170085,0.21294711,0.1128773,0.05520244,0.12914369,0.03325442,4.045784,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Loss of job risk,High risk,556.2398,0.16286633930186228,0.465,0.28499990000000003,0.09148718,0.07137916,0.09689146999999998,0.15784232,0.205,0.17084479999999988,0.11328859,0.06014918,0.0331173,4.411841,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Loss of job risk,Low risk,1874.312,0.1115150519230523,0.5779566048768828,0.22256865452496702,0.04835505,0.06315998,0.09499990000000001,0.16692936,0.3160293600000001,0.16756677,0.054999900000000004,0.06008199,0.02787769,4.492358,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
Loss of job risk,Zero risk,3478.817,0.13862775765439803,0.5283155164528631,0.24098594435982118,0.07814513,0.060482600000000004,0.08634536,0.17935473,0.26282829,0.17577196999999997,0.0649999,0.06962766,0.02244436,4.40538,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Arthaud,24.07418,0.01450968215739851,0.595,0.24769774089917082,0.0,0.01450968,0.01698589,0.21886345,0.35688601,0.12634952,0.12134822,0.11362086,0.03143628,5.085013,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Poutou,32.85668,0.05545666817219513,0.6043474264593989,0.22119663337866152,0.00739894,0.048057720000000005,0.06304499,0.22493015,0.3163722,0.18657442,0.03462221,0.10107296,0.01792647,4.694699,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Roussel,98.04205,0.072912714493424,0.5398679444177269,0.29741840363395095,0.03825107,0.03466166,0.0646211,0.13541241,0.33983459,0.19569205,0.1017263,0.05992096,0.02987963,4.865415,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Melenchon,942.3053,0.06289941274871318,0.545,0.3223228183052775,0.02451262,0.03838681,0.0705636,0.165,0.3090456100000001,0.23192377,0.090399,0.05363669,0.0165319,4.885625,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Hidalgo,75.31895,0.06130392152306956,0.635,0.2749999,0.00364842,0.05765549999999999,0.075,0.23634915,0.31731330000000013,0.22384592000000003,0.05260053,0.03358718,0,4.746731,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Jadot,198.8808,0.03045530790302533,0.505,0.4208178969513397,0.00451866,0.02593665,0.06530661,0.11193318,0.32537304,0.34085789,0.07996006,0.04311674,0.00299719,5.170196,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Macron,1195.294,0.07887866918097136,0.5893448808410315,0.27965278835165236,0.03416943,0.045,0.07998477,0.17105331,0.33801542,0.20917732,0.07047549,0.0385018,0.01362246,4.734459,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
1st round vote,Pecresse,205.1207,0.14038787894152077,0.5938367020003344,0.195,0.06376797,0.07661991,0.10499990000000001,0.21246198,0.27637523,0.17873715,0.01625281,0.05213131,0.01865374,4.250335,"q1v13b_i5. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Choisir certains produits pour des raisons politiques, éthiques ou environnementales, même s'ils coûtent un peu plus cher..."
