Indicator,Category,BASE,ST Améliorée,ST Aggravée,Beaucoup améliorée,Un peu améliorée,Un peu aggravée,Beaucoup aggravée,N'a pas changée,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.40294832980768863,0.3798123628966267,0.08021577,0.32173539,0.2236328,0.15617938,0.195,0.02323666,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Socio-Professional Category,Prof Intermed,896.9079,0.35289621152851924,0.4071379012270937,0.054999900000000004,0.29789755999999995,0.25942329,0.14771461,0.23587572,0.00408892,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Socio-Professional Category,Total-CSP-,1674.09,0.3015624607995986,0.445,0.054999900000000004,0.24591874000000002,0.2980546799999999,0.14623587,0.2049999,0.04979091000000001,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Socio-Professional Category,Salaried,956.6466,0.2808538701752559,0.44512383151730217,0.0396352,0.24121865,0.29682279,0.14860169,0.22872176999999996,0.0449999,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Socio-Professional Category,Blue collar,717.4432,0.3291757452018501,0.4410790986659292,0.07698984,0.25218582,0.29799767,0.14308129,0.17396625000000002,0.05577926,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Far left,187.3446,0.44468241945591175,0.355,0.13238076,0.31230166,0.26757387,0.08676150999999999,0.16753779,0.0334449,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Radical left,828.7407,0.325,0.4399694621007512,0.0793272,0.24562037,0.29291575,0.14705372,0.20071525,0.03436837,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Left,1430.296,0.395,0.3643550705588213,0.05792518000000001,0.3374276,0.25890522,0.10499990000000001,0.2118093,0.028932800000000005,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,PC/LFI,641.3963,0.2899742327793285,0.465,0.06383082,0.22614349,0.2999816499999999,0.165,0.21040595,0.03463809,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,PS,449.3176,0.503827582093379,0.29649272585805675,0.05993747,0.44389002,0.24687459,0.04961815,0.18653636000000004,0.01314357,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,EELV,339.583,0.4449999,0.265,0.04410804,0.40486008,0.19660389,0.06748014,0.24789924999999996,0.03904816,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,EM,672.9198,0.70735427906862,0.14499990000000001,0.205,0.50137765,0.12254988999999998,0.02248321,0.135,0.013589249999999999,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,MoDem,161.1257,0.47013213906906226,0.34191987994466433,0.07168856,0.39844364,0.25241566,0.08950422,0.17689673,0.01105095,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Right,573.0042,0.3310604006043935,0.45641689886391756,0.049805880000000004,0.28125448,0.29596903,0.16044797,0.19259265,0.01993001,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,UDI/PR,89.32552,0.41767268749177167,0.338670964355987,0.05991829,0.35852990000000007,0.24723371,0.0914373,0.2278809,0.0149999,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,LR,397.5368,0.34014310121729613,0.4480136178587743,0.04783602,0.29230728,0.30685411,0.14115926,0.19180878,0.020035119999999997,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Radical right,1008.8,0.155,0.6741297581284695,0.01779433,0.13673503,0.3549999,0.3192937500000001,0.1549999,0.01617709,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Debout la France,86.14185,0.19933156764104787,0.6172971674046935,0.04841049,0.15092107,0.2962726,0.32102445,0.15961847,0.02375284,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,Reconquete,205.4045,0.08296833808412181,0.7716125985555331,0.00270623,0.08026212,0.34139573,0.42879633000000006,0.14183959,0.005,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,RN,717.2537,0.16964206667738346,0.6530389456338811,0.01843822,0.15120396,0.36803832000000003,0.28499990000000003,0.15844463,0.01887497,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Political similarity,No preference,1860.95,0.2284070501625514,0.4449999,0.025,0.20383369,0.28354182,0.1624538,0.25728633,0.06788436,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Total-left,1649.278,0.3555189604178313,0.38811176769471245,0.065,0.2905190299999999,0.27524414,0.11286763,0.23280338,0.02356582,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Very Left,217.9165,0.2759117368349804,0.40143697241833454,0.08850716,0.18740457999999996,0.28043586,0.12100103,0.31436518,0.0082867,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Left,1431.362,0.36763872451553137,0.3849999,0.0599044,0.30773424,0.27445363,0.11162934000000001,0.22038604,0.02589197,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Center,776.1196,0.575,0.25310570690393597,0.13677544,0.43599492,0.18423861,0.068867,0.16028419,0.01383949,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Total-right,1622.94,0.305,0.5208509248647516,0.0464292,0.25534382,0.2996937,0.22115722,0.16473339,0.01264193,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Right,1193.119,0.3478541536929678,0.4649999,0.053595439999999994,0.295,0.29144814999999996,0.17309346,0.17133815,0.015524800000000002,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Very Right,429.8207,0.175,0.6749999,0.02653683,0.14732201,0.32052621,0.35457529000000004,0.14639967,0.00463952,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Both left and Right,200.4265,0.3929325213981185,0.36902749885868386,0.08172532,0.31120725,0.25265436,0.11637318,0.21561051,0.02242991,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Politics,Neither left nor right,1673.316,0.2300602516201363,0.4601689698777756,0.029751859999999998,0.20030831,0.28558336,0.17458579000000002,0.22818033000000001,0.08159128000000002,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Loss of job risk,High risk,556.2398,0.30454670809244505,0.4809968650211654,0.08065421,0.22389264,0.22278431,0.25821256,0.17855795000000002,0.03589833,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Loss of job risk,Low risk,1874.312,0.32227323946066616,0.45938499033245267,0.04463988,0.27763334,0.30930194000000005,0.15004434,0.19338049999999998,0.025,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
Loss of job risk,Zero risk,3478.817,0.34688688712283516,0.4000880184269538,0.065,0.28188545000000004,0.25977385,0.14031411,0.21025389,0.0427727,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Arthaud,24.07418,0.4406837532991778,0.377810126866211,0.16484595,0.2765199200000001,0.19969872,0.17811135999999997,0.1549999,0.02582415,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Poutou,32.85668,0.35257579280682044,0.39991837276316416,0.07422588,0.27834985,0.32215579999999994,0.0777627,0.24010700000000001,0.00739894,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Roussel,98.04205,0.2851605000099447,0.3920223006352886,0.01908308,0.26607736,0.2649999,0.12603419,0.2792652799999999,0.04454019,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Melenchon,942.3053,0.295,0.42276011819099396,0.05549343,0.23821684999999998,0.28499990000000003,0.13757961,0.24871031,0.0349999,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Hidalgo,75.31895,0.37005959323649623,0.37220035595291756,0.04579245999999999,0.32426713,0.30928963,0.06291068,0.25774032,0,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Jadot,198.8808,0.4166173406382115,0.2149999,0.04693822,0.36976949000000015,0.1549999,0.06237048,0.32707038999999993,0.03885152,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Macron,1195.294,0.6618371714406664,0.16280580342576803,0.16000499,0.50183302,0.13923403,0.02357176,0.15730933,0.01804795,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Pecresse,205.1207,0.3007898276478191,0.4591265045409849,0.02080626,0.27998359,0.33576816000000004,0.12335825,0.23514974,0.00493347,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Dupont-Aignan,88.56025,0.16489677931125987,0.5390491783842074,0.04095698,0.12393980000000002,0.23046683,0.30757488000000005,0.255,0.04206151,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Zemmour,303.4525,0.1549999,0.6755024262446347,0.01418534,0.14355884,0.27695893,0.39854376,0.14884554,0.01790793,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Le Pen,993.0248,0.1861575863966338,0.6319519915313293,0.01912585,0.16703168,0.37200501,0.25994708,0.16017475,0.02171551,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Lassalle,134.5409,0.21278622337148037,0.5825919107126533,0.02782235,0.1849639,0.32867968,0.2539123,0.18845065,0.01617069,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Blank/Null/NA,96.61228,0.2148582975166304,0.4670704386647329,0.00866674,0.2049999,0.29999749000000003,0.16826484,0.23966374,0.07840729,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Blank,63.86856,0.1920489517847279,0.512364612573072,0.013109949999999999,0.17893890000000004,0.3375401,0.17482451,0.23917182,0.05641441,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
1st round vote,Null,19.09123,0.18028618376081584,0.5093440810256856,0,0.18028618,0.2729767,0.23636738,0.25232853,0.05804157,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
2nd round vote,Macron,2287.563,0.5549999,0.22347113500262067,0.11264678,0.44052707999999996,0.18102107,0.0424501,0.19835497000000002,0.025,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
2nd round vote,Le Pen,1619.66,0.1749999,0.645,0.024013520000000003,0.15154143,0.34575232,0.29685101,0.15736476,0.02447651,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
2nd round vote,Blank/Null/NA,370.4173,0.18685226095001503,0.5149999,0.01879601,0.16805624,0.3549831500000001,0.16293586,0.24623979,0.04898912999999999,"q8v13b_i6. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de rôle de la France dans le monde"
