Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Socio-Professional Category,Total-CSP-,523.9355,0.4480927518749922,0.4526757587527472,0.1534235,0.295,0.36235566999999996,0.08998915,0.09923168,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Socio-Professional Category,Salaried,313.1002,0.45225426237351496,0.43935104480929754,0.1549999,0.2967757,0.34767825,0.09215136,0.10839479,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Socio-Professional Category,Blue collar,210.8352,0.4419130676471481,0.475,0.15037176,0.2915414,0.38630868999999995,0.08677825,0.0849999,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Far left,57.50116,0.4863425363940484,0.5049999,0.27707128,0.20927126,0.37124405000000005,0.1349999,0.00741351,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Radical left,272.6935,0.45474424582910855,0.516938980943807,0.17370707,0.28103721,0.37187575,0.14506308,0.02831695,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Left,473.2428,0.5526264741904156,0.42125817867699206,0.21892885,0.33369742,0.31647011,0.10478818,0.02611566,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,PC/LFI,215.1924,0.44630089166717785,0.5197967028575359,0.14608727,0.30021358,0.3720999,0.14769671,0.03390251,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,PS,163.892,0.6793699509433041,0.29727527884216437,0.33166738,0.34770208,0.24193591000000003,0.05533936,0.0233554,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,EELV,94.15852,0.5750161536098911,0.41186023314725,0.18917045,0.3858457,0.31906587,0.09279425,0.01312382,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,EM,207.4823,0.7385781823316976,0.21801300641066731,0.335,0.40314831000000007,0.15344278,0.065,0.04340891,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,MoDem,53.12399,0.8283634192386528,0.15864497376797188,0.39784530000000007,0.43051793,0.12650488,0.03214009,0.012991650000000002,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Right,204.8564,0.5924764859677315,0.38042863195877696,0.2228316,0.36964454,0.30486751,0.07556112,0.027095339999999996,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,UDI/PR,26.51196,0.8019380687055956,0.14857505820014816,0.27145982,0.53047832,0.11988382,0.02869123,0.04948702,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,LR,148.9865,0.5929603688924835,0.3785898051165709,0.24678154999999996,0.34499989999999997,0.30029135000000007,0.07947727,0.02844993,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Radical right,317.252,0.43346361882667406,0.535,0.1349999,0.29782778,0.3588731500000001,0.17601175,0.03228742,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Debout la France,29.35796,0.40086232149645273,0.5991373378804249,0.05737568,0.34348674,0.50112372,0.09801379,0,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,Reconquete,58.58865,0.5888130209520103,0.3935566018332903,0.22096515,0.3685118600000001,0.29789285,0.09499990000000001,0.01763024,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,RN,229.3052,0.3949999,0.565,0.12385323,0.27409187,0.35536185,0.20652728,0.04016619,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Political similarity,No preference,595.9741,0.41814904372522227,0.46052219383359105,0.10237685,0.31577211,0.36878431,0.09173788000000001,0.12132845999999999,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Total-left,537.7431,0.5474660669751039,0.423372052565621,0.23111166000000002,0.31635422,0.31967123,0.10370073,0.029161949999999996,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Very Left,68.35823,0.5306791881533504,0.45965569910162973,0.30806503,0.22261431,0.30217678,0.15747892,0.00966507,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Left,469.3849,0.5499103188023304,0.41808779958622444,0.2199046,0.33000593,0.32221914,0.09586881,0.03200135,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Center,268.838,0.7431918106815256,0.24071277126001528,0.29499990000000004,0.44819187,0.18060267,0.0601101,0.01609546,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Total-right,518.3257,0.5086012520698858,0.4413279140895387,0.18887301999999997,0.31972831,0.31100175,0.13032622,0.05007026,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Right,390.359,0.5342036433129504,0.4188759577722046,0.1949999,0.33920374,0.31002359,0.10885252,0.04692025,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Very Right,127.9665,0.4305025143299223,0.5098182727510716,0.16547815,0.2649999,0.31401094,0.19583164,0.05967937,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Both left and Right,68.91406,0.5161580960401984,0.4377032785472224,0.20773307999999996,0.30842502,0.33120822000000005,0.10763378,0.0449999,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Politics,Neither left nor right,532.7796,0.3824851777357842,0.49935827122509957,0.09038487999999999,0.29210034,0.37555397999999995,0.12380406,0.11815615999999998,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Loss of job risk,High risk,163.013,0.4557135933943918,0.5123492604884272,0.105,0.35071308,0.28321281,0.22913639,0.03193772,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Loss of job risk,Low risk,620.4366,0.4349999,0.495,0.1549999,0.28499990000000003,0.40702667,0.08693723,0.0660363,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
Loss of job risk,Zero risk,1136.58,0.5690756479966215,0.37507258617959144,0.21899787,0.3509295600000001,0.2681183,0.10695437,0.054999900000000004,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Arthaud,7.934103,0.6834878498552388,0.3165120241065688,0.42232122000000005,0.26110475,0.245,0.07157403,0,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Poutou,9.561514,0.5234199311949969,0.47657996421905563,0.07499990000000001,0.44842014,0.20743817,0.26914179,0,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Roussel,28.81502,0.5445680759548318,0.36793068337276874,0.14499990000000001,0.39956831000000015,0.32766797,0.04026281999999999,0.087501,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Melenchon,318.9439,0.485,0.4649999,0.20625775,0.27768824,0.32420059,0.14427402,0.04757984,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Hidalgo,22.50871,0.7375966903478698,0.26240339850662253,0.26528108,0.47231538,0.20412662,0.05827677,0,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Jadot,62.09238,0.645,0.3243320677996237,0.18566368,0.457933,0.24294076,0.08139116,0.03207131,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Macron,395.4577,0.7318317483766279,0.2253262485469369,0.3049999,0.42683211,0.17925472,0.04607155000000001,0.04284172,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Pecresse,78.08033,0.6884778791278161,0.27046056285878917,0.2950788,0.39339894999999997,0.22012766,0.05033292,0.04106158,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Dupont-Aignan,41.48926,0.5068615347682749,0.4349999,0.065,0.44186146000000004,0.30380055,0.1319192,0.05741879,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Zemmour,101.2986,0.47894916612865335,0.4969411225821483,0.19119149000000002,0.28775778,0.37545217999999997,0.12148875,0.02410983,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Le Pen,317.9309,0.40335242658074444,0.5564334891638403,0.09003692,0.31241308,0.345,0.21233619999999997,0.0402138,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Lassalle,46.65067,0.535,0.4549999,0.27525564,0.25778086,0.36181559999999996,0.09386759,0.011280209999999999,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Blank/Null/NA,33.00879,0.4602792165359591,0.44207497457495415,0.15954202,0.3007372,0.26909157,0.17298323000000002,0.09764616999999999,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Blank,23.24457,0.5190313264560282,0.40901247043933275,0.20142171,0.31733516999999994,0.25428679,0.155,0.07195633,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
1st round vote,Null,6.576316,0.21713661569790746,0.663703356103934,0.05210876,0.16502781,0.3423327,0.32137066,0.11916013,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
2nd round vote,Macron,742.8865,0.6840848501083275,0.2789658985592012,0.28908487,0.39499989999999996,0.21936245,0.05960347,0.03694931,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
2nd round vote,Le Pen,532.472,0.3949999,0.5562818326597455,0.10415951,0.29345693,0.36505337,0.19122827,0.04610179,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
2nd round vote,Blank/Null/NA,132.0432,0.515,0.44394024076968747,0.14707376,0.36634692,0.29061565,0.15332452,0.04263916,"comp2v13b_i6_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent les incidents qui surviennent dans les centrales nucléaires en France"
