Indicator,Category,BASE,ST Elevé,ST Faible,Très élevée,Assez élevée,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.22593849908713426,0.39873779187329556,0.06779929,0.15813927,0.3649999,0.3386904000000001,0.060732039999999994,0.0096391,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Socio-Professional Category,Prof Intermed,896.9079,0.1535198876049592,0.456547322194397,0.04426861,0.10925127,0.38752831,0.40154841999999996,0.055,0.00240339,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Socio-Professional Category,Total-CSP-,1674.09,0.2098099863209266,0.42546732851877733,0.07256456,0.13724537,0.34081486999999994,0.32250715,0.105,0.02186805,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Socio-Professional Category,Salaried,956.6466,0.19096017275344937,0.4353837665863235,0.07373191,0.11722824,0.3489393899999999,0.33073582,0.105,0.02436464,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Socio-Professional Category,Blue collar,717.4432,0.23494445274552744,0.41224531781749413,0.07100807,0.16393632,0.335,0.31080657000000006,0.10070994,0.0185391,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Far left,187.3446,0.32018083254067636,0.3122439611283164,0.11040324,0.20977754,0.34795751,0.29401947,0.01822449,0.01961814,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Radical left,828.7407,0.2276317550230126,0.3946208989132548,0.07664908,0.15098269,0.36527819,0.35174356,0.04287744,0.01246998,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Left,1430.296,0.165,0.4549999,0.04834917,0.11601969,0.37197699,0.40350396,0.05292645000000001,0.0072244,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,PC/LFI,641.3963,0.20059922391195584,0.41868217824143983,0.06678985,0.13380935,0.37033703,0.36860393,0.05007827,0.01038208,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,PS,449.3176,0.16160853703482794,0.4705451110751059,0.04775121,0.11385732,0.365,0.41216949,0.05805764,0.00316434,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,EELV,339.583,0.09958973211262048,0.5090516898666894,0.01430995,0.08527977,0.3847259699999999,0.45753527,0.05151656999999999,0.006632279999999999,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,EM,672.9198,0.12326697772899535,0.475,0.028540239999999998,0.09472676000000001,0.39734453,0.42533048,0.04926186,0.00479557,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,MoDem,161.1257,0.1283257729834533,0.4783872467272446,0.02986298,0.09846282,0.3725228199999999,0.4164649100000001,0.06192229,0.020764019999999998,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Right,573.0042,0.17855558475836653,0.38989382625816704,0.04505340000000001,0.13350213,0.42821693,0.35648028,0.03341351,0.00333392,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,UDI/PR,89.32552,0.085,0.46060521114234765,0.02679108,0.057509199999999996,0.45499989999999996,0.4385940200000001,0.0221058,0,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,LR,397.5368,0.185,0.4029216917779687,0.04631191,0.13531962,0.41330111,0.37300522,0.02991635,0.00214635,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Radical right,1008.8,0.2149999,0.40874712529738305,0.07422683,0.14194421000000007,0.365,0.325,0.08313539,0.01069357,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Debout la France,86.14185,0.262098968155432,0.2564466632653002,0.05818286,0.20391610000000002,0.4691827499999999,0.19516843000000003,0.06127822,0.01227156,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,Reconquete,205.4045,0.22177444992685164,0.3489392880876514,0.08790956,0.13386493,0.42212785,0.28178789,0.06715145,0.0071585,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,RN,717.2537,0.20910244171622958,0.44416599036017523,0.07223528,0.13686711,0.33521569999999995,0.35382808,0.09033785,0.01151641,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Political similarity,No preference,1860.95,0.19092592493081492,0.4196753271178699,0.06850055,0.12242543,0.3626812099999999,0.28324334,0.13643204,0.02671818,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Total-left,1649.278,0.1549999,0.44832023467238397,0.05486932,0.10381694,0.38534565000000004,0.40051823,0.0478019,0.007648160000000001,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Very Left,217.9165,0.23750831166983682,0.4149999,0.11863218,0.11887613,0.34500646,0.40419317,0.01329244,0,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Left,1431.362,0.14668609338518138,0.45301433180425354,0.0451618,0.10152421,0.39148678,0.3999584299999999,0.053055750000000006,0.00881254,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Center,776.1196,0.1764560513611562,0.4249999,0.03533682,0.14111923,0.3931578100000001,0.39226622,0.03311992,0.005,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Total-right,1622.94,0.19190352077094655,0.40638107385362365,0.06361831,0.12828521,0.39313856,0.34656850999999994,0.059812529999999996,0.00857576,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Right,1193.119,0.1749999,0.4022968371134816,0.05184759,0.12444735,0.41576171,0.34295121,0.059345629999999996,0.005645619999999999,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Very Right,429.8207,0.2349999,0.417718132235139,0.09499990000000001,0.13893889,0.33034100000000005,0.3579022,0.0611086,0.01670941,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Both left and Right,200.4265,0.185,0.3928012513315355,0.065,0.12001496999999998,0.41053055,0.32965176999999996,0.06314948,0.01165323,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Politics,Neither left nor right,1673.316,0.19291102218588718,0.455,0.06067216,0.13223886,0.31951669000000005,0.28985589,0.165,0.0327164,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Loss of job risk,High risk,556.2398,0.28717470414738394,0.34731117766114544,0.11501996,0.1721548,0.35182830000000004,0.28323306,0.065,0.012763880000000002,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Loss of job risk,Low risk,1874.312,0.2290387619563872,0.4013873890792995,0.0694362,0.15960251,0.36246547999999995,0.31309649,0.08829085000000002,0.007108709999999999,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
Loss of job risk,Zero risk,3478.817,0.13860855572454658,0.46311346644563367,0.04206137,0.09654719,0.37845998,0.38345794,0.07965579,0.01981951,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Arthaud,24.07418,0.24983862378697844,0.3349999,0.14443715,0.10540147,0.3890186199999999,0.2549999,0.08031871,0.02582415,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Poutou,32.85668,0.2749999,0.495,0.04292585,0.23467142999999996,0.20820006999999996,0.33932369,0.15521526,0.01966371,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Roussel,98.04205,0.1582594407195688,0.36968137651140504,0.05153123,0.10672829,0.46499989999999997,0.28876142000000005,0.0816998,0.00627936,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Melenchon,942.3053,0.155,0.44951949224948645,0.04800569,0.10611289,0.38170676000000003,0.38314525,0.06637427,0.01465484,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Hidalgo,75.31895,0.15322093576716087,0.4783387182110213,0.040130309999999995,0.11309066,0.36844048,0.42247243,0.05586639,0,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Jadot,198.8808,0.1149999,0.5063329391273567,0.03211347,0.08448874999999999,0.365,0.42620149999999996,0.07982224,0.01237404,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Macron,1195.294,0.14351916766920939,0.45681890815146736,0.03375989,0.10975919,0.39274437999999995,0.38879263,0.06802639,0.006919109999999999,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Pecresse,205.1207,0.16052841083323136,0.41667062368644414,0.04903323,0.11149513,0.41846790999999994,0.3581563,0.05851433,0.00433258,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Dupont-Aignan,88.56025,0.25756499106540465,0.3330336127099912,0.10635571,0.15120926,0.39830476000000004,0.26719392,0.0649999,0.01193645,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Zemmour,303.4525,0.2581426417643618,0.36729471663604685,0.08651176,0.17163090999999997,0.36147404,0.29983431,0.06746054,0.013089039999999998,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Le Pen,993.0248,0.2149999,0.41505519298208865,0.0733254,0.14499990000000001,0.3603717900000002,0.33882417,0.07623116,0.006247580000000001,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Lassalle,134.5409,0.18721823623894296,0.3818804541964563,0.07660622,0.11061200999999998,0.43104530999999996,0.33673656,0.0449999,0,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Blank/Null/NA,96.61228,0.20997734449492342,0.4294573112237906,0.08883435,0.12114299,0.31170903,0.23757590999999997,0.1918814,0.04885584,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Blank,63.86856,0.19735813677339836,0.4449999,0.08661882,0.11073938,0.315,0.25275469,0.19230041,0.0425867,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
1st round vote,Null,19.09123,0.23690327967344169,0.5022018487022575,0.09801883,0.13888445,0.23414081,0.24369378000000003,0.25850802,0.02675451,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
2nd round vote,Macron,2287.563,0.1408112038881552,0.46312167140314825,0.03413522,0.10667597,0.38905566,0.39499989999999996,0.06757016,0.007563090000000001,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
2nd round vote,Le Pen,1619.66,0.23296488151834333,0.37947717422175026,0.08167671,0.15128817,0.37812195,0.30331582,0.07616129,0.00943524,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
2nd round vote,Blank/Null/NA,370.4173,0.1696301711610122,0.41551730980167506,0.05674065,0.11288946,0.39403254000000004,0.33051966,0.085,0.02081769,"q13v13b_i5. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Une ferme de panneaux solaires"
