Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Prof Intermed,896.9079,0.7630345323081668,0.228486001739978,0.30843579,0.45431382,0.15377164,0.075,0.00847875,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Socio-Professional Category,Total-CSP-,1674.09,0.7185163282738682,0.2572390373277422,0.276449,0.44206745,0.16764499000000002,0.08959399,0.02424469,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Socio-Professional Category,Salaried,956.6466,0.7205215593720815,0.25020754790745087,0.26753861,0.45298306,0.16073375000000004,0.08947389,0.0292701,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Socio-Professional Category,Blue collar,717.4432,0.7158418952190222,0.2649999,0.28833042,0.4293717900000001,0.1749999,0.08975413,0.01754376,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Far left,187.3446,0.7007300984389194,0.2780949651070807,0.28822032,0.41251016,0.19605038,0.08204459,0.02117502,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Radical left,828.7407,0.745,0.2349999,0.27947929000000005,0.465,0.19306449,0.04318263,0.01927359,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Left,1430.296,0.8087423861913897,0.17375207649325733,0.32855696,0.4810175099999999,0.14499990000000001,0.02791933,0.0175063,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,PC/LFI,641.3963,0.7572583440222527,0.224023587289169,0.2783892,0.47886946,0.1921921,0.03183149,0.01871821,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,PS,449.3176,0.8701499785452428,0.11028993745181583,0.40632951,0.46382091,0.08127823,0.029011709999999996,0.01955995,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,EELV,339.583,0.825,0.16276948492710175,0.31973060000000003,0.505,0.14368481,0.01908465,0.01249994,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,EM,672.9198,0.955,0.04361299816114788,0.54823071,0.40572769999999997,0.03440067,0.00921235,0.00242835,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,MoDem,161.1257,0.9417920294527814,0.058208231213270144,0.49937229000000005,0.44241930000000007,0.04917441,0.00903382,0,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Right,573.0042,0.895,0.0949999,0.40833261,0.48588499,0.0649999,0.03121256,0.00956994,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,UDI/PR,89.32552,0.8992592486447323,0.10074080733031278,0.41104367,0.4882158,0.02228913,0.07845168,0,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,LR,397.5368,0.9264525950805056,0.06875446499544192,0.4103003800000001,0.51615272,0.05666399,0.01209048,0.00479311,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Radical right,1008.8,0.755,0.2249999,0.33649128,0.41716624,0.15170262,0.07353986,0.02110039,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Debout la France,86.14185,0.7390848931152512,0.21937699271608396,0.39644087,0.34264379,0.14890265,0.07047428,0.04153823,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,Reconquete,205.4045,0.765,0.2331912397245435,0.27798816,0.48509424000000007,0.15104533,0.08214591,0.00372653,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,RN,717.2537,0.755,0.2236705087753469,0.34604506,0.40666336,0.15222717,0.07144347,0.02362128,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Political similarity,No preference,1860.95,0.5789838523334856,0.37813321153174456,0.16960982,0.40937446,0.23125893000000003,0.14687423,0.04288338,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Total-left,1649.278,0.7803129611866526,0.205,0.32272934,0.45806275,0.16773212,0.03647589,0.0149999,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Very Left,217.9165,0.6974492523512447,0.29056514765976876,0.28652571,0.41092359,0.22431294,0.06625217,0.01198607,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Left,1431.362,0.7929286930909162,0.1910605423365997,0.328241,0.46468761999999997,0.15911796,0.03194261,0.01601093,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Center,776.1196,0.8915739275235415,0.10111187760236953,0.43475761,0.45681593,0.07409028,0.02702158,0.007314219999999999,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Total-right,1622.94,0.83710365139808,0.14948032582843482,0.37702737,0.46007548,0.09755376,0.05192654,0.01341591,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Right,1193.119,0.8637084817189233,0.12916624410473726,0.38911852,0.47448097,0.085,0.04427625,0.00712426,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Very Right,429.8207,0.765,0.2049999,0.345,0.4182500199999999,0.13270671,0.07316267,0.0308806,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Both left and Right,200.4265,0.8614374845641669,0.125,0.3749999,0.48643732,0.07687601,0.04672075,0.01496602,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Politics,Neither left nor right,1673.316,0.558642001869342,0.3914140544882138,0.1775413,0.38165686000000004,0.23585736,0.1549999,0.04994458,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Loss of job risk,High risk,556.2398,0.6920732748717371,0.29768060466007645,0.28908269,0.40283354000000016,0.165,0.13283773,0.010246039999999998,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Loss of job risk,Low risk,1874.312,0.745,0.24324408102813194,0.24698026999999997,0.495,0.17887513,0.06436895,0.014775650000000001,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
Loss of job risk,Zero risk,3478.817,0.7636544262029304,0.20604662447033,0.35420662,0.4094481,0.13681881,0.06922779,0.03030027,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Arthaud,24.07418,0.7277685055108836,0.21077498797466832,0.245,0.48276867000000007,0.14955816,0.06121683,0.06145634,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Poutou,32.85668,0.6391004812415618,0.3386020742205238,0.20240484,0.4366956699999999,0.23918263,0.09941953999999999,0.02229726,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Roussel,98.04205,0.8043415044871053,0.15720132330974312,0.3048391,0.49950241,0.10973067,0.04747062,0.03845702,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Melenchon,942.3053,0.7874236725613238,0.19403711302483387,0.29036778,0.49877740000000004,0.15731589,0.0349999,0.01853903,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Hidalgo,75.31895,0.9459786680510017,0.041466456980613776,0.55910578,0.38687315999999994,0.04146646,0,0.01255492,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Jadot,198.8808,0.9094246402870463,0.07161128676071295,0.34124199,0.56818305,0.05997019,0.01164108,0.01896403,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Macron,1195.294,0.9494216485651228,0.04688992833562286,0.51283149,0.43659183,0.03614076,0.01074916,0.00368823,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Pecresse,205.1207,0.9492708439470029,0.0449999,0.48929776,0.45997288,0.04074263,0.00434343,0.00564282,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Dupont-Aignan,88.56025,0.7416357790317891,0.24367941599080853,0.34348955,0.39783104000000025,0.12978757,0.11389183999999998,0.015,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Zemmour,303.4525,0.7904472693419893,0.20071157759451644,0.29421264,0.49623483,0.13321792,0.06749366,0.00884133,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Le Pen,993.0248,0.8005894716828824,0.18755402684807065,0.35580954,0.44477943,0.12877755,0.058776419999999996,0.01185659,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Lassalle,134.5409,0.7887311590750471,0.19876483656642702,0.31538789,0.47334364,0.1510783,0.04768657999999999,0.01250317,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Blank/Null/NA,96.61228,0.6403095962542236,0.2904229151822108,0.2054803,0.4348293,0.20253150000000003,0.08789139,0.06926718,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Blank,63.86856,0.6982552918055456,0.2449999,0.23976758,0.4594119999999999,0.1549999,0.08975068,0.056069839999999996,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
1st round vote,Null,19.09123,0.485,0.4449999,0.105,0.37672522,0.34123658,0.10420130000000001,0.0728369,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
2nd round vote,Macron,2287.563,0.9227094510621128,0.06824944274758771,0.45410072,0.46860961000000007,0.05653466,0.01171484,0.00904206,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
2nd round vote,Le Pen,1619.66,0.7783615079708087,0.20804440438116642,0.34212903,0.43623205,0.14619402,0.06185033,0.01359394,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
2nd round vote,Blank/Null/NA,370.4173,0.8096789755770046,0.1694755347549912,0.30436402,0.50531441,0.1336217,0.03585383,0.02084589,"q56_i8. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- C'est utile de voter car c'est par les élections que l'on peut faire évoluer les choses"
