Indicator,Category,BASE,ST 1-2,ST 3-5,ST 6-7,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Ne peut choisir,No rep.,moyenne,Question
Political similarity,Left,1430.296,0.02321618741854833,0.5094072835273258,0.435,0.00442703,0.01878916,0.03898513,0.11669668,0.35372573,0.26731635,0.16505416,0.02011577,0.01489085,5.340605,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,PC/LFI,641.3963,0.012872810460553014,0.495,0.4616252073795873,0.0037621,0.00911071,0.045,0.13799615,0.31030775999999993,0.28063882,0.18098623,0.01995146,0.01224677,5.385801,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,PS,449.3176,0.03854632001951403,0.5052174675552438,0.413340585812797,0.0,0.03854632,0.0382748,0.08731739,0.37962524,0.26431415,0.14902641,0.01898728,0.02390886,5.295538,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,EELV,339.583,0.02246844217761195,0.5449999,0.405,0.01154052,0.01092792,0.029645150000000002,0.1149999,0.4007213799999999,0.2461246,0.15616862,0.0219192,0.00795271,5.314274,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,EM,672.9198,0.020396056112481752,0.573964089034087,0.35840957570278065,0.00304218,0.01735388,0.0522935,0.16234208,0.35907353999999997,0.2536647,0.105,0.02787775,0.01935237,5.138538,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,MoDem,161.1257,0.008027384830601201,0.5659452216499292,0.3400247136242077,0.0,0.00802738,0.06766475,0.14275531,0.35552496999999994,0.28373481,0.05628994,0.05463771,0.03136474,5.103006,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,Right,573.0042,0.0649999,0.6172621422321163,0.24524986029770812,0.03275405,0.0349999,0.09092706,0.16780793,0.3595556000000001,0.18794138000000002,0.05730849999999999,0.03983124,0.02887434,4.692681,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,UDI/PR,89.32552,0.07785161508155788,0.5799762486689134,0.2474775405729516,0.04881913,0.02903249,0.05027821,0.17047334,0.35922477999999997,0.19864021,0.04883733,0.01107856,0.08361615,4.71602,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,LR,397.5368,0.04835200162601298,0.6385413878664817,0.25320875954125505,0.02861969,0.0197323,0.11164483000000001,0.13224854,0.395,0.19265991000000005,0.06019649,0.04060733,0.01929091,4.770441,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,Radical right,1008.8,0.1291482950039651,0.585,0.1925444091990484,0.05207003,0.07707824,0.10989245,0.215,0.2579031500000001,0.12329946,0.06924504,0.06437609,0.031135539999999996,4.323172,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,Debout la France,86.14185,0.15366236039741427,0.5577261226685983,0.2049999,0.0349999,0.11848747,0.03746765,0.32932209,0.19111129,0.15344562,0.05276496,0.06606501,0.01633601,4.301145,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,Reconquete,205.4045,0.1515448298357631,0.6349999,0.1085682153993705,0.06020297,0.09134186,0.15992206,0.19086500000000006,0.28499990000000003,0.06745636,0.04111184,0.06768381,0.0364162,4.022664,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,RN,717.2537,0.1197903057174888,0.5706315631414659,0.215,0.05177005,0.06802024,0.10426336999999998,0.20782061,0.25854757,0.13567095,0.07928099,0.06322601,0.0314007,4.411011,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Political similarity,No preference,1860.95,0.04395154625325774,0.6073946102796958,0.2149999,0.02242415,0.02152739,0.05785137,0.25217856,0.29724094,0.14268309,0.0734534,0.1076411,0.025,4.731902,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Total-left,1649.278,0.025,0.5018432307955359,0.43082294191761483,0.005,0.0160411,0.03124531,0.12762227,0.34281004999999987,0.26650977,0.16431293,0.03429748,0.01216109,5.354009,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Very Left,217.9165,0.00838467486399607,0.39893225157342377,0.5520463113164904,0.0,0.00838467,0.0069732,0.07499990000000001,0.31770818,0.2749999,0.27629693,0.01762064,0.02301658,5.743774,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Left,1431.362,0.025,0.5149999,0.4123669623756953,0.00557044,0.01720674,0.03494059,0.1349999,0.3476736,0.2649999,0.147264,0.03683643,0.0105084,5.294251,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Center,776.1196,0.029281286028596625,0.5941255703373552,0.325,0.011320270000000002,0.01796101,0.0509975,0.16281434,0.37995968000000013,0.24615407000000003,0.075,0.03294838,0.02284475,5.033331,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Total-right,1622.94,0.0883723366236583,0.6161355934292087,0.21240939283029564,0.0370993,0.05127306,0.11052454,0.18719379999999997,0.31841744,0.16064796,0.05176134,0.05426201,0.02881977,4.513273,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Right,1193.119,0.06884608324903049,0.635,0.2249999,0.03291406,0.03593202,0.11637607,0.1758496,0.33932098000000005,0.18310914999999997,0.0449999,0.04649832,0.0249999,4.596922,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Very Right,429.8207,0.14257449676109132,0.5745118836761468,0.1678427307014297,0.04871692,0.09385758,0.09428171,0.21868365,0.26154673,0.09829915,0.06954353,0.07581289,0.03925753,4.269658,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Both left and Right,200.4265,0.0149999,0.615,0.2896774628105565,0.0049999,0.012539110000000001,0.0677119,0.17921263,0.3673212500000001,0.17377353,0.11590383999999998,0.03948078,0.03905706,5.035829,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Politics,Neither left nor right,1673.316,0.05174005388103622,0.5856036755759223,0.2249999,0.024185879999999996,0.02755417,0.06747177,0.25008462,0.26804782,0.13479104,0.09241213000000001,0.10643543,0.02901807,4.716825,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Loss of job risk,High risk,556.2398,0.059463454430984636,0.4509713256764439,0.3986397593268227,0.03247784,0.026985609999999997,0.047361839999999995,0.15011342,0.25349624,0.23333713,0.16530268,0.0649412,0.02598392,5.119063,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Loss of job risk,Low risk,1874.312,0.04863739868282335,0.6149998999999999,0.255,0.01949024,0.02914716,0.08070161,0.18444745000000012,0.3549999,0.16652302,0.08846574,0.05788321,0.01834167,4.818704,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
Loss of job risk,Zero risk,3478.817,0.04804561435683452,0.5654381935008367,0.2949999,0.01906022,0.028985430000000003,0.06318593,0.18645961999999996,0.3157927,0.20330865,0.09481766000000001,0.061351920000000004,0.02703946,4.908859,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Arthaud,24.07418,0.015,0.531381338845186,0.21666831435172457,0.0,0.015,0.0,0.14233673,0.38855427000000015,0.16758448,0.049083829999999995,0.12440374,0.11303695,5.104761,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Poutou,32.85668,0.034208203628607645,0.465,0.37004377800800325,0.0,0.0342082,0.05183743,0.10644237,0.30591496,0.25389388,0.11614999,0.11362682,0.01792647,5.199727,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Roussel,98.04205,0.0149999,0.4508450200704698,0.4707553544627025,0.00334612,0.011764209999999999,0.01893144,0.13237463,0.29953892,0.28947661,0.18127885,0.03792807,0.025360860000000002,5.462384,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Melenchon,942.3053,0.018666423716390004,0.494494618676134,0.4208630684768514,0.00840351,0.01026291,0.02714961,0.14034273,0.32499989999999995,0.2509889600000001,0.17187699000000004,0.04702387,0.01895152,5.357266,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Hidalgo,75.31895,0,0.5378031690563929,0.41958710258175397,0.0,0.0,0.07153068,0.135,0.3312722900000001,0.28774405,0.13184302,0.01136007,0.03124989,5.28594,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Jadot,198.8808,0.01941691203977458,0.5588880374576128,0.380789196342734,0.00659601,0.01282091,0.02947221,0.13717337,0.39224254,0.26692969,0.11385946,0.027247899999999995,0.01365801,5.243651,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Macron,1195.294,0.0249999,0.5619730375957713,0.36097169399327694,0.0049999,0.02005804,0.05517805,0.16177024,0.34499989999999997,0.27375299000000014,0.08725293,0.03523478,0.01675317,5.101141,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Pecresse,205.1207,0.040425217932661114,0.6276051125020538,0.24857301091503686,0.01022992,0.0301953,0.08650975,0.19133598,0.349759,0.22511740999999996,0.023455680000000003,0.06419313,0.0192034,4.755802,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Dupont-Aignan,88.56025,0.08831325566492867,0.6403612230091943,0.18336206142146166,0.01742966,0.0708836,0.07452418,0.20998078,0.35585638,0.14262968,0.04073232999999999,0.08046993,0.00749343,4.542448,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Zemmour,303.4525,0.125,0.6095290037155733,0.15049047214967748,0.03601114,0.08507304999999998,0.12181478000000001,0.23234885,0.2553659,0.11552978,0.03496073,0.08496813,0.03392798,4.217129,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Le Pen,993.0248,0.09655360067543127,0.5930653494253114,0.20923576128209487,0.03679377,0.0597598,0.09689067,0.22117490000000012,0.2749999,0.13849745,0.0707384,0.06858483,0.03256028,4.48761,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
1st round vote,Lassalle,134.5409,0.045000000000000005,0.6349999,0.2316160364617748,0.01692036,0.0261206,0.10464008,0.15817198,0.3746321,0.19876038,0.03285568,0.05929094,0.02860748,4.726978,"q1v13b_i6. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Aider en France les gens qui sont moins bien lotis que vous..."
