Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,Far left,187.3446,0.7015126136541965,0.27909750267688527,0.41128583,0.29022689,0.19638346000000004,0.08271405,0.01939017,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,Radical left,828.7407,0.8069013625130274,0.16072156224498205,0.48921164,0.31768996,0.11664963,0.04407194,0.03237741,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,Left,1430.296,0.7812068271183027,0.185,0.41239177,0.36881499,0.13721314,0.04697827,0.03460247,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,PC/LFI,641.3963,0.8376841275822764,0.1249999,0.51197271,0.32571142,0.09336027,0.032785,0.03617082,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,PS,449.3176,0.7262675666388317,0.25445030419462755,0.36850125999999994,0.35776676,0.19972394,0.05472628,0.01928236,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,EELV,339.583,0.7472240954346948,0.20086479594090395,0.2822244500000001,0.465,0.13733046,0.06353431,0.05191077999999999,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,EM,672.9198,0.4964408834455458,0.46996566307010135,0.15706864,0.33937194,0.3806302,0.08933542,0.03359292,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,MoDem,161.1257,0.6308298427873393,0.34566707856040346,0.25998931,0.37084078,0.28651599,0.05915104,0.02350258,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,Right,573.0042,0.7249998999999999,0.25702865703253136,0.40153091,0.32423654,0.23561991,0.02140871,0.01720428,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,UDI/PR,89.32552,0.5303193309146143,0.448168003947808,0.24678065000000002,0.28353879,0.43316769999999993,0.015,0.02151286,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,LR,397.5368,0.7349998999999999,0.245,0.39465295999999994,0.34347059,0.21691232,0.025,0.01996413,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,Radical right,1008.8,0.8312602101506741,0.15148681601903252,0.54631998,0.28493993,0.12004213,0.03144467,0.0172536,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,Debout la France,86.14185,0.8711088744901577,0.1288911255098422,0.59343467,0.27767409,0.11661776,0.012273370000000002,0,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,Reconquete,205.4045,0.8862819461112098,0.0949999,0.67021219,0.21606961,0.05162297,0.04370915,0.01838598,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,RN,717.2537,0.8107171841706777,0.17028186818694696,0.5049999,0.3057166800000001,0.1400471,0.03023487,0.01900145,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Political similarity,No preference,1860.95,0.699854912813348,0.21381487949703107,0.34623166,0.35362353,0.16421946,0.04959537,0.0863308,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Total-left,1649.278,0.7770260683765865,0.19101794845987152,0.44202597000000005,0.335,0.14777709,0.04324084999999999,0.03195609,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Very Left,217.9165,0.862177944304355,0.11776712639933185,0.67225313,0.18893227,0.065,0.05375934999999999,0.02005525,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Left,1431.362,0.765,0.2021699611977962,0.40840458,0.35565734,0.16053039,0.04163947,0.03376791,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Center,776.1196,0.6417322794064214,0.33735303167192277,0.24499990000000002,0.39673299000000006,0.29623823,0.04111477,0.02091411,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Total-right,1622.94,0.7664072608968908,0.2149999,0.44914741,0.31725942,0.17352096,0.04246108,0.01761039,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Right,1193.119,0.7367503157690055,0.24310299307948327,0.395,0.34175144999999996,0.20276921000000003,0.04033379,0.02014555,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Very Right,429.8207,0.8487285512307807,0.14069838888634262,0.6019503,0.24677755,0.09233221999999999,0.04836616999999999,0.01057316,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Both left and Right,200.4265,0.6449999,0.3076488388511499,0.26410295,0.3824856,0.22844973,0.07919921,0.045763080000000005,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Politics,Neither left nor right,1673.316,0.6649999,0.24025527754470766,0.33216606000000015,0.33257872,0.17726903,0.06298619,0.095,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Loss of job risk,High risk,556.2398,0.7285783937071746,0.2274116307391165,0.4610772899999999,0.26729982,0.135,0.09261302,0.04400987,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Loss of job risk,Low risk,1874.312,0.7349587475297602,0.2207567896913641,0.35158437,0.3826588999999999,0.17968721,0.04106952,0.045,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
Loss of job risk,Zero risk,3478.817,0.7096225527241014,0.24343352927158857,0.38340584,0.3266872,0.1949999,0.04796139,0.04694567,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Arthaud,24.07418,0.6677319850561888,0.2596946604204172,0.31808527,0.3496467999999999,0.21693403,0.04276067,0.07257315,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Poutou,32.85668,0.8597371980370507,0.1242366240289646,0.5331821800000001,0.32691342999999995,0.0849999,0.03887818,0.01602631,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Roussel,98.04205,0.8049999,0.165,0.47131454000000006,0.33319305,0.135,0.026747760000000002,0.03374465,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Melenchon,942.3053,0.8288739328962704,0.13960379932066602,0.5186577,0.31021549,0.10710425,0.03249959,0.03152213,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Hidalgo,75.31895,0.7049998999999999,0.25623259485162764,0.35235475,0.3539923200000001,0.22849695,0.02773566,0.03742061,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Jadot,198.8808,0.7690506071978793,0.19646944300304503,0.295,0.47364393,0.165,0.03187585,0.03448022,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Macron,1195.294,0.5378472576621316,0.4175924082275992,0.14902953,0.38881781,0.34769153,0.06990077,0.04456189,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Pecresse,205.1207,0.692846699528619,0.28581108586310405,0.35041641,0.34243029,0.22939382,0.05641727,0.02134176,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Dupont-Aignan,88.56025,0.8386245522116299,0.15044164848224797,0.57880381,0.25982052,0.12364001000000001,0.02680163,0.01093392,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Zemmour,303.4525,0.8606068495069246,0.12197879404519653,0.58853527,0.27207151,0.07165504,0.05032376,0.01741465,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Le Pen,993.0248,0.8229753174341669,0.159159066319391,0.50985061,0.3131239,0.12015027,0.03900877,0.01786602,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Lassalle,134.5409,0.785,0.2049999,0.43677520999999997,0.34579254,0.16419996,0.04256408,0.010667770000000002,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Blank/Null/NA,96.61228,0.7077043415184902,0.22303282771092867,0.31162591,0.39687265,0.15723891,0.0649999,0.06926263,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Blank,63.86856,0.7600548689370795,0.19187249563791636,0.33946468,0.42058988,0.15009665,0.04177583000000001,0.04807256,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
1st round vote,Null,19.09123,0.5843657009003611,0.32093940516142755,0.15138852,0.4326720799999999,0.14872661,0.17221279,0.095,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
2nd round vote,Macron,2287.563,0.6332441991761538,0.325,0.24067796,0.39083072,0.27054949,0.055,0.04294183000000001,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
2nd round vote,Le Pen,1619.66,0.8331896817850659,0.1476659916278725,0.54260184,0.2905871,0.10987195,0.03779407,0.01914493,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
2nd round vote,Blank/Null/NA,370.4173,0.8056437968744979,0.15201428227029354,0.515,0.29064321000000004,0.11321693,0.03879735,0.04234250999999999,"q18bv12b_i3. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- L'Etat ne devrait pas faire appel à des cabinets de consultants privés pour élaborer sa politique ou ses réformes"
