Indicator,Category,BASE,ST Elevé,ST Faible,Très élevée,Assez élevée,Assez faible,Très faible,Je ne sais pas,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.6849999,0.135,0.4320088400000001,0.2549999,0.16724651,0.06855507,0.06616709,0.01102259,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Socio-Professional Category,Prof Intermed,896.9079,0.7533056627107421,0.12086893202746903,0.4893480799999999,0.26232838,0.1224546,0.05270107,0.06816787,0.005,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Socio-Professional Category,Total-CSP-,1674.09,0.6868501693457341,0.16218817387356715,0.48093101,0.20591898,0.12795722,0.0595339,0.10265416000000001,0.02300437,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Socio-Professional Category,Salaried,956.6466,0.7084355915758233,0.15189078182058036,0.50077824,0.20765725000000002,0.11729064999999998,0.04215797,0.10973279,0.02238232,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Socio-Professional Category,Blue collar,717.4432,0.6580679836396804,0.1749999,0.455,0.20190118999999995,0.14218004,0.0827032,0.09321557000000001,0.025,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Far left,187.3446,0.6802010839917456,0.12904690073799832,0.47924001999999993,0.20096149000000002,0.17397923,0.07557229,0.05347461,0.01677281,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Radical left,828.7407,0.7294999509496758,0.09284969351692272,0.4814127299999999,0.24805744,0.165,0.04348594,0.04936375,0.01268014,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Left,1430.296,0.7604223181774961,0.09290272782696728,0.50327331,0.25750642,0.13934095,0.03754426,0.054999900000000004,0.00733516,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,PC/LFI,641.3963,0.7438995204680788,0.085,0.48119969999999995,0.26181348,0.1623391,0.035,0.048163000000000004,0.01148472,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,PS,449.3176,0.7395906592575051,0.1185815779306219,0.44058256,0.29900832,0.14182787,0.04265005,0.0759315,0,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,EELV,339.583,0.8191897120880609,0.07899556220423283,0.625,0.19419023000000002,0.09261117,0.03726771,0.04172785,0.00920304,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,EM,672.9198,0.6302391458833578,0.15989498302769514,0.3343819,0.2958568,0.20443937,0.09192562000000001,0.06796935,0.005426300000000001,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,MoDem,161.1257,0.5974906548117402,0.16171206703834334,0.36059926,0.23718612,0.23550265,0.08726429,0.07444778,0.0049999,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Right,573.0042,0.6349999,0.15551889497494084,0.34499989999999997,0.29499990000000004,0.19892349000000006,0.07015277,0.08536615,0.00555779,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,UDI/PR,89.32552,0.6202920509166922,0.15821928604501828,0.32288018,0.29741198,0.22148877,0.08704731,0.07117202,0,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,LR,397.5368,0.6189796768500425,0.15847549208023004,0.32964194,0.28933749,0.21453443,0.07565712,0.08281839999999999,0.00801092,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Radical right,1008.8,0.685,0.15428201823949247,0.4451840799999999,0.23706432999999996,0.15090176,0.07180291,0.08247910999999998,0.01256839,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Debout la France,86.14185,0.7609055296583483,0.13907432914431253,0.44027473,0.3206308,0.10002016,0.02723164,0.11184264,0,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,Reconquete,205.4045,0.6249998999999999,0.1280751395417335,0.42326817,0.20236777,0.235,0.08054994000000001,0.04752523,0.011288889999999998,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,RN,717.2537,0.6887904516909429,0.165,0.45147668,0.23696427,0.13315227,0.075,0.08896252,0.01444426,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Political similarity,No preference,1860.95,0.6582648647196324,0.20258690453800476,0.48303234000000006,0.17639088,0.10909347000000001,0.05642828,0.14499990000000001,0.030055129999999996,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Total-left,1649.278,0.7517483407891211,0.10674440573390295,0.50261345,0.24913495,0.13429737,0.03839877,0.06834566,0.00721053,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Very Left,217.9165,0.828547172885027,0.07959066890299725,0.68077314,0.14777449,0.09186243,0.029280439999999998,0.05031023,0,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Left,1431.362,0.740055276023815,0.11087838017217168,0.47548922,0.26456627,0.14075782,0.03978697,0.07109145,0.00830829,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Center,776.1196,0.665,0.1408763546236946,0.38514914,0.27843956,0.19216059,0.08162992,0.05924647,0.00337395,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Total-right,1622.94,0.6466911900624791,0.15085154103047554,0.40083306,0.24585801000000002,0.19449746,0.07585573,0.07499587,0.00795896,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Right,1193.119,0.6402081435296899,0.15278408943282273,0.39115275,0.24801935,0.20304379,0.07354713,0.07923698,0.005,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Very Right,429.8207,0.665,0.14499990000000001,0.425,0.23968692000000005,0.17077388,0.08226405,0.06322318,0.01905197,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Both left and Right,200.4265,0.7180627312256613,0.1249999,0.45598132,0.26208186,0.14826782,0.06281295,0.0627217,0.00813473,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Politics,Neither left nor right,1673.316,0.641129350343868,0.21869067169620085,0.4701231800000001,0.17064362,0.10040948999999999,0.06405281,0.155,0.0397709,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Loss of job risk,High risk,556.2398,0.7449998999999999,0.1252667464643846,0.5637408399999999,0.18226438000000003,0.12013578,0.06038849,0.065,0.00847051,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Loss of job risk,Low risk,1874.312,0.6802277315623013,0.14684817682434942,0.42900440000000006,0.25122312,0.16410624,0.04772332,0.09912480000000001,0.008818,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
Loss of job risk,Zero risk,3478.817,0.6711060110376603,0.16320824004252021,0.44207448,0.22869268,0.145,0.07098272,0.09222549,0.02102463,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Arthaud,24.07418,0.6274793160140865,0.2449999,0.445,0.18310917000000002,0.08268543000000002,0.20275246999999996,0.04145293,0.045,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Poutou,32.85668,0.7125372983515073,0.1833593655841065,0.4776740800000001,0.23396652,0.105,0.05298103999999999,0.13037836,0,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Roussel,98.04205,0.6928805548231601,0.1397458539473624,0.40798966000000003,0.28441735,0.145,0.02084429,0.11890153,0.02284717,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Melenchon,942.3053,0.7499024997524688,0.11118254349200837,0.52513172,0.22477057,0.12672995,0.03350269,0.07767987,0.01218467,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Hidalgo,75.31895,0.7041170913827132,0.1254574977479107,0.43309227,0.27104308,0.1649999,0.06979542,0.055662060000000006,0.00540727,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Jadot,198.8808,0.8051455947482109,0.09469395738552942,0.57700944,0.22813630000000001,0.09168984999999999,0.03235067,0.06234327,0.00847049,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Macron,1195.294,0.628716031369688,0.1648631215416458,0.34782614,0.28088981,0.19795272,0.08490614,0.07995706,0.00846908,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Pecresse,205.1207,0.6007628679114297,0.17816441734061944,0.33576297,0.2649999,0.20957080000000003,0.10801655,0.07014787,0.01150191,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Dupont-Aignan,88.56025,0.7149998999999999,0.10776869983993947,0.46485596,0.25129344,0.1679582,0.00809738,0.09967132,0.00812368,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Zemmour,303.4525,0.6378533707911452,0.1249999,0.42768287,0.21027805000000002,0.21689088,0.06426343,0.0649999,0.01588487,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Le Pen,993.0248,0.683303679827533,0.175,0.4521447900000001,0.23086866,0.13428879,0.075,0.09696713,0.01073063,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Lassalle,134.5409,0.6781397329733932,0.1335800488921956,0.44286516,0.23518371999999999,0.183371,0.08053908,0.05304104,0.005,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Blank/Null/NA,96.61228,0.585,0.23170046292251878,0.44726374,0.13717521,0.1346925,0.04491735,0.18678309000000004,0.04916791999999999,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Blank,63.86856,0.6049998999999999,0.2280015394115665,0.47100218,0.1349999,0.13877841,0.03062394,0.19737755,0.02721802,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
1st round vote,Null,19.09123,0.475,0.3549999,0.38646874,0.085,0.1134446,0.09215472000000001,0.26305728,0.05987466,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
2nd round vote,Macron,2287.563,0.6632586730944678,0.14625918499293789,0.41388521,0.24937398,0.18022428,0.06952674,0.07673244,0.01025983,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
2nd round vote,Le Pen,1619.66,0.685,0.1549999,0.44624365000000005,0.23543744,0.14805447,0.06411932,0.09499990000000001,0.01114522,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
2nd round vote,Blank/Null/NA,370.4173,0.7141699375272159,0.135,0.4943419200000001,0.21980260999999998,0.13039135,0.055,0.07573647,0.02472765,"q13v13b_i7. Voici un certain nombre d'installations. Si l'une d'entre elle devait être construite près de votre commune, pensez-vous qu'elle présenterait une nuisance pour vous ou
pour votre environnement ?
- Un site de stockage souterrain de déchets nucléaires"
