Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Political similarity,EELV,339.583,0.5333382413136111,0.45287367153243824,0.14083891,0.3912875899999999,0.35988551,0.09298799,0.015,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,EM,672.9198,0.743595299172353,0.2387758541211003,0.33499989999999996,0.40859490000000004,0.15780276,0.08097307,0.01762937,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,MoDem,161.1257,0.6171188705464119,0.3680720083760691,0.22623616,0.39088283000000007,0.255467,0.11260494,0.01480883,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,Right,573.0042,0.5497704903384653,0.42085590297592934,0.18659427,0.36352668999999993,0.28499990000000003,0.13550546,0.02937368,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,UDI/PR,89.32552,0.7072820846718832,0.274014189897803,0.23874879000000002,0.46916165,0.21499990000000002,0.05838579,0.01870387,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,LR,397.5368,0.575,0.3949999,0.18923603999999997,0.38541992,0.27298932,0.12477366000000001,0.02758172,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,Radical right,1008.8,0.3408347541633624,0.635,0.14051289,0.20032187,0.33829857,0.29647552,0.02439155,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,Debout la France,86.14185,0.27159458497814937,0.6796978472136366,0.12032096000000002,0.15127374,0.41469611,0.26500174,0.04870751,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,Reconquete,205.4045,0.315,0.6702258227059289,0.13623553,0.17872043,0.25522601,0.4149999,0.01481813,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,RN,717.2537,0.3549999,0.6192263630009855,0.14416294,0.21239863,0.35214437000000004,0.26629406,0.025,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Political similarity,No preference,1860.95,0.4118962895295414,0.5030068513393696,0.13702077,0.2748759,0.33016266,0.17284419,0.0850975,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Total-left,1649.278,0.48331475954933006,0.48624246488463435,0.16098705,0.32232753,0.32900827,0.15723407,0.03044314,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Very Left,217.9165,0.3842186800907687,0.6072738870163572,0.14282787,0.24139081,0.39227349999999994,0.215,0.00850782,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Left,1431.362,0.49840124301190053,0.4678161080146042,0.16375159,0.335,0.31887853000000016,0.14858722,0.03378266,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Center,776.1196,0.6649999,0.315,0.2643965200000002,0.40499989999999997,0.22593786,0.08856273999999999,0.01610298,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Total-right,1622.94,0.48593250520660036,0.4849999,0.18005384999999996,0.30587896,0.27473221,0.21403792,0.02529629,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Right,1193.119,0.5175627074918764,0.4549999,0.18180995,0.33575276,0.27478701,0.18156387,0.02608547,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Very Right,429.8207,0.39813322159681935,0.5787603993944452,0.17517958,0.22295369,0.275,0.3037610800000002,0.023105650000000002,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Both left and Right,200.4265,0.4994000294372251,0.4649999,0.16837275,0.32999818,0.30282867,0.1638004,0.035,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Politics,Neither left nor right,1673.316,0.3984574342204341,0.5130932232764164,0.15003693,0.24842062000000004,0.3320475,0.18104584000000004,0.08845000000000001,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Loss of job risk,High risk,556.2398,0.4500618258528067,0.5134668536843283,0.17168602,0.2783758,0.27371001,0.23975685,0.03647121,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Loss of job risk,Low risk,1874.312,0.4508542867996364,0.515,0.13735499,0.31349919,0.3567431,0.15740282,0.0349999,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
Loss of job risk,Zero risk,3478.817,0.5077559411719559,0.44382817492268206,0.19975687,0.30914325000000004,0.2749999,0.16768272,0.04841726,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Arthaud,24.07418,0.26830529637977285,0.6449999,0.15783528,0.11047006,0.51138398,0.13482623,0.08548449,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Poutou,32.85668,0.5249999,0.39534030827216876,0.2749999,0.25306935000000014,0.18686075,0.20847946,0.07659054,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Roussel,98.04205,0.5106115182210083,0.4297499899277912,0.16588923000000003,0.34472229,0.31654632,0.11320367,0.05963817,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Melenchon,942.3053,0.44182506455179654,0.525,0.14499990000000001,0.29675159,0.33628446000000006,0.18761266,0.03435139,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Hidalgo,75.31895,0.529415372890886,0.4420024442719926,0.23607113,0.29389092000000006,0.33499989999999996,0.10645563,0.02858242,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Jadot,198.8808,0.5981029843001436,0.38655828013563903,0.18058812,0.4178537000000001,0.3204590399999999,0.06609924,0.0149999,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Macron,1195.294,0.7349998999999999,0.2389125185937518,0.32446394,0.41130877,0.18974052,0.049172,0.02531642,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Pecresse,205.1207,0.575,0.38978923141350436,0.19733380999999997,0.37787701,0.26601055,0.12377872999999999,0.0349999,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Dupont-Aignan,88.56025,0.335,0.6449999,0.1455565,0.18746818999999998,0.32152043,0.32439994,0.02105495,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Zemmour,303.4525,0.32189822130316936,0.655,0.12499990000000001,0.19657848000000003,0.28672052,0.36850679000000003,0.02319431,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Le Pen,993.0248,0.3526713532230011,0.6217812485649905,0.13242006,0.2202513,0.36041356,0.26136779,0.025547210000000004,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Lassalle,134.5409,0.41528977433627995,0.559832511897869,0.1267425,0.28854735,0.35778592,0.20204674,0.02487704,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Blank/Null/NA,96.61228,0.3758646416376883,0.5402267703443082,0.07627156,0.29959297,0.35568750000000005,0.18453927,0.08390829,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Blank,63.86856,0.385,0.5540167180847666,0.085,0.29959216,0.35249433,0.20040502000000002,0.06250849,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
1st round vote,Null,19.09123,0.3549999,0.5373964904304228,0.03307957,0.32362844,0.38177587,0.15562083,0.10589559,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
2nd round vote,Macron,2287.563,0.6754257696946488,0.2949999,0.25600886,0.41941743,0.24224614,0.0538063,0.028523519999999997,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
2nd round vote,Le Pen,1619.66,0.3449999,0.629242557079881,0.14499990000000001,0.19999457,0.33193829999999996,0.29755461,0.02551262,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
2nd round vote,Blank/Null/NA,370.4173,0.36697233093594706,0.573471595414145,0.11690852,0.25018197,0.3749999,0.19835337,0.05955624,"comp1v12b_i2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- La crise sanitaire fournit l'occasion au gouvernement de surveiller et de contrôler les citoyens"
