Indicator,Category,BASE,ST 1-2,ST 3-5,ST 6-7,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Ne peut choisir,No rep.,moyenne,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.14653974791626287,0.598467168189559,0.17314045723729377,0.06543758,0.08110215,0.15816623,0.19665371,0.24364728,0.12440195,0.048738500000000004,0.04263959,0.03921301,4.132858,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Socio-Professional Category,Prof Intermed,896.9079,0.19029189061663965,0.6011571533710428,0.125,0.1073228,0.08296909,0.16243385,0.23944557999999996,0.19994472,0.07587879,0.04762247000000001,0.0493828,0.0349999,3.82975,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Socio-Professional Category,Total-CSP-,1674.09,0.22246115800225796,0.536661529547396,0.12609704376706152,0.11387034,0.10859076000000001,0.13090348,0.21677831000000003,0.18897962000000001,0.08765818999999998,0.03843879,0.07326416,0.04151581,3.762676,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Socio-Professional Category,Salaried,956.6466,0.2294238018511747,0.5349999,0.1198827236724617,0.12662064,0.10280321,0.10499990000000001,0.22890499000000003,0.20145872,0.09000775,0.02987497,0.06981579,0.04551403,3.751795,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Socio-Professional Category,Blue collar,717.4432,0.215,0.5349999,0.13438319577075927,0.0968691,0.11630804,0.1649999,0.20105294,0.17233991,0.08452533,0.04985788000000001,0.07786235,0.03618455,3.777165,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Far left,187.3446,0.08230586843709399,0.6101729113088927,0.25725812219834465,0.06301265,0.01929323,0.08769267999999998,0.20178436,0.32069571,0.136755,0.12050307,0.04226225,0.00800146,4.67429,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Radical left,828.7407,0.07731172126577107,0.6137788333552341,0.24978874574399448,0.03840344,0.03890831,0.14611868,0.19367505,0.2739851,0.15425344,0.09553527,0.03967487,0.01944642,4.563252,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Left,1430.296,0.095,0.605,0.2249999,0.03955602,0.05529285,0.1288634,0.20700638,0.26628424,0.15421144,0.07499990000000001,0.03957644,0.03420933,4.477383,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,PC/LFI,641.3963,0.07585297888372602,0.6148320468951879,0.24760697871191337,0.03121535,0.045,0.16318413,0.19130637,0.2599787500000001,0.1593645,0.08824242,0.03891912,0.022789360000000005,4.530424,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,PS,449.3176,0.10949070323530616,0.565,0.2349999,0.04204434,0.06744637,0.09670732,0.21747023,0.24899307999999995,0.1649999,0.07122817,0.05172985,0.03938074,4.47896,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,EELV,339.583,0.11135436697361174,0.6290930346925493,0.18587853337770147,0.052017150000000005,0.05933722,0.10658608,0.22281430000000002,0.29969286,0.1297037,0.05617481,0.02473716,0.04893646000000001,4.373856,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,EM,672.9198,0.13126512253020345,0.5904693248734841,0.19409088571921942,0.06045921,0.07080591,0.11175134,0.23152952,0.24684813000000014,0.14329688,0.05079412,0.04951489,0.035,4.274532,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,MoDem,161.1257,0.12765704043489026,0.5434198889438494,0.24706412446928083,0.031175569999999996,0.0964815,0.11489384,0.2055242,0.22300179,0.22697650999999996,0.020543830000000003,0.0649999,0.01640286,4.366273,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Right,573.0042,0.19115461980906948,0.5374976309074175,0.1942556441994666,0.10381669,0.08733794999999998,0.1386449,0.20312137,0.19573138,0.14964135,0.04461439,0.03779309,0.03929908,4.004428,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,UDI/PR,89.32552,0.1349999,0.5600258470367707,0.22566014729049436,0.0737293,0.06365318,0.22925889,0.16631563,0.16445132,0.17814281999999998,0.04751724,0.02682738,0.050104350000000006,4.092665,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,LR,397.5368,0.1881443680182564,0.5306029529844783,0.2038975008099879,0.11003736,0.07810693,0.12298539,0.20102018,0.20687482999999987,0.1549999,0.0486195,0.03878026,0.03857565,4.058202,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Radical right,1008.8,0.275,0.5349999,0.11730908009516257,0.13572036,0.13609407,0.14998067,0.21377231999999996,0.1749999,0.08659798,0.03071103,0.0543912,0.01773247,3.581236,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Debout la France,86.14185,0.2608065649855442,0.5459571625174059,0.1149999,0.10630832,0.15449831,0.11694943,0.25059228000000006,0.17802381,0.09407367,0.02312104,0.045,0.03143314,3.665205,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,Reconquete,205.4045,0.3012942267574469,0.5142569904748923,0.12116112353916296,0.15157944,0.14971483,0.15990404,0.20993328000000006,0.14214523,0.09122609,0.029934989999999998,0.04056209999999999,0.025,3.466571,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,RN,717.2537,0.265,0.545,0.1149999,0.135,0.12998321,0.15110581,0.20850797999999998,0.185,0.08437473,0.03184483,0.05952644000000001,0.014657,3.604396,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Political similarity,No preference,1860.95,0.28499990000000003,0.4784383782476692,0.08673886993202395,0.17438002000000002,0.11091012999999998,0.125,0.21990115000000007,0.13353642,0.06659308,0.020145810000000004,0.1129335,0.03659989,3.361842,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Total-left,1649.278,0.10069345495422845,0.5917275923161529,0.235,0.04755964,0.05313380000000001,0.11491331,0.21902844999999999,0.25778589,0.15875322,0.07590218,0.04246425,0.03045968,4.473681,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Very Left,217.9165,0.08917759784137502,0.48241321790685876,0.3649524473823689,0.04046868,0.048708890000000005,0.054999900000000004,0.19661155000000002,0.23194647000000004,0.21499990000000002,0.14880718,0.01640909,0.04704834,4.892252,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Left,1431.362,0.10244662077098596,0.6049998999999999,0.215,0.048639180000000004,0.05380744,0.12403033,0.22244121,0.26170120000000024,0.15001551,0.065,0.04643099,0.02793414,4.409205,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Center,776.1196,0.1317351088672416,0.5865829184058746,0.19615456174538046,0.04672201,0.0849999,0.13754762,0.22772447999999995,0.22132465,0.14014155,0.05601306,0.04054115,0.044985580000000004,4.242661,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Total-right,1622.94,0.22084057328058954,0.5495912972753152,0.155,0.11169797,0.10914248000000001,0.13825379,0.20766447000000007,0.20372725,0.11716669,0.03560785,0.0517396,0.0249999,3.841045,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Right,1193.119,0.20327695728590361,0.5549999,0.165,0.10358103,0.09969584,0.13450519,0.20369485,0.22045328000000003,0.12620971,0.03650254,0.04728315,0.028073519999999998,3.932666,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Very Right,429.8207,0.26959474031846303,0.525,0.1249999,0.13422965,0.13536507,0.14865948,0.21848106,0.15729826,0.09206474,0.03312432,0.06411003,0.01666688,3.585217,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Both left and Right,200.4265,0.19200774348701394,0.5282724589812225,0.15831609093607882,0.08864856,0.10335914000000002,0.16752076,0.1621316,0.19817020999999987,0.095,0.06376537,0.05747938,0.06392498,3.930381,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Politics,Neither left nor right,1673.316,0.30016757145691547,0.4706465485299848,0.08212268334253663,0.19035586,0.10981166,0.1264678,0.21390849000000006,0.12975792,0.06410158,0.01802107,0.115,0.03257562,3.290528,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Loss of job risk,High risk,556.2398,0.21643075522463515,0.5384895147740237,0.1821737675009951,0.10663160000000002,0.10979917,0.08877499,0.21564512000000002,0.23406955000000002,0.11328088999999998,0.06889279,0.03274047,0.03016539,4.041662,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Loss of job risk,Low risk,1874.312,0.16422676694168314,0.5839956207931231,0.1376331155111849,0.08079188999999999,0.08343488,0.14287504,0.22131619000000002,0.21980444,0.10179243999999998,0.03584066,0.07635191,0.03779271,3.976058,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
Loss of job risk,Zero risk,3478.817,0.21221403712813866,0.5191006023024494,0.17070202313027674,0.12134157000000001,0.0908725,0.12925359,0.20475278999999996,0.18509462,0.12397588,0.04672611,0.06735511,0.03062978,3.887143,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Arthaud,24.07418,0.04447046586841172,0.6211571899852871,0.18863849152909884,0.04447047,0.0,0.12266856,0.20506098000000003,0.29342769,0.09779253,0.09084595999999999,0.10027644,0.04545725,4.591702,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Poutou,32.85668,0.11362073100508026,0.685,0.13019264271374956,0.07028845,0.04333228,0.13875729,0.24724677,0.29800552,0.10120758,0.02898506,0.00862736,0.06354976,4.162842,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Roussel,98.04205,0.075,0.5649999,0.28861769006258026,0.03628685,0.03794815,0.09018075999999998,0.19387753,0.28145648,0.21771790999999996,0.07089977,0.04803346000000001,0.02359886,4.705167,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Melenchon,942.3053,0.08854198315556541,0.5891056751988978,0.2312975423145768,0.03341205,0.05512991,0.09768288,0.24687477,0.24454781,0.16366437,0.0676331,0.06364546,0.02740925,4.513339,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Hidalgo,75.31895,0.08191164374968052,0.5922255952851174,0.3074336538148766,0.02080544,0.0611062,0.14166913,0.24927034,0.20128626000000002,0.20096988,0.10646377,0.00913549,0.00929381,4.607515,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Jadot,198.8808,0.0842090840342557,0.6174638275791329,0.20751399833468087,0.020895760000000003,0.0633133,0.085,0.22275187,0.3097120000000001,0.15589614,0.05161785,0.05174793,0.03906515,4.554126,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Macron,1195.294,0.1284993482774949,0.5692432991381199,0.21906827943585425,0.04707802,0.08142135999999998,0.12197066,0.21771723,0.22955549000000003,0.16216747,0.0569009,0.04920486,0.03398467,4.325635,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Pecresse,205.1207,0.170565135551897,0.5348241303778702,0.20525441849603673,0.06465574,0.1059094,0.12457348,0.17699593,0.23325457,0.17751339,0.02774106,0.0480931,0.04126294,4.154995,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Dupont-Aignan,88.56025,0.23815854178370094,0.4819469231398963,0.13890870904271388,0.105,0.13325335,0.17099952,0.18168563000000001,0.12916698,0.11097041,0.027938319999999996,0.0874338,0.05355199,3.630624,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Zemmour,303.4525,0.2649999,0.5154309158764552,0.12777643947570047,0.12898091,0.1349999,0.12682664,0.18869088,0.2016778099999999,0.09864582,0.02913063,0.0679476,0.023099809999999995,3.666978,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Le Pen,993.0248,0.24065300282530708,0.54579220982195,0.1227535304254234,0.10909254000000002,0.13156056,0.16684427,0.21328217,0.16701234,0.0849999,0.0364072,0.07409345,0.01670757,3.660892,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Lassalle,134.5409,0.18044327041070785,0.5458814382838231,0.18330143473100002,0.08238564999999999,0.09805769,0.15078099,0.22863107,0.16646953,0.13388932,0.04941209,0.04287876,0.04749461,3.987282,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
1st round vote,Blank/Null/NA,96.61228,0.14499990000000001,0.515,0.16144945549364947,0.0849999,0.05988096,0.09741498,0.24699237999999996,0.17037472,0.12033304999999998,0.04111638,0.12147783,0.0574098,4.074383,"q1v13b_i4. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Etre actif dans des associations sociales ou politiques..."
