Indicator,Category,BASE,ST Améliorée,ST Aggravée,Beaucoup améliorée,Un peu améliorée,Un peu aggravée,Beaucoup aggravée,N'a pas changée,No rep.,Question
Politics,Very Right,429.8207,0.11249130160552993,0.825,0.01337025,0.09912105,0.20616820000000002,0.61851744,0.05982248,0.00299994,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
Politics,Both left and Right,200.4265,0.24734613436845926,0.5849998999999999,0.04361667000000001,0.205,0.34075020000000017,0.24301047999999997,0.15927704,0.00834561,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
Politics,Neither left nor right,1673.316,0.1549999,0.6509141130545575,0.01277469,0.14251325,0.3540600199999999,0.29685415,0.1453426,0.04845598,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
Loss of job risk,High risk,556.2398,0.2512256404521935,0.6489231802542718,0.07499990000000001,0.17620589,0.30539886,0.34354417000000015,0.08798716,0.01186402,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
Loss of job risk,Low risk,1874.312,0.2508403616900495,0.5749998999999999,0.03353926,0.21730112,0.31140424,0.26376521,0.15745863,0.0165317,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
Loss of job risk,Zero risk,3478.817,0.17916714216355734,0.5949998999999999,0.01866634,0.16050085,0.32499989999999995,0.2723731900000001,0.19739112,0.0260686,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Arthaud,24.07418,0.28582124084807875,0.5497321196402121,0.15237379,0.135,0.25053098,0.29764859,0.12163658000000001,0.04281006,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Poutou,32.85668,0.185,0.5349999,0.05568305,0.125,0.34261279,0.1928011,0.24027787,0.04362519,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Roussel,98.04205,0.22686031146839544,0.485,0.02097408,0.20588625000000002,0.34770659,0.13684302,0.2649999,0.02359016,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Melenchon,942.3053,0.21321041068112426,0.49655658309467215,0.0349999,0.17702044,0.33105129,0.16669587,0.27014175,0.02009075,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Hidalgo,75.31895,0.2014753259305925,0.41067208185987725,0.01081585,0.19065946,0.2783747,0.13229737,0.36285262,0.025,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Jadot,198.8808,0.265,0.3649999,0.01786037,0.24679129,0.30244936,0.0649999,0.35706736000000017,0.010831720000000001,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Macron,1195.294,0.375,0.3843409236556027,0.05510389999999999,0.31866102,0.31263982,0.07170084,0.22959924999999998,0.01229607,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Pecresse,205.1207,0.15466518006227553,0.725,0.00173881,0.15292635,0.33661984999999994,0.385,0.11208181,0.011633180000000002,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Dupont-Aignan,88.56025,0.085,0.8245579704212669,0.01676673,0.06779124,0.37444418,0.4501135700000001,0.09088414,0,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Zemmour,303.4525,0.06841097041546865,0.885,0.00836168,0.0600493,0.17743235,0.70673697,0.04416981,0.00324981,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Le Pen,993.0248,0.12092950750071901,0.8017044488717703,0.01726977,0.10365975,0.29355118,0.50815307,0.06582398,0.0115421,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Lassalle,134.5409,0.1329689336105229,0.750280398005365,0,0.13296893,0.42963783,0.3206425,0.11675015,0,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Blank/Null/NA,96.61228,0.16895388453724516,0.6405343088890978,0.01607271,0.15288108,0.34070451,0.29982928,0.15683762,0.03367419,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Blank,63.86856,0.1849999,0.6457488629773397,0.02431276,0.16103588,0.30061504,0.34513382,0.1537667,0.01513553,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
1st round vote,Null,19.09123,0.03644846874716821,0.7994602757391744,0,0.03644847,0.5750000000000001,0.22446005000000008,0.11282530999999998,0.05126617,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
2nd round vote,Macron,2287.563,0.31760161359490424,0.4246717576739963,0.04111138,0.27649026,0.32011800000000007,0.10398564,0.24329472,0.015,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
2nd round vote,Le Pen,1619.66,0.10733684847437115,0.8177123593840682,0.02131868,0.08601811,0.28521239,0.5324996,0.06451823,0.01043245,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
2nd round vote,Blank/Null/NA,370.4173,0.1149999,0.635,0.01198537,0.1046375,0.36596509,0.26771757,0.22661247,0.02308214,"q8v13b_i1. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de sécurité quotidienne"
