Indicator,Category,BASE,ST Confiance,ST Pas Confiance,Très confiance,Plutôt confiance,Plutôt pas confiance,Pas du tout confiance,No rep.,Question
Politics,Center,776.1196,0.7660408266973286,0.2214353303279546,0.18948033,0.57656011,0.13791264,0.08352258999999998,0.01252383,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Politics,Total-right,1622.94,0.43643455703846107,0.5527894438488176,0.09850962,0.33792531,0.22894432000000003,0.32384506,0.01077484,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Politics,Right,1193.119,0.5264764034434118,0.46016365509224144,0.11975753999999998,0.40671928,0.22365104,0.23651279,0.01335869,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Politics,Very Right,429.8207,0.1864925770210695,0.8099046881641578,0.03952869,0.14696391,0.24363810000000002,0.56626612,0.00360245,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Politics,Both left and Right,200.4265,0.5257139150761002,0.464695337193435,0.1404668,0.38524710999999995,0.24153213,0.2231632,0.00959118,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Politics,Neither left nor right,1673.316,0.285,0.6798596320121244,0.038901,0.24597255,0.2861502,0.39397635000000003,0.0349999,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Loss of job risk,High risk,556.2398,0.315,0.6735271370369399,0.085,0.22941221,0.25931406,0.4134445900000001,0.01282914,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Loss of job risk,Low risk,1874.312,0.385,0.6049998999999999,0.06758981,0.31733212,0.27190932,0.33333441999999996,0.00983441,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
Loss of job risk,Zero risk,3478.817,0.481233419291673,0.49707731105142927,0.0990944,0.3821391,0.23854942999999998,0.2585282,0.02169034,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Arthaud,24.07418,0.3249999,0.6273501319671118,0.12308386,0.20192297,0.47553852,0.15181202,0.04764274,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Poutou,32.85668,0.31047324318829533,0.6895267568117047,0.04054426999999999,0.26992892,0.28610353,0.40342329,0,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Roussel,98.04205,0.36540872003390384,0.6249998999999999,0.03729741,0.32811135999999996,0.39137778,0.23396960999999997,0.00924365,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Melenchon,942.3053,0.3151534858182375,0.6749999,0.04588533,0.26926814,0.33352269,0.3420689700000001,0.0092545,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Hidalgo,75.31895,0.5999889801968827,0.3914311073109755,0.0379161,0.56207289,0.24200150999999998,0.14942959,0.00858011,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Jadot,198.8808,0.5165883282850834,0.4549999,0.05525033,0.4613377,0.35351366,0.1034666,0.02643168,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Macron,1195.294,0.9297269123746961,0.0605216122560642,0.27643902,0.65328907,0.05380174,0.00671987,0.00975133,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Pecresse,205.1207,0.5176323013718265,0.4619790201574,0.06009158999999999,0.45754065999999993,0.28884471,0.1731344,0.02038826,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Dupont-Aignan,88.56025,0.29909931374403304,0.6920545052661888,0.03330237,0.2657969,0.2649999,0.42705465,0.00884618,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Zemmour,303.4525,0.20802982344848042,0.7788803849037329,0.035,0.17325799,0.24666075,0.5319915899999998,0.01308967,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Le Pen,993.0248,0.19002476071091073,0.7986372545781334,0.02506307,0.16496174,0.29819104,0.50044581,0.01133825,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Lassalle,134.5409,0.3749999,0.615,0.02214942,0.35419920999999993,0.31778864,0.2967401,0.00912222,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Blank/Null/NA,96.61228,0.30965856514306467,0.6249998999999999,0.040324689999999996,0.26933388,0.341504,0.28355453,0.06528249,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Blank,63.86856,0.26643014966988454,0.6842305509941041,0.04030274,0.22612737999999996,0.38486463000000004,0.29936576,0.049339110000000005,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
1st round vote,Null,19.09123,0.3705694185235839,0.5461214390062872,0.02708878,0.3434490400000001,0.275,0.27115272,0.08330946000000002,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
2nd round vote,Macron,2287.563,0.7695892965570783,0.21787233837931458,0.17790531,0.5916213600000001,0.17293364,0.045,0.01253969,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
2nd round vote,Le Pen,1619.66,0.175,0.8146252917278934,0.02580245,0.14749262,0.28164448,0.53298075,0.012079229999999998,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
2nd round vote,Blank/Null/NA,370.4173,0.2128081760760094,0.761934985218023,0.027698269999999997,0.1849999,0.4079716199999999,0.35407283,0.02525738,"q14_i8. Avez-vous très confiance, plutôt confiance, plutôt pas confiance ou pas confiance du tout dans les personnalités politiques suivantes :
- Le président de la République"
