Indicator,Category,BASE,ST 1-2,ST 3-5,ST 6-7,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Ne peut choisir,No rep.,moyenne,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.04686331898491535,0.3098639506408624,0.5949200613226377,0.01530882,0.0315545,0.03728697,0.07213344,0.20044348,0.30043577,0.29448463,0.01648424,0.03186829,5.616614,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Socio-Professional Category,Prof Intermed,896.9079,0.09987456906110426,0.3949999,0.4687137887847793,0.06794261,0.03193193,0.07829438,0.11352437,0.20336157,0.2300632,0.23865093,0.0196928,0.01653742,5.072305,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Socio-Professional Category,Total-CSP-,1674.09,0.1149999,0.3365394930977426,0.4811695906432749,0.06482841,0.05070275,0.04590768,0.14393014,0.14670155,0.23770453999999996,0.24346505,0.03589977,0.03085978,5.083009,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Socio-Professional Category,Salaried,956.6466,0.1249999,0.33929614133369623,0.475,0.07499990000000001,0.05256607,0.04881689,0.13267073,0.15780843,0.23505189999999998,0.2386319800000001,0.03789144,0.02156266,5.025562,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Socio-Professional Category,Blue collar,717.4432,0.09942382895259164,0.33286370265966697,0.49121226600238177,0.05120564,0.048218199999999996,0.04202853,0.15894359,0.13189142,0.24124154,0.2482270299999999,0.03324405,0.045,5.161023,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Far left,187.3446,0.125,0.389098057803641,0.38353472691500046,0.07580347,0.04746881,0.1224244,0.09693687,0.16973684,0.24919437,0.1343403,0.05223534,0.05186012,4.699152,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Radical left,828.7407,0.0649999,0.425,0.4459345365806217,0.0349999,0.0349999,0.0881136,0.12696999,0.20572116,0.25916853000000006,0.1872085,0.029476349999999995,0.03334207,5.088792,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Left,1430.296,0.055,0.3622148841918036,0.5441340813370099,0.025381669999999995,0.027665379999999996,0.0655488,0.12274005,0.17392603,0.26956791,0.27456617,0.01607558,0.02452921,5.396437,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,PC/LFI,641.3963,0.054999900000000004,0.435,0.4641606133368714,0.02360054,0.03141197,0.07809177,0.13574225,0.21623168,0.26150962,0.20265069000000002,0.02282869,0.027933139999999995,5.196207,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,PS,449.3176,0.045000000000000005,0.27225419168979803,0.6549999,0.02544924,0.01658627,0.060523,0.08006007000000001,0.13167125,0.29089112,0.36421253000000003,0.0171289,0.013477970000000002,5.687703,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,EELV,339.583,0.065,0.3530898189838714,0.5483560720059603,0.02865635,0.03524808,0.04850755,0.15465338,0.14992882,0.25657344,0.29178301,0.00192674,0.03272225,5.381314,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,EM,672.9198,0.007640241823765625,0.1914299445491127,0.7549999,0.00587035,0.0017699,0.03093916,0.04462142,0.11586932,0.30284545,0.45425874,0.028523639999999996,0.01530144,6.125393,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,MoDem,161.1257,0,0.20965891847172738,0.7768003490442555,0.0,0.0,0.0049999,0.057490160000000005,0.14702211,0.32696001,0.44998690999999996,0,0.01354091,6.174764,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Right,573.0042,0.0449999,0.185,0.7429346940214401,0.04301548,0.00314195,0.01041049,0.02645822,0.14741339,0.3149999,0.42793461000000016,0.00805713,0.01856883,5.967071,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,UDI/PR,89.32552,0.07091259026535754,0.18823176176304376,0.6939241999374871,0.07091259,0.0,0.01103145,0.04122717,0.13597324,0.25243536,0.44148883999999994,0,0.04693165,5.827299,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,LR,397.5368,0.04314023255205556,0.175,0.7700640544472863,0.043140229999999995,0.0,0.010387839999999999,0.015,0.14825455,0.34118476999999997,0.4272361899999998,0.00155334,0.01324308,6.007153,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Radical right,1008.8,0.0775698354480571,0.24187777557494056,0.6464484536082474,0.04068328,0.03688656,0.01934525,0.0849999,0.13752716,0.26691465,0.3795389200000003,0.02102744,0.01307684,5.651099,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Debout la France,86.14185,0.03441147363331528,0.23687034815249497,0.6685559922383835,0.01351161,0.020899859999999996,0.00987111,0.07160467,0.15539462,0.26355602000000006,0.405,0.04642645,0.01373566,5.920146,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,Reconquete,205.4045,0.0649999,0.205,0.6949998999999999,0.03362217,0.03191138,0.025,0.05704977,0.11801041,0.34324005,0.3535200900000002,0.01769421,0.01995192,5.741161,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,RN,717.2537,0.08620004330406382,0.2544727200431312,0.6293674051454875,0.04596871,0.04023133,0.01888172,0.09462055,0.14097034,0.24537942,0.38398798,0.01893159,0.01102887,5.594205,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Political similarity,No preference,1860.95,0.235,0.37073989091593,0.3249999,0.15757377,0.075,0.06983621,0.15065601,0.15024783,0.18219587999999992,0.14313238,0.05010106,0.02125686,4.275421,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Total-left,1649.278,0.07498359888387525,0.345,0.534523712800389,0.04338155,0.03160202,0.07553317,0.11165783,0.15778007,0.26449343,0.2700304,0.01942699,0.02609475,5.286541,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Very Left,217.9165,0.14499990000000001,0.3510868153627651,0.4152334953984668,0.11399784,0.03301384,0.04034239,0.12474301,0.18600143,0.21688817000000002,0.19834528000000004,0.02546749,0.06120106,4.83918,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Left,1431.362,0.06401769782906071,0.345,0.5526847855399263,0.03263062,0.03138708,0.08089072,0.10966569,0.155,0.27174083,0.2794277000000001,0.01850735,0.02075001,5.351289,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Center,776.1196,0.03941552307144414,0.30067376213666036,0.6429988367772184,0.02575402,0.0136615,0.040461609999999995,0.06566386,0.19454824000000004,0.26799949000000006,0.3749999,0.00605244,0.01085894,5.740224,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Total-right,1622.94,0.054999900000000004,0.225,0.6849999,0.03485853,0.021183,0.02715648,0.05088134999999999,0.14633517,0.30191695,0.38496371000000007,0.0173743,0.01532966,5.789487,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Right,1193.119,0.06111691289804286,0.225,0.6849999,0.04098225999999999,0.020134679999999995,0.02558786,0.04671273,0.1469757,0.31440812,0.37354497,0.01240906,0.01924378,5.763443,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Very Right,429.8207,0.04195298178984865,0.23852108565269192,0.685,0.01786,0.024093,0.03151077,0.062452860000000006,0.145,0.26724306,0.41621857999999995,0.03115706,0.00446467,5.862081,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Both left and Right,200.4265,0.06110609126038722,0.3114211943031485,0.5709225077522184,0.0,0.06110609,0.02502122,0.12372266,0.16267734,0.2810556,0.28986681,0.0385336,0.0180171,5.533898,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Politics,Neither left nor right,1673.316,0.23129785408135703,0.3526990717832137,0.33058191041022733,0.15979492,0.07150287,0.06140531999999999,0.16734848999999996,0.12394533,0.1787636,0.15181807,0.05741847,0.0280037,4.276773,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Loss of job risk,High risk,556.2398,0.14264051223950536,0.3667790402628507,0.4370097213468005,0.07065757,0.07198293,0.06483344,0.14620561,0.15574004,0.22534274,0.2116668,0.024729329999999997,0.0288413,4.867106,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Loss of job risk,Low risk,1874.312,0.10471863809227065,0.40737550631911873,0.4322381759280205,0.06270514,0.042013499999999995,0.06140728,0.12581854,0.22014958,0.23244881,0.19978936000000003,0.02950153,0.02616627,5.006918,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
Loss of job risk,Zero risk,3478.817,0.10703848463428804,0.24159244363816781,0.6041108227308306,0.07558227,0.03145621,0.04410611,0.085,0.11260219000000002,0.26415672,0.33983725999999975,0.02925253,0.01800671,5.392837,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Arthaud,24.07418,0,0.4284577917087934,0.3449999,0.0,0.0,0.05706267,0.05837383,0.31302113,0.17418134,0.17282578,0.1952452,0.02928994,5.447904,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Poutou,32.85668,0.199212184554252,0.5125803946107763,0.22697344953902832,0.04728004,0.15193212,0.08090209,0.17428193999999997,0.25739643,0.15968211,0.06729134,0.01939451,0.0418395,4.268467,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Roussel,98.04205,0.0149999,0.2776051704345227,0.6582405202665591,0.0149999,0.0032569599999999997,0.026912810000000002,0.09312730000000001,0.15756504,0.3688349000000002,0.289834,0.02543497,0.02003412,5.764395,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Melenchon,942.3053,0.045844632307597125,0.3632580650878224,0.5378445817931832,0.01777161,0.02807302,0.03980726,0.11006847,0.21338244,0.29839204,0.23945286,0.030153750000000003,0.02289847,5.456529,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Hidalgo,75.31895,0.0249999,0.13784870872469676,0.8223960902269615,0.0,0.0249999,0.0085131,0.03094612,0.0983895,0.32798693000000007,0.4949999,0.00666247,0.00750208,6.210517,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Jadot,198.8808,0.014442817003954129,0.2964208209138338,0.6778411993515714,0.011346759999999997,0.00309606,0.01679043,0.08892507000000001,0.19070534,0.30164812,0.3764047900000002,0.00608353,0.0049999,5.88687,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Macron,1195.294,0.007916290887430203,0.1932932818202049,0.7793265087919792,0.005,0.00305424,0.015,0.0439887,0.13441982,0.31261941,0.46645407,0.00861386,0.0108499,6.166368,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Pecresse,205.1207,0.002371080539409236,0.165,0.8240421371416926,0.00237108,0.0,0.01693462,0.01914469,0.12608294,0.33456248000000005,0.48947961,0.0033499100000000006,0.00807422,6.265481,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Dupont-Aignan,88.56025,0.045000000000000005,0.3249999,0.607121705279739,0.00856468,0.03505453,0.021492,0.11447980000000002,0.19379948,0.26950218,0.33761964,0.015387680000000003,0.00410001,5.660731,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Zemmour,303.4525,0.040220166253367495,0.23020607838129528,0.7068958074163172,0.01554234,0.024677830000000005,0.02849319,0.06200413999999999,0.13970875,0.34956805,0.35732841,0.01813463,0.00454311,5.827804,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Le Pen,993.0248,0.0249999,0.26818131833162673,0.6788026844848185,0.01236414,0.01401245,0.030403800000000005,0.08295114,0.155,0.28779513,0.3908342400000001,0.01543891,0.01120019,5.857399,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Lassalle,134.5409,0.06665568611477997,0.3119303498044089,0.604967262743151,0.0405599,0.02609578,0.03763523,0.11044953999999998,0.16384557000000002,0.28393187,0.32103554,0,0.01644612,5.508112,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Blank/Null/NA,96.61228,0.04747929559265137,0.4136810558657761,0.4614322320102579,0.01804358,0.02943572,0.0771706,0.14307115,0.19343928,0.2820689,0.17936312,0.05006182,0.02734548,5.198247,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Blank,63.86856,0.037798973391603,0.4158166396737299,0.4849999,0.00920744,0.02859153,0.06920015,0.14808961,0.19852694,0.3044224899999998,0.1849999,0.02885753,0.02810441,5.2822,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
1st round vote,Null,19.09123,0.09093657139953791,0.461192442812747,0.28193269894082257,0.03762663,0.05330992,0.14029086,0.14326243,0.1776391,0.19861654,0.08331621,0.15679964,0.00913898,4.557549,"q1v13b_i1. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Toujours voter aux élections..."
