Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.3677006904064724,0.6129679952624968,0.07578261,0.29191803,0.36378098,0.24918718000000004,0.01933163,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Socio-Professional Category,Prof Intermed,896.9079,0.3686940431676429,0.5947473536580511,0.06980167,0.29889245,0.34441039000000007,0.25033685,0.03655754,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Socio-Professional Category,Total-CSP-,1674.09,0.4538438196273797,0.4814175462490069,0.09936336,0.35421898,0.30859595,0.17282171,0.065,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Socio-Professional Category,Salaried,956.6466,0.42660393085597126,0.5037569777596032,0.085,0.34160447000000005,0.31097471,0.19278216,0.06963866,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Socio-Professional Category,Blue collar,717.4432,0.49016646892743565,0.4516301778314994,0.11934139,0.37124861999999986,0.3049999,0.14620614,0.05820395,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Far left,187.3446,0.494541289153784,0.4871815894346568,0.14961456,0.34492683999999996,0.32579775,0.161384,0.01827736,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Radical left,828.7407,0.3699993254826269,0.6109318632474549,0.09289662,0.27710248,0.32017119,0.29076091,0.01906945,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Left,1430.296,0.2899651540660115,0.6874594489532236,0.05440852000000001,0.23555656,0.36536151,0.32209808,0.02257612,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,PC/LFI,641.3963,0.3336215067034219,0.6470779454137793,0.07499990000000001,0.25729163,0.31852756,0.32988011000000017,0.0193008,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,PS,449.3176,0.265,0.7140835346756949,0.03962338,0.225,0.38239728000000006,0.33154232,0.02143702,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,EELV,339.583,0.24122815335278852,0.7285017212286833,0.03256668,0.20866151,0.43108725000000003,0.29741448,0.0302696,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,EM,672.9198,0.3231013562091649,0.6687010844382941,0.09110866,0.23199287999999998,0.40370095,0.265,0.00819751,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,MoDem,161.1257,0.3636329275838677,0.6202032326314175,0.02286212,0.34077084,0.34680631,0.27339692,0.01616361,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Right,573.0042,0.445,0.5318620701209521,0.09722128,0.34737703,0.3729632299999999,0.15889882,0.023539900000000002,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,UDI/PR,89.32552,0.355,0.6349999,0.025635889999999998,0.32866923,0.40328206,0.23195005999999999,0.01046285,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,LR,397.5368,0.44412668210842365,0.5272548352756272,0.10444109999999998,0.33968528,0.3774440499999999,0.14981091,0.02861919,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Radical right,1008.8,0.6215035685963521,0.3553436756542427,0.18065048,0.44085329,0.25527062,0.10007306,0.0231529,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Debout la France,86.14185,0.5404057377453584,0.4459344673930267,0.13813356,0.40227207,0.32084684,0.12508763,0.013659850000000001,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,Reconquete,205.4045,0.652400994135961,0.3196418773688015,0.17041466999999996,0.48198637,0.24266094,0.07698093,0.027957239999999998,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,RN,717.2537,0.625,0.3546880274022985,0.18868805,0.435,0.24971284000000007,0.10368195000000001,0.022917159999999995,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Political similarity,No preference,1860.95,0.3990330745049571,0.5135461995217496,0.0626868,0.33634638000000006,0.32103565000000006,0.19251108,0.08742132,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Total-left,1649.278,0.255,0.7211022035096569,0.04721001,0.20710753,0.36351549,0.35758653,0.02458061,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Very Left,217.9165,0.325,0.6449999,0.08600845,0.23750845,0.22259733,0.42314923,0.03073708,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Left,1431.362,0.24378221581961795,0.735,0.04130315,0.20247918000000004,0.385,0.3475743600000001,0.02364331,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Center,776.1196,0.3401367521191322,0.6459552110267541,0.08129479,0.25884207,0.38059688,0.26535807,0.01390777,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Total-right,1622.94,0.5480258050205183,0.4299341318841115,0.14215695,0.40586872999999996,0.30880883,0.12112524,0.02203926,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Right,1193.119,0.5010894135455055,0.4730082246615803,0.12143248,0.38026984000000014,0.34499989999999997,0.12739651,0.02590127,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Very Right,429.8207,0.6783137713004516,0.3103668576222597,0.19968492,0.47862865,0.20664952,0.10371746,0.011318900000000002,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Both left and Right,200.4265,0.3749999,0.6059667758504989,0.07496658,0.30066393,0.43604982000000003,0.1699169,0.01840322,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Politics,Neither left nor right,1673.316,0.4434861078242245,0.46060636484680717,0.08331499,0.3601713,0.30344131,0.15716523,0.09590818,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Loss of job risk,High risk,556.2398,0.4376484746327034,0.5286063672538356,0.15873215,0.27891622,0.28647069,0.24213550000000003,0.03374492,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Loss of job risk,Low risk,1874.312,0.455,0.5006411952759199,0.08655389,0.3678049599999999,0.32704326,0.17359798999999998,0.0449999,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
Loss of job risk,Zero risk,3478.817,0.3749524622881859,0.585,0.07953845,0.29499990000000004,0.34759983,0.2372109,0.04065092,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Arthaud,24.07418,0.375,0.5643344861590301,0.18597402,0.185,0.22428008,0.33999163,0.06475427,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Poutou,32.85668,0.4549999,0.515,0.15385413,0.30360006,0.34607727,0.16510819,0.03136041,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Roussel,98.04205,0.2581398491769603,0.7038214725212293,0.048164900000000004,0.20997501,0.38366038,0.3201611999999999,0.03803844,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Melenchon,942.3053,0.28359280161111267,0.6873951573868894,0.05102199000000001,0.2325708,0.34848207,0.3389132,0.02901165,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Hidalgo,75.31895,0.18842894118943507,0.7923015389885281,0.0218385,0.16659048,0.42423068999999997,0.36807098,0.01926969,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Jadot,198.8808,0.28610615001548667,0.6749999,0.03673722,0.24936892000000002,0.40454488,0.27139226,0.03795677,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Macron,1195.294,0.33095330521193944,0.6475143353852691,0.061663350000000006,0.26928981,0.3878368,0.25967787,0.02153335,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Pecresse,205.1207,0.4070141141289007,0.5649999,0.052154900000000004,0.355,0.42316836,0.14301024,0.0266665,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Dupont-Aignan,88.56025,0.46408687870686904,0.515,0.12927312,0.33481375999999996,0.30622373,0.20740185,0.02228757,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Zemmour,303.4525,0.6183237903790544,0.3524017762252742,0.14868518,0.46963891,0.24390574999999998,0.10849616,0.029274369999999997,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Le Pen,993.0248,0.5867883662120019,0.3822029419607647,0.165,0.4217887400000001,0.27260175,0.10960109,0.03100842,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Lassalle,134.5409,0.36558592963180714,0.6022154601314544,0.06999839,0.29558759,0.40800835,0.19420711,0.03219808,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Blank/Null/NA,96.61228,0.40136233199340704,0.5024450307973273,0.06107949,0.34028262,0.3230367800000001,0.17940825000000002,0.09619246,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Blank,63.86856,0.44024383828287345,0.4811403294516112,0.06919353,0.37105033,0.32145613,0.1596842,0.07861552,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
1st round vote,Null,19.09123,0.25667010454538547,0.6434509458007682,0.02657959,0.23009052000000002,0.3649999,0.27845094,0.09987905,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
2nd round vote,Macron,2287.563,0.31838554828872473,0.6549999,0.06229503,0.25609065,0.38499989999999995,0.27017810000000014,0.02643632,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
2nd round vote,Le Pen,1619.66,0.565,0.4049999,0.14562507,0.41565222,0.28499990000000003,0.12276427999999999,0.03095853,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
2nd round vote,Blank/Null/NA,370.4173,0.315,0.6349999,0.07539094,0.23568678,0.3949497,0.24113454999999998,0.05283846,"q56_i5. Certaines opinions sont parfois exprimées au sujet du système politique démocratique. Veuillez me dire, à chaque fois, si vous êtes tout à fait d'accord, plutôt d'accord,
plutôt pas d'accord ou pas du tout d'accord.
- En démocratie rien n'avance, il vaudrait mieux moins de démocratie mais plus d'efficacité"
