Indicator,Category,BASE,Plutôt de gauche,Plutôt de droite,Ni de gauche ni de droite,Vous ne savez pas,No rep.,Question
Political similarity,Far left,187.3446,0.42916219999999994,0.29001108,0.18061118,0.08956079000000002,0.010655189999999998,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,Radical left,828.7407,0.48865342999999994,0.23377409000000002,0.14021913,0.12235335,0.015,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,Left,1430.296,0.495,0.22274901999999994,0.135,0.13277727,0.01447371,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,PC/LFI,641.3963,0.5049999,0.21844651000000007,0.12842096,0.13193163,0.016201,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,PS,449.3176,0.5500757000000001,0.22203218999999996,0.105,0.11198676,0.010905349999999998,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,EELV,339.583,0.39990194,0.23434424,0.18793741,0.16188328,0.01593269,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,EM,672.9198,0.27186211,0.43714511,0.15619603,0.11386369,0.0209326,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,MoDem,161.1257,0.32019163,0.4330901399999999,0.1287887,0.11292952999999999,0.005,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,Right,573.0042,0.18224718,0.51519448,0.12122118999999999,0.15106341,0.03027398,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,UDI/PR,89.32552,0.24183884,0.39197264,0.16603743,0.12178569,0.07836575,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,LR,397.5368,0.15955587,0.58338297,0.09659746999999999,0.14217622,0.01828786,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,Radical right,1008.8,0.17951566,0.4149999,0.14629342,0.23001233,0.02917869,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,Debout la France,86.14185,0.2249999,0.3284586900000001,0.18838508999999998,0.22243670999999998,0.03571961,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,Reconquete,205.4045,0.14958645,0.52948986,0.13580905,0.1723285,0.012786450000000001,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,RN,717.2537,0.18260345,0.39292330999999997,0.145,0.24638576,0.03308748,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Political similarity,No preference,1860.95,0.20209044000000004,0.1589781,0.1914585,0.38738225,0.06009167,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Total-left,1649.278,0.545,0.215,0.11373877999999996,0.11267294,0.01358828,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Very Left,217.9165,0.56312854,0.16102425,0.13068818,0.1362442,0.00891552,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Left,1431.362,0.5406323300000001,0.22391603000000002,0.11136729,0.10908435,0.015,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Center,776.1196,0.29941043,0.36340391,0.1983175,0.11175234,0.02711549,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Total-right,1622.94,0.16076528,0.5478699600000001,0.1149999,0.15696742,0.01939744,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Right,1193.119,0.16739923,0.56132456,0.11216434,0.13853932,0.0205713,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Very Right,429.8207,0.14235054,0.50867117,0.12471745,0.20812133999999996,0.01613899,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Both left and Right,200.4265,0.22012888,0.27917172,0.2581939,0.21965499,0.022850969999999998,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Politics,Neither left nor right,1673.316,0.157259,0.1028578,0.20888547,0.46428158,0.06671687,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Loss of job risk,High risk,556.2398,0.3145208099999999,0.225,0.14486657,0.27835063,0.03726199,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Loss of job risk,Low risk,1874.312,0.255,0.28097071999999995,0.18181904,0.2485727,0.03363754,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
Loss of job risk,Zero risk,3478.817,0.29854287,0.31187663,0.14369324,0.21088726,0.035,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Arthaud,24.07418,0.30864023,0.1797989,0.3049999,0.20656096999999998,0,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Poutou,32.85668,0.1729739,0.445,0.17232618,0.2096999200000001,0,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Roussel,98.04205,0.51005482,0.20477377000000002,0.10662252000000001,0.12793245,0.0506162,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Melenchon,942.3053,0.50183247,0.18280084,0.14505002,0.15095935,0.01935652,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Hidalgo,75.31895,0.5515548100000001,0.21733893,0.09124432,0.13486194,0.005,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Jadot,198.8808,0.35067996,0.28962223,0.18444782,0.15848971,0.01676049,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Macron,1195.294,0.29963632,0.3600336599999999,0.15878897,0.15654115,0.0249999,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Pecresse,205.1207,0.19244489,0.51372923,0.15699435,0.11501077000000001,0.021820749999999996,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Dupont-Aignan,88.56025,0.1749999,0.3478091600000001,0.17244509000000002,0.29680878,0.00793707,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Zemmour,303.4525,0.17600175,0.49265437,0.1625922,0.15824839,0.010503609999999998,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Le Pen,993.0248,0.18674146,0.35954198,0.1521681,0.27088467,0.0306634,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Lassalle,134.5409,0.33858833999999993,0.26090341,0.19289621,0.19672531,0.010886259999999998,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Blank/Null/NA,96.61228,0.14716576,0.18974968999999997,0.19870828,0.40283553999999994,0.06154063,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Blank,63.86856,0.1591077,0.19577943,0.22137931000000005,0.3749999,0.04873366,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
1st round vote,Null,19.09123,0.10612522,0.20135528000000003,0.13400588,0.53195944,0.02655449,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
2nd round vote,Macron,2287.563,0.34190486000000003,0.32788076,0.15653116,0.1536324,0.02005276,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
2nd round vote,Le Pen,1619.66,0.21129484,0.34765289999999993,0.1549999,0.25922169,0.02683067,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
2nd round vote,Blank/Null/NA,370.4173,0.37942396,0.24374323,0.15231605,0.19612121,0.02839581,"ce1_i1. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre père"
