Indicator,Category,BASE,ST 1-2,ST 3-5,ST 6-7,1.0,2.0,3.0,4.0,5.0,6.0,7.0,Ne peut choisir,No rep.,moyenne,Question
Political similarity,Radical left,828.7407,0.04047205597601277,0.3345773895260605,0.5618960188633187,0.01120224,0.02926981,0.05326647,0.11187883,0.16943212999999996,0.27202272,0.28834846000000014,0.03957934,0.025,5.534438,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,Left,1430.296,0.026697487792736608,0.31125885830625266,0.614698006566473,0.00860373,0.01809375,0.0449999,0.09707152,0.16842486,0.2804597200000002,0.33499989999999996,0.02879505,0.01855157,5.705662,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,PC/LFI,641.3963,0.04204913561241311,0.3324414250596706,0.5725436832111441,0.011996439999999999,0.03005268,0.05178399,0.11334654,0.16731091,0.2578264,0.31471744,0.03563733,0.01732863,5.561968,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,PS,449.3176,0.0049999,0.2449999,0.705,0.00162787,0.00395146,0.04271909,0.07309389,0.13148388,0.3057156,0.39500997000000027,0.03139824,0.015,5.963569,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,EELV,339.583,0.0249999,0.3558794168141515,0.5804586802048394,0.01142571,0.01421826,0.03841567,0.09805726000000001,0.21940641999999996,0.28723046,0.29322861,0.01242704,0.0255902,5.634566,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,EM,672.9198,0.020906919368400216,0.2448681105831631,0.7089693303719106,0.01404257,0.00686434,0.023747409999999997,0.08629269,0.13482809,0.30924532,0.39972341,0.01573514,0.00952046,5.921413,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,MoDem,161.1257,0.055448168727893814,0.30913479351835244,0.6074558558938766,0.007225049999999999,0.04822311,0.03057858,0.05557906,0.22297715,0.3620413400000001,0.24589504,0.0149999,0.012480770000000002,5.579241,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,Right,573.0042,0.03007443924494795,0.31184832502100335,0.6263514298848072,0.023915080000000002,0.00615935,0.04576956,0.0722465,0.19383209,0.28534119,0.34101024,0.0115184,0.02020786,5.712028,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,UDI/PR,89.32552,0.013601241839957944,0.33896729624411925,0.5680034104475407,0.01360124,0.0,0.02200089,0.06220503,0.255,0.27002239,0.29774226,0.0085156,0.07091259,5.766233,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,LR,397.5368,0.03717288562970774,0.28347388216638053,0.6608603278992032,0.03040222,0.0067706699999999995,0.03967552,0.054999900000000004,0.18796094,0.31935308,0.34234419000000016,0.0065025000000000005,0.01199098,5.738923,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,Radical right,1008.8,0.05409934575733545,0.28499990000000003,0.6155605670103093,0.02330794,0.030791409999999998,0.03347828,0.09944715999999999,0.15289919,0.24519062,0.37036975,0.02929836,0.01521786,5.663455,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,Debout la France,86.14185,0.01439774047109506,0.415,0.5249999,0.00467259,0.00972515,0.09854019,0.15838515,0.15774563,0.14426402,0.38333772,0.03778007,0.00554933,5.530599,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,Reconquete,205.4045,0.055,0.28125060551253744,0.6349999,0.01615331,0.03646849,0.05944505,0.06967715,0.15212846,0.28499990000000003,0.35156691,0.02114981,0.00841092,5.644253,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,RN,717.2537,0.0592906108396513,0.2716599440337498,0.6201081988144502,0.02759495,0.03169567,0.01822811,0.10089408,0.1525378,0.24581414,0.37429392,0.03061327,0.0183284,5.685115,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Political similarity,No preference,1860.95,0.029163373545769634,0.2728093715575378,0.621965662699159,0.00968772,0.01947565,0.03410982,0.08297241,0.15572707,0.22959515,0.39237078,0.04766568,0.028396420000000002,5.829023,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Total-left,1649.278,0.03021832583712388,0.295,0.615629384494306,0.005783919999999999,0.02443441,0.03649456,0.09909506000000001,0.15795833,0.27855207,0.33771958000000013,0.0349999,0.02496217,5.728323,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Very Left,217.9165,0.039187597084204266,0.28499990000000003,0.5466043186266298,0.00923362,0.02995398,0.07242237,0.12499990000000001,0.08935679,0.20941572,0.3381871700000001,0.03724634,0.08918411,5.556513,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Left,1431.362,0.02885279195619277,0.2944262876896271,0.626137552904157,0.005258720000000001,0.02359407,0.03102474,0.0949991,0.1684024,0.28907754,0.3372451599999998,0.03539837,0.0149999,5.75239,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Center,776.1196,0.019982770696681286,0.300628923686504,0.645,0.00831409,0.01166868,0.03919249,0.07363654,0.18779992,0.295,0.3479421600000003,0.01345767,0.02298845,5.800022,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Total-right,1622.94,0.05149696230298101,0.29782351781335104,0.6165847166253835,0.02407703,0.027419919999999997,0.04236663,0.07700112,0.17845546000000004,0.26998811,0.34659636,0.02176722,0.0123271,5.644866,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Right,1193.119,0.05104136301575954,0.2929000376324575,0.625,0.024309539999999998,0.026731830000000005,0.04212522,0.06781778,0.18295702,0.28535435,0.33638153,0.02191382,0.012407970000000003,5.650958,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Very Right,429.8207,0.05276160501343932,0.31148965138254164,0.605,0.02343163,0.02932997,0.04303681,0.10249274,0.16596006,0.22728586,0.375,0.0213603,0.01210263,5.627968,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Both left and Right,200.4265,0.03235305710572205,0.27429122396489486,0.6463466657353194,0.012044590000000003,0.020308469999999995,0.01386925,0.05706869999999999,0.2033533,0.33608919,0.31025768,0.02126643,0.02574286,5.800315,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Politics,Neither left nor right,1673.316,0.02278122004451042,0.26533075641420983,0.6349999,0.013069570000000003,0.00971164,0.030999339999999997,0.09623024,0.13810105,0.23381853999999996,0.40253754,0.050182019999999994,0.025350690000000002,5.864553,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Loss of job risk,High risk,556.2398,0.04067684477090637,0.243187200915864,0.6517250293848086,0.01729816,0.02337869,0.02972957,0.07326657,0.1401911,0.24338729,0.40833738,0.03756551,0.0268454,5.842258,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Loss of job risk,Low risk,1874.312,0.03781264271903504,0.3449999,0.5549999,0.013360049999999998,0.025,0.04439015,0.10056469,0.2003374,0.27291556,0.2823315300000001,0.03610062,0.025,5.55698,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
Loss of job risk,Zero risk,3478.817,0.02863288870900654,0.26043798797119827,0.6602891155240417,0.012845839999999999,0.01578704,0.03285022,0.08125676000000001,0.14633095,0.26831943,0.39197032,0.03019219,0.020448910000000004,5.849581,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Arthaud,24.07418,0,0.303226942724529,0.635,0.0,0.0,0.04176209,0.11371536000000002,0.1477495,0.345,0.2874349099999999,0.06433814,0,5.772417,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Poutou,32.85668,0.0620824136826971,0.5089248213757446,0.3715436252232423,0.01829498,0.04378744,0.12033252,0.13646294,0.25212931,0.16913510000000004,0.20240846,0.05744935,0,4.991811,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Roussel,98.04205,0.008161769363247709,0.2855631843683399,0.6524497396780259,0.0,0.00816177,0.035,0.11329241,0.13825119,0.3478363000000001,0.30363319,0.030634030000000003,0.02319111,5.792947,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Melenchon,942.3053,0.026717646605617096,0.3164144359582823,0.5949998999999999,0.00584231,0.02087533,0.0482355,0.09934139,0.16883753,0.2708522900000001,0.32499989999999995,0.04313501000000001,0.01788074,5.68076,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Hidalgo,75.31895,0,0.31912712537814186,0.6482951501580944,0.0,0.0,0.06968829,0.105,0.14469878,0.32573191000000007,0.32230322,0.012770329999999998,0.01980747,5.750946,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Jadot,198.8808,0.005,0.34062971387886615,0.6433094597366865,0.0,0.005,0.04590979,0.06231828,0.23240162000000003,0.31448777,0.32875922000000013,0.01112332,0,5.812215,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Macron,1195.294,0.015,0.28027773920056487,0.6697327184776297,0.00662652,0.0079715,0.0273094,0.07836174,0.17460658000000004,0.29929649,0.37043673,0.02045636,0.01493595,5.888203,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Pecresse,205.1207,0.03289586570248639,0.2645149416904291,0.6477864008849424,0.0094902,0.02340567,0.02410106,0.07402802,0.16638589,0.32663055999999996,0.32115574,0.02664189,0.02816049,5.781354,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Dupont-Aignan,88.56025,0.0149999,0.3712683737907244,0.5763575644829367,0.012495989999999998,0.00379626,0.11335605,0.10510314,0.15280919,0.21726281999999997,0.35909463,0.03608192,0,5.562562,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Zemmour,303.4525,0.0605760044817558,0.3128210181165092,0.5886974073372274,0.01901519,0.0415608,0.05744596,0.07250469,0.18287037000000003,0.28115201,0.30754566,0.02979989,0.00810585,5.528122,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Le Pen,993.0248,0.04372270460919002,0.2801952176823781,0.6278407145521441,0.0149999,0.027757919999999995,0.02738659,0.08802847,0.16478017,0.26646424,0.3623413200000001,0.03042623,0.01781516,5.734726,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Lassalle,134.5409,0.0249999,0.39645721115289106,0.5165745137723919,0.00950583,0.0149999,0.0309349,0.14843003,0.2170922,0.25034536,0.26711143000000004,0.0472508,0.01432955,5.518783,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
1st round vote,Blank/Null/NA,96.61228,0.032457644100729224,0.29500556243988857,0.5668100369849465,0.01019738,0.02226027,0.055,0.1234044,0.11675669,0.26549099,0.3011637399999999,0.06327774,0.04244879,5.589825,"q1v13b_i2. Il existe différentes opinions sur ce qu'est un bon citoyen. En utilisant une échelle de 1 à 7, où 1 veut dire que 'ça n'est pas important du tout' et 7 veut dire que
c'est très important', diriez-vous personnellement, que... ? Pas important du toutTrès important
- Ne jamais essayer de frauder le fisc..."
