Indicator,Category,BASE,ST Bonne,ST Mauvaise,Très bonne,Assez bonne,Assez mauvaise,Très mauvaise,No rep.,Question
Political similarity,PC/LFI,641.3963,0.3057150469998034,0.6728841435474449,0.09743617,0.20827903,0.21788401000000004,0.45499989999999996,0.02140089,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,PS,449.3176,0.3018417262088109,0.6888859906667354,0.0649999,0.23648573,0.21092548,0.47831638000000015,0.00927251,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,EELV,339.583,0.22189473560219444,0.7502913867890912,0.04991124,0.17198352,0.35149345,0.3987979400000001,0.02781332,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,EM,672.9198,0.3434745121186804,0.6487822174351238,0.10806961,0.2349999,0.32886783,0.3203193,0.00774336,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,MoDem,161.1257,0.2582836878288194,0.7364219364136199,0.020804929999999996,0.23747881,0.34868193,0.38803442999999993,0.0049999,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,Right,573.0042,0.3764017785558989,0.6049998999999999,0.09307237,0.28500000000000003,0.3311636899999999,0.27322749,0.01753645,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,UDI/PR,89.32552,0.2259638678845642,0.7249998999999999,0.0198697,0.20609418,0.35457515,0.37334594,0.04611534,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,LR,397.5368,0.41214473729224566,0.575,0.11185007,0.30023150000000004,0.325,0.24948146,0.01343697,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,Radical right,1008.8,0.459306502775575,0.5149999,0.13185091,0.32720401000000005,0.30249772,0.21344736,0.025,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,Debout la France,86.14185,0.3649999,0.625731511454653,0.08232312,0.28499990000000003,0.34686167999999995,0.27899517,0.00682013,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,Reconquete,205.4045,0.5049999,0.4569593655445718,0.19347784,0.31329825,0.25783656,0.1991229,0.03626457,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,RN,717.2537,0.45674424544620684,0.5196519725168375,0.12015069,0.33659345,0.3099747,0.20967741,0.02360424,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Political similarity,No preference,1860.95,0.2893187887906714,0.6530460248797657,0.04701239,0.2423064,0.33045144,0.32259486,0.057635879999999994,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Total-left,1649.278,0.2411553419132493,0.7446440199893529,0.06081916,0.18033612,0.24192204,0.50192268,0.015,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Very Left,217.9165,0.2349659617330491,0.7584813449188106,0.08027671,0.15468925,0.18343439,0.57504686,0.0065532,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Left,1431.362,0.2420974568278325,0.7425368285590925,0.05785686,0.1842406,0.25082635,0.49171062,0.01536548,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Center,776.1196,0.30704919705674233,0.68225142104387,0.07874504,0.22830412,0.3472517700000001,0.33499989999999996,0.010699169999999997,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Total-right,1622.94,0.4264612986308797,0.5544277052756109,0.115,0.31258136,0.31223618000000003,0.24107250000000002,0.01910996,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Right,1193.119,0.39824108073042175,0.5830626282877065,0.09852563,0.29971528,0.33287744,0.2501851,0.01869554,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Very Right,429.8207,0.505,0.4749412952889426,0.15650207,0.3490728600000001,0.25916481,0.21499990000000002,0.02026036,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Both left and Right,200.4265,0.31797596625196767,0.6682778973838289,0.12306481,0.195,0.34913671,0.31905212,0.01374636,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Politics,Neither left nor right,1673.316,0.34009057464340264,0.5885717939707742,0.06770801,0.27238256,0.32701217,0.26155986,0.07133835,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Loss of job risk,High risk,556.2398,0.35822104063750926,0.5949998999999999,0.125,0.23362118000000004,0.26170637,0.33370258,0.04596987,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Loss of job risk,Low risk,1874.312,0.3684591466095293,0.6100398439534079,0.08105262,0.28740669,0.33219149,0.27784792,0.0215014,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
Loss of job risk,Zero risk,3478.817,0.3089012730477056,0.6549999,0.07565356,0.23324776999999997,0.2929148,0.3631838700000001,0.035,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Arthaud,24.07418,0.5298307148987007,0.44434493718996876,0.19153284,0.33829784,0.23132809,0.21301702,0.02582415,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Poutou,32.85668,0.30345348343167966,0.6879191689482931,0.16212402,0.14132943,0.4203090500000001,0.2676103,0.00862736,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Roussel,98.04205,0.22547967938246904,0.7320162114113281,0.03767619,0.18780339999999998,0.22906743,0.50294848,0.04250403,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Melenchon,942.3053,0.2750753922322203,0.7037185294405115,0.06853499,0.20654039,0.2448873,0.4588310199999999,0.02120565,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Hidalgo,75.31895,0.23669740483636587,0.7549999,0.04780559,0.18889176999999996,0.28244393,0.47432339,0.00653567,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Jadot,198.8808,0.205,0.7549999,0.046976550000000006,0.15659646,0.25364801,0.50167849,0.04110054,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Macron,1195.294,0.3492877902842313,0.6332022916537687,0.07916878,0.27011898,0.3082018100000001,0.32499989999999995,0.01751053,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Pecresse,205.1207,0.3535352112195405,0.6327025990063411,0.09197614,0.26155907,0.3408670100000001,0.29059778,0.015,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Dupont-Aignan,88.56025,0.40417670455989,0.5958231825226329,0.09256358,0.31161317,0.33518977,0.26063341,0,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Zemmour,303.4525,0.4649999,0.515,0.16427929,0.30152943,0.28561986,0.22786271,0.02070909,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Le Pen,993.0248,0.4149999,0.555,0.10413254999999999,0.3149999,0.29723014000000014,0.25778107,0.02585634,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Lassalle,134.5409,0.2634169237755954,0.725,0.03846965,0.22494721000000004,0.36687097,0.35607811,0.013633619999999999,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Blank/Null/NA,96.61228,0.2822099840724181,0.665,0.05733447,0.22487555,0.32716328,0.33605014,0.05457625,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Blank,63.86856,0.31734549831716885,0.6496110136192205,0.085,0.23316449,0.31832924,0.3304631000000001,0.03304317,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
1st round vote,Null,19.09123,0.21082905606396238,0.7365565235974842,0,0.21082906,0.33768740999999997,0.39886875,0.05261505,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
2nd round vote,Macron,2287.563,0.33760587140113735,0.6411784068897775,0.07931677,0.25828924,0.29253236,0.34864705,0.02121702,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
2nd round vote,Le Pen,1619.66,0.40443519010162626,0.5696493091142585,0.11411339,0.2903221,0.30612548,0.26352383,0.02591476,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
2nd round vote,Blank/Null/NA,370.4173,0.2499908616579193,0.7175960734015393,0.05919578,0.19079503,0.2821561,0.43543971,0.03241377,"q55_i1. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Avoir à sa tête un homme fort qui n'a pas à se préoccuper du parlement ni des élections"
