Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Ni d'accord ni pas d'accord,Pas vraiment d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,PC/LFI,641.3963,0.4949999,0.235,0.1341195,0.36326994999999995,0.24153211,0.16723951,0.06600066,0.02783879,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,PS,449.3176,0.27734034900925314,0.4649999,0.04898502,0.22835517999999996,0.2458696500000002,0.23428817,0.2349999,0.00750208,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,EELV,339.583,0.2949999,0.3674371214106713,0.06320104,0.23215859,0.31576581,0.2684594,0.09897763,0.02143721,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,EM,672.9198,0.19020944249225538,0.6125117733197923,0.04963156,0.14057791,0.19087193,0.30180848,0.3107027,0.006406679999999999,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,MoDem,161.1257,0.20096793993757672,0.5524267699069733,0.07052444,0.1304435,0.2466051,0.30463973,0.24778698,0,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,Right,573.0042,0.34567355701755764,0.39721331885525446,0.09554401000000001,0.25012958,0.25357179,0.25677211,0.14044124,0.00354155,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,UDI/PR,89.32552,0.17882627495479456,0.5428736379032554,0.02853973,0.1502865,0.27951786000000006,0.3649999,0.17665601,0,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,LR,397.5368,0.3198755435974732,0.4240719349755796,0.05968723,0.26018824,0.25245084,0.2620766599999999,0.16059703,0.005,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,Radical right,1008.8,0.595,0.17124960348929422,0.26729144,0.32709417,0.21943527,0.11828261,0.05296699999999999,0.0149298,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,Debout la France,86.14185,0.637743442937434,0.12222038416867062,0.33050033,0.307243,0.23310238,0.11234928,0.00987111,0.00693373,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,Reconquete,205.4045,0.605,0.17271164945266532,0.28737243,0.31845222999999984,0.2027182,0.10499990000000001,0.06638861,0.02006863,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,RN,717.2537,0.5849998999999999,0.1767193393355796,0.25394933,0.33104933000000003,0.22258121,0.12242013,0.055,0.015,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Political similarity,No preference,1860.95,0.405,0.21690410811682204,0.13640162,0.26827201,0.33342241,0.13993552,0.07696854,0.0449999,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Total-left,1649.278,0.3649999,0.3574923087557101,0.09459867,0.27159124999999995,0.25831582,0.215,0.14283007,0.01766419,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Very Left,217.9165,0.6295544394297816,0.1849999,0.233492,0.3956075900000001,0.175,0.11140024000000001,0.07425624,0.010243929999999998,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Left,1431.362,0.32648337737064415,0.3836531918550304,0.075,0.25303054,0.26952238999999995,0.23038315999999998,0.15327003,0.01879388,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Center,776.1196,0.2350958537833602,0.5118642796806059,0.06697135,0.16812447,0.24499990000000002,0.28499990000000003,0.2276648200000001,0.007239559999999999,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Total-right,1622.94,0.4739131452795544,0.29829870481964826,0.18149124,0.29242221,0.21993327,0.18818230999999996,0.11011633,0.0078537,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Right,1193.119,0.4185165939022009,0.35047442878706986,0.13809427,0.28042232,0.22422164,0.22041146,0.13006289,0.00678632,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Very Right,429.8207,0.6276866144417894,0.15346655012194618,0.30195498,0.32573187,0.20802955999999997,0.09871884,0.05474774,0.010816599999999999,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Both left and Right,200.4265,0.33556376028120033,0.4247546606860869,0.075,0.26056331,0.23968198,0.22238954999999996,0.20236516,0,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Politics,Neither left nor right,1673.316,0.4449999,0.1760016637622541,0.16398361000000003,0.28224962,0.32126096,0.10930667,0.06669499,0.05650501,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Loss of job risk,High risk,556.2398,0.575,0.1849999,0.28566942,0.28736347,0.22801173,0.1136288,0.07325301,0.01207331,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Loss of job risk,Low risk,1874.312,0.48633077097089494,0.23296041427467784,0.1414161,0.345,0.26675913,0.15446591,0.07849462,0.01386424,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
Loss of job risk,Zero risk,3478.817,0.32496937895842176,0.37698447489477027,0.10499990000000001,0.21971104,0.2656560200000001,0.21780973,0.15917491,0.0326484,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Arthaud,24.07418,0.32445370932675593,0.3478288772452478,0.15026373,0.17418998,0.2810466199999999,0.24339168000000003,0.105,0.04610799,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Poutou,32.85668,0.43687615425539045,0.20932361395004,0.15138599,0.2854902,0.3538002,0.09062184999999999,0.11870177,0,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Roussel,98.04205,0.355,0.3327830252427402,0.08730919999999999,0.26718179,0.30941071,0.25264802,0.08013487,0.00331506,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Melenchon,942.3053,0.4708079218062341,0.25197046010459667,0.14294062,0.32786741,0.25968123,0.17406344,0.07790711,0.01754002,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Hidalgo,75.31895,0.265,0.4803034296149907,0.045,0.21853849999999997,0.23372936,0.2756718900000001,0.20443886,0.022621389999999998,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Jadot,198.8808,0.26297299689059983,0.4381974529466897,0.05684742,0.2049999,0.29725333,0.30994176999999995,0.12938142,0.00157616,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Macron,1195.294,0.19849049689867093,0.565,0.05267245999999999,0.1458181,0.2249999,0.2773055,0.28766612999999996,0.01153791,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Pecresse,205.1207,0.265,0.4549999,0.04630985,0.21778176999999999,0.26520883,0.28401751,0.17413547,0.01254605,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Dupont-Aignan,88.56025,0.5949998999999999,0.1360331525712721,0.27042472000000006,0.32499989999999995,0.26854226,0.09608402999999999,0.03994909,0,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Zemmour,303.4525,0.5849998999999999,0.1868043927797596,0.28371956,0.30200791,0.21128958,0.115,0.07298295,0.015,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Le Pen,993.0248,0.5593930786018637,0.1830259425545062,0.20868341,0.35070977,0.24527534,0.13177506,0.05125088,0.01230539,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Lassalle,134.5409,0.38800885084015346,0.27971486737490237,0.08846231999999998,0.29954653,0.31348051,0.19407006,0.08564481,0.01879523,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Blank/Null/NA,96.61228,0.3615437913275621,0.20828149382252442,0.10455834,0.25698545,0.38771110000000003,0.145,0.06357637,0.042168739999999996,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Blank,63.86856,0.3957548126965756,0.1849999,0.12836851,0.26738633,0.3970913100000001,0.12021491,0.0649999,0.02193904,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
1st round vote,Null,19.09123,0.32628280105577273,0.26006024755869583,0.0430097,0.28500000000000003,0.3606638800000001,0.20049472999999998,0.05956552,0.05126617,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
2nd round vote,Macron,2287.563,0.22700214158036303,0.5072673408338917,0.05587632,0.17112582,0.25170603,0.28659897,0.2206692,0.01402618,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
2nd round vote,Le Pen,1619.66,0.5936345282343207,0.1565226035093785,0.24180191999999998,0.35183279,0.23526141,0.11587339,0.04064925,0.014580559999999998,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
2nd round vote,Blank/Null/NA,370.4173,0.3987702518213917,0.24542501119683124,0.115,0.28384851,0.32444341000000004,0.17515535000000002,0.07026969,0.03128304,"pop1_i9. Pour chacune des phrases suivantes, dans quelle mesure êtes-vous d'accord ou non avec les propositions suivantes ?
- Il n'y a pas de quoi être fier de notre système démocratique"
