Indicator,Category,BASE,Plutôt de gauche,Plutôt de droite,Ni de gauche ni de droite,Vous ne savez pas,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,34.9042,0.24651399999999998,0.15897333,0.1213674,0.18100443,0.29214077,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Socio-Professional Category,Prof Intermed,53.71236,0.18310504,0.22646575,0.11443791000000002,0.12828764,0.34770377,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Socio-Professional Category,Total-CSP-,114.4706,0.13728276,0.16192664,0.13259719,0.185,0.38319341000000007,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Socio-Professional Category,Salaried,58.38014,0.11575371,0.15347776,0.165,0.14333732,0.42243120999999995,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Socio-Professional Category,Blue collar,56.09042,0.15969075,0.1707206,0.09952605,0.2278726,0.34218981,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Far left,11.53526,0.7645825100000001,0.1055333,0.04908231,0,0.08080177,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Radical left,62.82788,0.58060368,0.06941336,0.0449999,0.19692977,0.10805328999999998,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Left,116.1854,0.4178669,0.11917341,0.1349999,0.18054385,0.14741594,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,PC/LFI,51.29263,0.53749476,0.06129027,0.04581537,0.2412175,0.11418189999999999,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,PS,45.62469,0.41021276,0.20936554,0.13207662,0.04995539,0.19838978,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,EELV,19.26808,0.11056011,0.059696299999999994,0.38649692,0.32824677,0.1149999,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,EM,46.47594,0.1549999,0.22719885,0.16028444,0.11892459,0.33859222000000005,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,MoDem,9.600933,0.21603973,0.2249999,0.35099637,0.14072507,0.06723893,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Right,40.2459,0.0349999,0.578477,0.10577845,0.12156739,0.15917726,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,UDI/PR,4.994393,0,0.86114769,0,0,0.13885223,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,LR,28.21693,0.02878628,0.47051468999999996,0.15087215,0.17339196999999998,0.17643535,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Radical right,74.03745,0.19470498,0.3766274900000001,0.135,0.07889636,0.21477117,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Debout la France,7.034571,0.085,0.81061753,0,0,0.10438247,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,Reconquete,22.82282,0.24531876,0.33121025,0.23368769,0.026321910000000004,0.16346135,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,RN,44.18003,0.18604132,0.33148676000000016,0.10499990000000001,0.11861796000000001,0.25885406,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Political similarity,No preference,175.9621,0.15598581,0.16234604000000002,0.13682742,0.22034415,0.3244967,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Total-left,141.4682,0.47502796,0.10007443,0.10946474,0.16348996,0.15194263,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Very Left,9.188333,0.75162992,0.05891245,0,0.10431643,0.08514109999999998,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Left,132.2798,0.45499989999999996,0.10293363,0.11706837,0.16841524,0.15658286,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Center,43.06508,0.20089314,0.31237443,0.16607790000000003,0.11197952,0.20867502999999998,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Total-right,120.414,0.12392463,0.4684643,0.12164823000000001,0.07650422,0.20945853,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Right,90.97233,0.12062382000000002,0.49235580000000007,0.12182484,0.09019553999999999,0.175,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Very Right,29.44166,0.13412382,0.395,0.12110251,0.03419919,0.3155744800000001,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Both left and Right,18.4547,0.16423475,0.2549999,0.21827796000000008,0.14664839,0.215839,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Politics,Neither left nor right,154.041,0.12933842,0.10931246,0.15712849,0.25001182,0.35420849,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Loss of job risk,High risk,36.61848,0.22869139000000002,0.08930862000000002,0.10278414,0.05700562,0.5222101,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Loss of job risk,Low risk,127.2803,0.2282020800000001,0.205,0.15370548,0.19931944999999998,0.21377299000000002,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
Loss of job risk,Zero risk,311.7551,0.24353220999999997,0.24189945999999998,0.1308326,0.1651393,0.218597,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Arthaud,4.245051,0.45688560000000006,0.28677017,0,0.10499990000000001,0.15134433,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Poutou,1.189371,0.52396964,0,0.47603078,0,0,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Roussel,9.159887,0.46499989999999997,0.15679975,0.04666225,0.13304018,0.19849792000000016,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Melenchon,94.71457,0.42698023999999996,0.190836,0.09047284,0.16907684,0.12263393000000002,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Hidalgo,6.049972,0.19032846,0.13007502,0.13007502,0.1445215,0.405,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Jadot,13.40589,0.1643729,0.22794816,0.42684633,0,0.18083245,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Macron,98.03156,0.205,0.26327174,0.22884304,0.14320317,0.15968205,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Pecresse,13.80191,0.0588513,0.51563346,0.1349999,0.04385129,0.24666404999999997,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Dupont-Aignan,4.235225,0,0.26373003,0.15669066,0.2424615,0.33711739,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Zemmour,25.67202,0.21117096000000002,0.32894022,0.2652325,0.02340058,0.17125575,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Le Pen,66.84885,0.16329899,0.3771749300000001,0.13365941,0.1857281,0.14013843,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Lassalle,8.699907,0.18136286,0,0.34592818,0.23806690999999996,0.23464205,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Blank/Null/NA,5.441935,0.13339615,0.11764869,0.22917198,0.35127432,0.16850877,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Blank,3.353065,0,0.09784517,0.26637405,0.43120816,0.20457259,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
1st round vote,Null,0.8446269,0.85947203,0,0,0.14052797,0,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
2nd round vote,Macron,164.7368,0.22305405,0.24985254999999998,0.19099485,0.1466804,0.18941827,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
2nd round vote,Le Pen,115.1642,0.15864583,0.33499989999999996,0.18872509000000004,0.15047072,0.16715845999999998,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
2nd round vote,Blank/Null/NA,35.03796,0.415,0.18021426,0.08163169,0.11196527999999999,0.21118877000000003,"ce1_i4. Diriez-vous que les membres de votre famille suivants sont ou étaient plutôt de gauche, plutôt de droite, ou ni de gauche ni de droite ?
- Votre ancien conjoint"
