Indicator,Category,BASE,ST Bonne,ST Mauvaise,Très bonne,Assez bonne,Assez mauvaise,Très mauvaise,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.19936128663148772,0.7804441191861355,0.04738923,0.15197207,0.20544395000000015,0.5749999,0.02019485,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Socio-Professional Category,Prof Intermed,896.9079,0.16840971074064573,0.821529947500741,0.0367361,0.1316735,0.2249999,0.5965306300000001,0.01005987,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Socio-Professional Category,Total-CSP-,1674.09,0.22455166687573547,0.7388975503109152,0.054999900000000004,0.16847332,0.27096178,0.4690140400000001,0.03655096,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Socio-Professional Category,Salaried,956.6466,0.1965970505722803,0.762995864930686,0.05214512999999999,0.145,0.26202518,0.5004231,0.04040659,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Socio-Professional Category,Blue collar,717.4432,0.26182644145208983,0.7067639640322746,0.06132275,0.20050368,0.28176375000000015,0.425,0.03140982,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Far left,187.3446,0.3588548055294895,0.6332394955605872,0.09695668,0.26189813,0.17044676,0.46279268,0.00790602,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Radical left,828.7407,0.20858611143389,0.7701856563820265,0.07147425,0.13711189,0.18685543,0.58333035,0.02122861,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Left,1430.296,0.13923090045696834,0.842306767270551,0.045919030000000007,0.09331187,0.16128899000000002,0.68101771,0.01846306,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,PC/LFI,641.3963,0.16469427715750776,0.8101856839523396,0.0640311,0.10066327,0.19164813,0.61853787,0.025119980000000004,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,PS,449.3176,0.09569235658696654,0.8884993599182404,0.02805096,0.06764142,0.12676857,0.7625391499999999,0.0149999,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,EELV,339.583,0.14874351778504813,0.8418536852551511,0.0353513,0.11339222,0.14962251,0.69223077,0.00940253,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,EM,672.9198,0.11238345193587705,0.8803867860627671,0.03047317,0.08191025,0.15204724,0.72833939,0.00723001,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,MoDem,161.1257,0.07900074289824653,0.9209989467850257,0.027884199999999998,0.05111655,0.19846145,0.7225377499999999,0,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Right,573.0042,0.1849999,0.795,0.05359291,0.1349999,0.27578157,0.51647597,0.01914965,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,UDI/PR,89.32552,0.06860506381602928,0.8780943004865799,0.023870780000000005,0.045,0.23032399000000003,0.6475044400000001,0.053300789999999994,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,LR,397.5368,0.205,0.7849999,0.055,0.145225,0.2524682,0.5331591600000001,0.01414764,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Radical right,1008.8,0.33474871134020623,0.6399840404440921,0.08419637,0.25055234,0.34112312000000006,0.29886102,0.02526751,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Debout la France,86.14185,0.2649999,0.7270607724352333,0.08003908999999998,0.1849999,0.4315875800000001,0.2965533,0.00682013,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,Reconquete,205.4045,0.40091974615940734,0.5684690452253967,0.09007714,0.31084261,0.36256027,0.20590893,0.03061115,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,RN,717.2537,0.3240411307742296,0.6500064063803366,0.08301153,0.24102978,0.32424886999999997,0.32575754000000007,0.02595274,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Political similarity,No preference,1860.95,0.14956624304790564,0.8078175125607888,0.01912328,0.130443,0.25281704999999993,0.555,0.04261667,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Total-left,1649.278,0.1149999,0.875,0.0342665,0.08138743,0.13582886000000008,0.735,0.01351721,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Very Left,217.9165,0.2049999,0.7880467977413367,0.07402037,0.13361778,0.09536763,0.69199422,0.005,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Left,1431.362,0.10164982722749381,0.8834320039235357,0.0282142,0.07343565,0.14254521,0.7408049400000001,0.015,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Center,776.1196,0.12654503249241483,0.8688373544489792,0.02550585,0.10103918,0.195,0.6738375800000002,0.00461739,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Total-right,1622.94,0.28557217149124425,0.690281834202127,0.07797898,0.20759313,0.27549534,0.41478582,0.024145849999999996,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Right,1193.119,0.24036034963821717,0.7375200629610291,0.05655352000000001,0.18380681,0.26586736,0.47165337,0.0221182,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Very Right,429.8207,0.41107350111337126,0.5591515252755394,0.13745294,0.27362061,0.30222137,0.25693039,0.029774350000000005,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Both left and Right,200.4265,0.14597450935879236,0.8449998999999999,0.00632241,0.13965209,0.21304803,0.63339628,0.00758145,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Politics,Neither left nor right,1673.316,0.17687723060079505,0.770455789581884,0.0296026,0.14727469,0.29063524,0.47982149999999996,0.05266678000000001,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Loss of job risk,High risk,556.2398,0.23329506446680012,0.7286641480886482,0.0817368,0.1515583,0.255,0.47366413000000007,0.03804077,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Loss of job risk,Low risk,1874.312,0.2549999,0.725,0.052230910000000005,0.20361306000000004,0.25547934,0.46891093999999994,0.01976612,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
Loss of job risk,Zero risk,3478.817,0.1344832165647115,0.8389757207694455,0.03168755,0.10279569,0.21288957999999997,0.6260864,0.02654164,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Arthaud,24.07418,0.28816408284726625,0.6698442065316451,0.11204893,0.17611512,0.29027668,0.37956769,0.04199146,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Poutou,32.85668,0.2565507531497401,0.717868329971257,0.08614547,0.17040529,0.32635495,0.39209439,0.0249999,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Roussel,98.04205,0.10449281711265727,0.871669962021398,0.0227039,0.08178887,0.14240084,0.72810639,0.025,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Melenchon,942.3053,0.1300059545457295,0.8630500114983966,0.04644093,0.08356508,0.19368659,0.6693630999999999,0.00694397,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Hidalgo,75.31895,0.09010514618167141,0.8868786673207739,0.01081585,0.07928929,0.12187845,0.765,0.02301641,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Jadot,198.8808,0.095,0.8849999,0.015,0.07732717,0.15398948,0.73428365,0.0193997,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Macron,1195.294,0.13023339864501954,0.856749050861127,0.03788035,0.09235309,0.19174957000000006,0.665,0.013016990000000003,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Pecresse,205.1207,0.10898597752445267,0.87687639521511,0.01607745,0.09290852,0.24001678,0.63685966,0.01413765,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Dupont-Aignan,88.56025,0.3328427821737179,0.6370620001637304,0.07368184,0.25916097,0.35898216,0.27807984,0.03009518,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Zemmour,303.4525,0.38414117530750286,0.595,0.06977389,0.31436722,0.32699157,0.2658448,0.02302288,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Le Pen,993.0248,0.2959010691374475,0.6842022475168797,0.065,0.23103601999999998,0.33123251,0.3528353700000001,0.0198961,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Lassalle,134.5409,0.08681322928566704,0.8917868098102512,0.015,0.07293428,0.28960509,0.6010610999999999,0.021399529999999996,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Blank/Null/NA,96.61228,0.18215189621857591,0.7628170042151992,0.021967010000000002,0.16018492000000004,0.26492988,0.49788712000000007,0.05503071,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Blank,63.86856,0.2149999,0.745,0.0249999,0.19079998,0.26673202,0.477742,0.0397261,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
1st round vote,Null,19.09123,0.06927636406873731,0.9011441379104437,0.01334404,0.055932329999999995,0.26088403,0.64026048,0.02957973,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
2nd round vote,Macron,2287.563,0.130571966761134,0.857631461953179,0.03643716,0.09413481,0.18911396,0.66851842,0.011797039999999998,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
2nd round vote,Le Pen,1619.66,0.30970685205536963,0.6697800773001741,0.07185206,0.23785466999999996,0.32232598,0.34745434,0.02051239,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
2nd round vote,Blank/Null/NA,370.4173,0.13019858953671978,0.830705261336336,0.02418395,0.10601464999999999,0.20908643,0.62161891,0.03909647,"q55_i3. Je vais vous décrire différents types de systèmes politiques et vous demander ce que vous en pensez pour gouverner ce pays. Pour chacun, veuillez me dire si cette façon
de gouverner le pays serait très bonne, assez bonne, assez mauvaise ou très mauvaise.
- Que l'armée dirige le pays"
