Indicator,Category,BASE,ST Améliorée,ST Aggravée,Beaucoup améliorée,Un peu améliorée,Un peu aggravée,Beaucoup aggravée,N'a pas changée,No rep.,Question
Political similarity,Radical left,828.7407,0.255,0.5998365954513879,0.08916847000000001,0.165,0.3592527199999999,0.24057187,0.12136016,0.024646780000000004,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,Left,1430.296,0.20900617774222957,0.5373317830714761,0.03927454,0.16973158,0.36975843,0.16757343,0.23058059,0.02308212,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,PC/LFI,641.3963,0.19456005592798087,0.6497390147090029,0.0525651,0.14199491,0.38252154,0.26721763,0.12857667,0.02712449,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,PS,449.3176,0.2449999,0.405,0.02417544,0.22083751,0.31763746,0.08735527,0.33694873999999997,0.013045860000000001,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,EELV,339.583,0.1849999,0.505,0.03414985,0.1544989,0.415,0.08550737,0.28211754000000006,0.028726339999999996,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,EM,672.9198,0.43688163136231095,0.2318109825271897,0.07171693,0.36516462,0.19719304,0.03461788,0.31093052,0.02037623,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,MoDem,161.1257,0.29670511904680635,0.30967555144834125,0.0401441,0.256561,0.24332183,0.06635372,0.38209578,0.01152333,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,Right,573.0042,0.19053315839569762,0.5325486270432224,0.03471339,0.15581966,0.38188533,0.15066356,0.25988937,0.01702907,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,UDI/PR,89.32552,0.28215464068946927,0.4087089557385168,0.03479093,0.24736369,0.255041,0.15366784,0.26974419,0.03939255,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,LR,397.5368,0.185,0.5203261685459056,0.02885187,0.15527181,0.40665141,0.11367504,0.28240455,0.01314597,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,Radical right,1008.8,0.105,0.7332392942109437,0.01863118,0.085,0.36952200000000013,0.36308991,0.15165077,0.01210614,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,Debout la France,86.14185,0.1249999,0.7173716375954312,0.06168348,0.06342078,0.39912505,0.31824647,0.14576481,0.01175927,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,Reconquete,205.4045,0.06157182534949331,0.7343568422308178,0.00689684,0.05467499,0.30199046,0.43236618,0.19533325999999998,0.00873847,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,RN,717.2537,0.11221482719433865,0.735,0.01682105,0.09499990000000001,0.38658222,0.34863647000000003,0.13984815,0.01311221,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Political similarity,No preference,1860.95,0.14189553722561057,0.5436529729439264,0.01401851,0.12787705,0.33927279,0.20438077,0.24765749,0.06679443,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Total-left,1649.278,0.18907424945946044,0.558575934439191,0.04627872,0.14279545,0.37085694,0.18771905,0.23263276,0.01971712,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Very Left,217.9165,0.2139075746903057,0.665,0.10131289,0.11259464,0.37651812,0.28740527,0.11855678999999998,0.0036128300000000005,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Left,1431.362,0.18529344777910828,0.5425372477402641,0.03790008,0.14739325,0.3699948,0.17254231,0.25000007,0.0221689,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Center,776.1196,0.37196535173187223,0.33911281199444,0.05307423,0.31889106,0.23790044999999999,0.10121227,0.28078069,0.00814072,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Total-right,1622.94,0.1946610472352644,0.5761523531368997,0.03401597,0.16064506,0.345,0.23115328999999996,0.21236182,0.01682386,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Right,1193.119,0.2137019023249148,0.5183902863000255,0.03183407,0.18186786,0.34851771,0.16987266,0.24618156,0.021725109999999995,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Very Right,429.8207,0.14180631598245502,0.7364910531298283,0.04007264,0.10173370000000001,0.335,0.4014918599999998,0.1184831,0.0032187,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Both left and Right,200.4265,0.2440749102538836,0.515,0.0349999,0.20885282,0.37936426999999995,0.13536503,0.23681569,0.00460229,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Politics,Neither left nor right,1673.316,0.14499990000000001,0.5452313848669348,0.02223475,0.12499990000000001,0.3264512600000001,0.21886852,0.22909444,0.07835113,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Loss of job risk,High risk,556.2398,0.22176244849793203,0.605,0.08793118,0.13383122,0.26781057,0.33548229,0.16132598,0.013618599999999998,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Loss of job risk,Low risk,1874.312,0.23379549402660815,0.552195685670262,0.04771616,0.1849999,0.36322144,0.19005368,0.18766065,0.02634817,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
Loss of job risk,Zero risk,3478.817,0.1849999,0.505,0.022371269999999995,0.16343418,0.32907907000000003,0.175,0.268012,0.04210348,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Arthaud,24.07418,0.285,0.5299017453553974,0.18619924,0.09737794,0.28084877,0.24987742,0.16069673,0.0249999,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Poutou,32.85668,0.2893932984099428,0.5211497327179739,0.14423326,0.14516007,0.34132481,0.17982505000000001,0.15809644,0.03136041,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Roussel,98.04205,0.14796508232946984,0.5891422098987118,0.03722316,0.11074187,0.4420450599999999,0.14801669,0.2349999,0.02697332,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Melenchon,942.3053,0.17977209721732437,0.6167678352228306,0.03193378,0.14783839,0.36703922,0.24972861999999998,0.18472644,0.01873328,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Hidalgo,75.31895,0.14805264810515814,0.4195783398467451,0.01081585,0.13723678,0.31196518,0.10761314,0.4198144,0.01255492,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Jadot,198.8808,0.18059269673090617,0.3923543147453148,0.03862801,0.14196468,0.32093464999999993,0.07141956,0.40508022999999993,0.021972889999999995,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Macron,1195.294,0.40785028620573677,0.23057197643424962,0.05788888999999999,0.35001752,0.20461159000000004,0.02596029,0.33499989999999996,0.026521810000000003,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Pecresse,205.1207,0.1863640773456799,0.49268065095331676,0.00625112,0.18011298,0.36863925,0.12404145,0.31191859,0.00903619,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Dupont-Aignan,88.56025,0.1544887237784446,0.605,0.05183827,0.10265051,0.23587004,0.36683478,0.22351427,0.01929219,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Zemmour,303.4525,0.09423652795742332,0.7178942338586765,0.03335583,0.0608807,0.32697625,0.39091851,0.18066953,0.00719964,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Le Pen,993.0248,0.12343014998215553,0.7369600436967939,0.01864902,0.10478117,0.39901511,0.33794493,0.12300952,0.0166001,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Lassalle,134.5409,0.15899373350408685,0.6027410995466805,0.01045325,0.14854048,0.3844845,0.2182566,0.2220145,0.01625023,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Blank/Null/NA,96.61228,0.175,0.4849999,0.00757858,0.16567801,0.31169982,0.17331461,0.28695835,0.05477027000000001,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Blank,63.86856,0.17915935477486888,0.5086283454644976,0.011463910000000003,0.16769534,0.33349272,0.17513562000000002,0.28085838,0.03135352,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
1st round vote,Null,19.09123,0.10375795587817024,0.505,0,0.10375796,0.32770874,0.17608723999999998,0.31774888,0.07469749,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
2nd round vote,Macron,2287.563,0.32917156817101867,0.3200835998833693,0.04751821,0.28165336,0.27186665,0.04821695,0.33026531,0.02048173,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
2nd round vote,Le Pen,1619.66,0.11826173394416112,0.7320820419100305,0.025,0.09392539,0.3696723100000001,0.36174653999999995,0.13579739,0.01385837,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
2nd round vote,Blank/Null/NA,370.4173,0.09659519142329474,0.6533239673201009,0.01256034,0.085,0.41183955,0.24051898,0.21946102,0.030620110000000002,"q8v13b_i4. Par rapport à il y a cinq ans, avez-vous le sentiment que la situation en France s'est... :
- En matière de fonctionnement de la démocratie"
