Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Politics,Both left and Right,200.4265,0.5399066490708564,0.44862066642884046,0.11385380999999999,0.42605323999999994,0.29838469,0.15023602,0.01147275,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
Politics,Neither left nor right,1673.316,0.30441297399893386,0.6399801352523969,0.05386039,0.25055256,0.37216778,0.26781319,0.05560699000000001,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
Loss of job risk,High risk,556.2398,0.2992743417497274,0.6749999,0.09866299,0.20061149999999997,0.33317932,0.34254619,0.025,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
Loss of job risk,Low risk,1874.312,0.4488890323489366,0.5264322588768573,0.07360301,0.37528592,0.34557454,0.18085767,0.02467892,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
Loss of job risk,Zero risk,3478.817,0.48688217862566496,0.4789927150522721,0.07792471,0.4089577,0.31244012,0.16655311,0.03412626,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Arthaud,24.07418,0.4687939526912236,0.5053816993974458,0.2276004,0.24119372,0.2589970599999999,0.24720892,0.0249999,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Poutou,32.85668,0.4799632829610296,0.520037021391084,0.11087988999999998,0.36908324000000003,0.28602041,0.23401643,0,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Roussel,98.04205,0.504280459251923,0.4800213785819452,0.09171831,0.41256216,0.33109518000000004,0.1489262,0.01569785,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Melenchon,942.3053,0.4249999,0.545,0.0524164,0.37359866,0.34553546000000007,0.19829571,0.03015347,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Hidalgo,75.31895,0.4325321847954598,0.518261207836806,0.08368205,0.3488500600000001,0.42219322,0.09606799,0.04920697000000001,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Jadot,198.8808,0.4912238888821847,0.49281695367275274,0.06741314,0.42381073999999996,0.39026271,0.10255419,0.01595927,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Macron,1195.294,0.6489571603304292,0.33256864001659836,0.13323141,0.51572609,0.2512781,0.08129042,0.01847489,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Pecresse,205.1207,0.6326869984355552,0.33958966598690427,0.11905707,0.51362978,0.2541196,0.08547007,0.027723009999999996,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Dupont-Aignan,88.56025,0.3909418729057337,0.6090581270942663,0.04257826,0.34836363,0.38972406,0.21933396,0,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Zemmour,303.4525,0.4947291585997809,0.485,0.0649999,0.42972872,0.33657227999999995,0.14785985,0.02083925,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Le Pen,993.0248,0.3849999,0.5992302508456989,0.06317978,0.32202881999999994,0.37787737,0.22135288,0.01556096,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Lassalle,134.5409,0.49439107364377677,0.5016380149084777,0.04303685,0.45032521000000003,0.37238096,0.12925698,0.005,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Blank/Null/NA,96.61228,0.3802796083479243,0.5686099117006658,0.05135549,0.32892402,0.3736101,0.195,0.05111039,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Blank,63.86856,0.3889544401815228,0.5527603878966427,0.06438907,0.325,0.37404802,0.17827786,0.05828505,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
1st round vote,Null,19.09123,0.3290683732792492,0.6543774287984588,0.03312018,0.29594814,0.39250677000000006,0.26187082,0.01655433,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
2nd round vote,Macron,2287.563,0.6080160415254137,0.3726494964291694,0.10656354000000001,0.50145286,0.27410572,0.09854391,0.01933583,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
2nd round vote,Le Pen,1619.66,0.3949999,0.585,0.07129805,0.32499989999999995,0.37624576,0.20741625,0.02004004,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
2nd round vote,Blank/Null/NA,370.4173,0.40186351987339686,0.5660966698909581,0.049922699999999993,0.35194064,0.40871984,0.15737707,0.03203981,"q6v13b_i3. À partir de votre expérience personnelle, seriez-vous d'accord ou pas pour dire que :
- Les efforts que vous faites/avez faits dans la vie professionnelle ont été reconnus et récompensés"
