Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Political similarity,Left,1430.296,0.7751849966720175,0.21273722362364153,0.26588224,0.5093029,0.17926261000000002,0.03347455,0.01207877,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,PC/LFI,641.3963,0.836030235908751,0.1549999,0.35935115000000006,0.47828253,0.12974776,0.0249999,0.00761866,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,PS,449.3176,0.7006418177253684,0.285,0.16942005,0.53122201,0.23709219999999998,0.04778019,0.01448595,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,EELV,339.583,0.7588895792781146,0.22379203317009388,0.21697276,0.54318532,0.1949999,0.02752422,0.0173178,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,EM,672.9198,0.42497560630553594,0.5589557626332291,0.06460165,0.36037385,0.37739579,0.18155953,0.01606839,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,MoDem,161.1257,0.527282115764276,0.44241694527936887,0.115,0.41228226,0.33429875,0.1081182,0.03030079,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,Right,573.0042,0.6031126822456101,0.3812071534554197,0.16362915,0.43967160000000005,0.29601895,0.0849999,0.0156804,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,UDI/PR,89.32552,0.4271487028566976,0.5525494841787655,0.07579597,0.35172080999999994,0.4349999,0.11718129,0.02030203,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,LR,397.5368,0.5846180781250943,0.39884533960126456,0.12033532,0.4642828,0.30238635,0.09645907,0.01653723,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,Radical right,1008.8,0.8298846153846154,0.15429282315622522,0.3763408,0.45354381,0.12111201000000002,0.03318088,0.015823,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,Debout la France,86.14185,0.8709314926484629,0.1221345954376415,0.45450556,0.41642593,0.1221346,0,0.00693373,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,Reconquete,205.4045,0.808781696603531,0.16671869408898052,0.3726805899999999,0.4358021500000001,0.12201763,0.045,0.024499629999999998,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,RN,717.2537,0.8309984319355899,0.15459662320319856,0.36800131,0.46240206000000006,0.12072985,0.03386678,0.015,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Political similarity,No preference,1860.95,0.7083957118675945,0.23433504392917595,0.23241495,0.47598103,0.18004675,0.05428834999999999,0.057269730000000005,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Total-left,1649.278,0.7599191888814378,0.2273283824800913,0.28825268,0.47166681,0.17749312,0.049835149999999995,0.01275254,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Very Left,217.9165,0.876231033446297,0.12008925437036662,0.44542437,0.43080675,0.05991488,0.06017437999999999,0.00368015,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Left,1431.362,0.7422112645158947,0.245,0.26432405,0.47788728,0.19539369,0.04826104,0.01413376,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Center,776.1196,0.5749998999999999,0.4065788314069121,0.1208752,0.45484072,0.30677875,0.09980006,0.01770473,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Total-right,1622.94,0.695892023118538,0.28499990000000003,0.24731586,0.44874306,0.21499990000000002,0.0711993,0.01774188,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Right,1193.119,0.6478763643861175,0.33345525467283654,0.19571233,0.4524053499999999,0.2549999,0.07821501,0.01866741,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Very Right,429.8207,0.829173187796679,0.1549999,0.3905596,0.43861311999999997,0.10392931,0.05172473,0.01517277,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Both left and Right,200.4265,0.6818070464733954,0.2983977168687773,0.24144771000000004,0.44035968,0.21155212000000004,0.0868456,0.01979527,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Politics,Neither left nor right,1673.316,0.7047192520719339,0.2363053959921497,0.25119218,0.45352737,0.17965256000000002,0.05665274,0.05897581,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Loss of job risk,High risk,556.2398,0.7602769524942301,0.2164904417123694,0.40535269,0.35492408,0.15898456,0.05750581,0.02323257,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Loss of job risk,Low risk,1874.312,0.7573285557580596,0.21494921869998165,0.24862659,0.50870181,0.17048981,0.04445941,0.02772275,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
Loss of job risk,Zero risk,3478.817,0.6601261290835362,0.3111954437384893,0.21555408,0.44457211,0.2330884,0.07810701,0.02867965,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Arthaud,24.07418,0.7249505486791243,0.195,0.2649999,0.45995071,0.15664405,0.03796547,0.08043987,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Poutou,32.85668,0.8334825673196441,0.14685382089730306,0.43152412,0.40195844,0.10722215,0.03963164,0.01966371,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Roussel,98.04205,0.8025414605263762,0.17948594506132826,0.26263466,0.5399066,0.15793713,0.021548879999999996,0.01797253,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Melenchon,942.3053,0.8096229534101104,0.17396654778446008,0.33249532,0.47712732,0.14068339,0.0332833,0.01641027,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Hidalgo,75.31895,0.686782941079237,0.28177384310322967,0.15142431,0.5353585,0.22697661,0.054797250000000006,0.03144348,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Jadot,198.8808,0.7135213655616832,0.256294825845431,0.18188996,0.53163151,0.23709232,0.01920255,0.03018357,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Macron,1195.294,0.4534718654991993,0.518467674061779,0.08349806,0.36997383,0.37706857,0.14139919,0.02806164,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Pecresse,205.1207,0.5176815406733694,0.4602058202804495,0.10765008,0.41003131,0.34234482,0.117861,0.02211236,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Dupont-Aignan,88.56025,0.8273131568621362,0.17268684313786375,0.3402420400000001,0.4882425000000001,0.16651556,0.0049999,0,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Zemmour,303.4525,0.7850803667789852,0.19091442647531326,0.38006574000000004,0.40501462,0.15054468,0.04036971,0.02400539,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Le Pen,993.0248,0.8129526070245174,0.175,0.32795234,0.4849999,0.13562531,0.03672402,0.01469843,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Lassalle,134.5409,0.774218843489229,0.22078512928038985,0.24439564000000003,0.5298192399999999,0.18642731999999998,0.0343578,0.005,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Blank/Null/NA,96.61228,0.6985975281817177,0.24329039745258058,0.23950816999999996,0.45908936,0.19386635,0.04942401,0.058111829999999996,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Blank,63.86856,0.7390711486214813,0.2125676545705743,0.26099414,0.47894129999999996,0.1649999,0.04670364999999999,0.04836101,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
1st round vote,Null,19.09123,0.606238571323063,0.3749999,0.10964521000000002,0.49659336,0.2827966,0.09386881,0.01709632,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
2nd round vote,Macron,2287.563,0.575,0.40205694881408727,0.11810215,0.45520714,0.30100649,0.10105081,0.02463581,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
2nd round vote,Le Pen,1619.66,0.8134552930862032,0.1686524949680797,0.35040027,0.46305515,0.13628897,0.03236352,0.01789159,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
2nd round vote,Blank/Null/NA,370.4173,0.7973723149539722,0.16736275546525498,0.31774758,0.47988979000000015,0.13574385,0.03161888,0.0349999,"q18bv12b_i2. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, pas vraiment ou pas du tout d'accord ?
- Aujourd'hui on ne sait plus qui du gouvernement ou des entreprises privées prend les grandes décisions"
