Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,192.9888,0.5349999,0.455,0.24123649,0.29485488,0.2774333,0.1750228,0.01145241,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Prof Intermed,327.2908,0.5004466975545906,0.4899685539587425,0.23984753000000003,0.26059901,0.34830829,0.14166054,0.00958458,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Total-CSP-,523.9355,0.3949999,0.545,0.1549999,0.24247508,0.32829474000000003,0.21704179,0.057188489999999995,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Salaried,313.1002,0.4249999,0.505,0.1549999,0.27240027,0.30600767,0.19538815,0.07120401,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Socio-Professional Category,Blue collar,210.8352,0.3542188401177792,0.6094063040706675,0.1549999,0.19803495999999998,0.36139136000000016,0.24919895,0.03637483,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Far left,57.50116,0.4035405546601147,0.5762144624560618,0.17268555999999996,0.23085517,0.18865689,0.38755757,0.02024507,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Radical left,272.6935,0.4649999,0.509529196698858,0.16239315999999998,0.3030776000000001,0.27309287,0.23643637000000003,0.025,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Left,473.2428,0.5541140826653888,0.4270560481849909,0.22172783,0.33238645999999994,0.26705974,0.15999633,0.01883009,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,PC/LFI,215.1924,0.4829287651422634,0.495,0.15964291,0.32364693999999994,0.29565477,0.19605548,0.0249999,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,PS,163.892,0.662640031240085,0.3302872623434945,0.32214678,0.34049337,0.22734972,0.10293754,0.00707282,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,EELV,94.15852,0.5279025201330693,0.4477287875807734,0.18882880000000002,0.33907372,0.27082701,0.17690189,0.024368730000000005,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,EM,207.4823,0.7023384645340831,0.28760501498200086,0.3189675,0.38300854000000006,0.23296729,0.055,0.010056670000000002,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,MoDem,53.12399,0.7558282049221078,0.23290099256475275,0.44544489,0.3103835,0.18266622999999999,0.05023469,0.01127067,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Right,204.8564,0.5335293405526993,0.45304344897206045,0.17260198,0.35935457,0.2805783,0.17246515000000004,0.015,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,UDI/PR,26.51196,0.6052068575842753,0.36910175633940306,0.16837966999999998,0.43751864000000007,0.250793,0.11830879,0.0249999,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,LR,148.9865,0.5768901209169959,0.40921935880096516,0.195,0.38189013999999993,0.29011837,0.11910093,0.013890559999999998,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Radical right,317.252,0.28576645694904995,0.7041396114130092,0.08780476999999999,0.19796171,0.36004689999999995,0.34409302,0.01009339,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Debout la France,29.35796,0.24875287656226794,0.7512470212507955,0.06290607,0.18584679999999998,0.25906204,0.49218474,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,Reconquete,58.58865,0.24214877796296722,0.7578512220370327,0.08992905999999999,0.15221967,0.34154243,0.41630879,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,RN,229.3052,0.3016501588276236,0.685,0.09044985000000001,0.21120031,0.37770404,0.30668171,0.01396456,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Political similarity,No preference,595.9741,0.3626404234680668,0.5580021010980175,0.12859859,0.23404188,0.35670761999999995,0.20129431999999997,0.07935722,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Total-left,537.7431,0.5556011783321813,0.4149999,0.24688033999999998,0.30872065,0.25197236,0.16432462,0.0281018,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Very Left,68.35823,0.6102043601772603,0.3897956398227397,0.35389038,0.25631398,0.19394066,0.19585498,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Left,469.3849,0.5476488485249525,0.42015646434301573,0.23129611,0.31635295,0.2604238,0.15973273,0.03219437,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Center,268.838,0.6915220318556156,0.2929786339728758,0.30112957,0.39039235999999994,0.18089031,0.11208843,0.01549942,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Total-right,518.3257,0.41605673807029053,0.5689746813634747,0.12732415,0.28873274,0.32824651,0.24072797999999998,0.01496828,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Right,390.359,0.46314520736040415,0.5211474565720273,0.14449035,0.31865462,0.338305,0.18284249,0.0157074,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Very Right,127.9665,0.2724158275798744,0.715,0.07495928,0.19745652,0.29756389,0.41730694999999995,0.012713619999999998,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Both left and Right,68.91406,0.4897077606514549,0.5102920942402754,0.20884112999999999,0.28086649,0.32646923,0.18382286999999997,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Politics,Neither left nor right,532.7796,0.2995674008539366,0.6285891952319496,0.10900926,0.19055816,0.39239716,0.23619185,0.07184292,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Loss of job risk,High risk,163.013,0.4356046450283106,0.5449999,0.20684725,0.22875727999999998,0.2649999,0.2810181500000001,0.01837742,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Loss of job risk,Low risk,620.4366,0.4081171226842517,0.5449999,0.12646024,0.28165698,0.35422297999999997,0.19190728,0.04575248999999999,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
Loss of job risk,Zero risk,1136.58,0.499687483503141,0.47260122472681204,0.20887461,0.29081261,0.28106565,0.19153566,0.02771199,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Arthaud,7.934103,0.5356730307131128,0.4643268432486949,0.26860881,0.26706434,0.46432684,0,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Poutou,9.561514,0.403690775331187,0.5191425751193797,0.07499990000000001,0.32777937,0.35861604999999996,0.16143813999999998,0.07716654,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Roussel,28.81502,0.5103661215574378,0.4224269148520459,0.19752053,0.31284573,0.36342678,0.05900003,0.06720662,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Melenchon,318.9439,0.4786280596681736,0.4922373495777785,0.18381991,0.295,0.31893677000000004,0.17310834,0.02913498,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Hidalgo,22.50871,0.5037707625181541,0.48115196295123086,0.30258296,0.20118776000000002,0.43268846,0.04846373,0.01507703,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Jadot,62.09238,0.5986592879834852,0.36772612033875973,0.26735197,0.33130748,0.29156492,0.07616118,0.0336145,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Macron,395.4577,0.6805124795901054,0.2933909239850432,0.28803055,0.39248193000000003,0.23178702,0.06160386,0.02609647,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Pecresse,78.08033,0.5359599530381083,0.44463964227610203,0.23667817,0.29928178,0.31262829,0.13201135,0.01940035,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Dupont-Aignan,41.48926,0.27811366122220543,0.7218863387777945,0.09920444,0.17890931,0.27203161,0.44985473,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Zemmour,101.2986,0.2552471603753655,0.744752938342682,0.06974983,0.18549733,0.33426434,0.4104886,0,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Le Pen,317.9309,0.2850420327184303,0.6923259110706131,0.07910291,0.20593909,0.34491803,0.34740819,0.02263142,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Lassalle,46.65067,0.3402701397429019,0.6508588193910184,0.10870782999999999,0.23156215999999996,0.42016696,0.23069186,0.00887116,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Blank/Null/NA,33.00879,0.44710424102186114,0.4734987256424728,0.09987982,0.34722448,0.28894991,0.18454869,0.07939749,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Blank,23.24457,0.495,0.44380386473055855,0.12668567,0.36824071,0.259496,0.18430786,0.06127005,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
1st round vote,Null,6.576316,0.18700287516597436,0.6938370966358672,0,0.18700288,0.4189760699999999,0.27486103,0.11916013,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
2nd round vote,Macron,742.8865,0.6542656246950241,0.325,0.28298953,0.3703164900000001,0.24936191,0.075,0.02233207,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
2nd round vote,Le Pen,532.472,0.26534841268648873,0.7149998999999999,0.07542705,0.18992116,0.34362408000000005,0.37188059,0.01914696,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
2nd round vote,Blank/Null/NA,132.0432,0.44986936093642077,0.5186505628460988,0.14021002,0.30965919,0.34330075,0.17534965999999996,0.03148033,"comp2v13b_i8_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias cachent délibérément les informations les plus importantes au public"
