Indicator,Category,BASE,ST Improbable,ST probable,Tout à fait improbable,Plutôt improbable,Plutôt probable,Tout à fait probable,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,192.9888,0.569312312424348,0.40414469647979573,0.26589911,0.3034711500000001,0.22908697,0.1749999,0.02654287,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Socio-Professional Category,Prof Intermed,327.2908,0.5723616429181633,0.40362393321168816,0.34034427000000017,0.23103191,0.22978856,0.17383526,0.025,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Socio-Professional Category,Total-CSP-,523.9355,0.5096367778094822,0.43761436283664684,0.27107363,0.23856295,0.28850345,0.14911085,0.05274911,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Socio-Professional Category,Salaried,313.1002,0.5390657687219619,0.3955877383661844,0.2765433799999999,0.26286879,0.25613245,0.13945548,0.0649999,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Socio-Professional Category,Blue collar,210.8352,0.4649999,0.5000256124214553,0.26346507,0.20246804,0.33561729000000007,0.1634496,0.035,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Far left,57.50116,0.7532860206646266,0.23997046320456838,0.47966006,0.27362596,0.16879296,0.07117749,0.00674369,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Radical left,272.6935,0.6720453549497881,0.295,0.38194383,0.29010138,0.20886383,0.08539158,0.03369946,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Left,473.2428,0.6857896200428195,0.28499990000000003,0.395,0.29078954000000007,0.20423159,0.08155325,0.028425619999999995,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,PC/LFI,215.1924,0.6503370936891824,0.30876071831533086,0.35583334,0.29450362,0.21957103999999997,0.08918967,0.04090225,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,PS,163.892,0.7318142435262246,0.255,0.46283382000000006,0.26898018,0.15735924,0.09624576,0.01458127,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,EELV,94.15852,0.686704506400483,0.2892869386647114,0.365,0.32170446999999996,0.25075999,0.03852692,0.02400862,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,EM,207.4823,0.7326229755502036,0.22624541948879495,0.4489978300000001,0.28257432,0.165,0.06229587,0.04113198,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,MoDem,53.12399,0.7538119783547884,0.1992107520538273,0.49881226999999995,0.2549999,0.13896466,0.06024615,0.046977019999999994,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Right,204.8564,0.4749999,0.505953438603822,0.1749999,0.29904792,0.31908487,0.18849604,0.01837127,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,UDI/PR,26.51196,0.5703184525021915,0.4039897465144033,0.16655445,0.40376418999999997,0.37185787,0.03213203,0.0256916,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,LR,148.9865,0.5227487725397938,0.45656257446144444,0.20157289,0.32117601,0.24707031,0.20949227,0.0206887,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Radical right,317.252,0.1987934197420347,0.7901258305700201,0.06525068,0.1335427,0.31852597,0.4716001799999999,0.01108014,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Debout la France,29.35796,0.15131943772659953,0.8486805622734005,0.05913262,0.09218681999999999,0.62553086,0.22314933,0,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,Reconquete,58.58865,0.0664539974892748,0.9335458318292024,0.00925722,0.05719678,0.14081456,0.79273136,0,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,RN,229.3052,0.23868503636201882,0.7449998999999999,0.08034066,0.15834438,0.32462657,0.42135909,0.015329769999999998,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Political similarity,No preference,595.9741,0.4013404273776327,0.4691735765027373,0.1749999,0.2262256,0.29900685999999993,0.1702819,0.12948574,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Total-left,537.7431,0.6998669067069386,0.26255213688469453,0.44085196,0.25901495,0.19172221999999997,0.07082992,0.03758062,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Very Left,68.35823,0.7887724711420994,0.1949999,0.59019638,0.19857594,0.06135506,0.13472964,0.015142829999999998,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Left,469.3849,0.6869194130446037,0.27223202109825007,0.4191023199999999,0.26781688,0.21070808,0.06152399,0.04084830999999999,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Center,268.838,0.7032949211049032,0.27067170563685194,0.3882947699999999,0.3149999,0.19902056,0.07165118,0.02603359,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Total-right,518.3257,0.33655846121463784,0.6449999,0.13771895,0.19883946,0.29323705,0.35229527999999993,0.01790871,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Right,390.359,0.38373932713220393,0.595,0.15954934,0.22418983999999997,0.30843040000000005,0.28500000000000003,0.02283042,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Very Right,127.9665,0.19263486928219495,0.805,0.07112601,0.12150883000000001,0.24507960999999998,0.55939062,0.00289517,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Both left and Right,68.91406,0.5414144805863998,0.39723301747132583,0.24228394000000003,0.2991304,0.26613611,0.13109691,0.06135234,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Politics,Neither left nor right,532.7796,0.3678468544966812,0.49691561013221985,0.1454862,0.22236079999999997,0.29877950999999997,0.19837359,0.1349999,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Loss of job risk,High risk,163.013,0.5306173740744603,0.43508548397980523,0.30742781,0.2231895,0.23897192,0.1961135,0.03429769,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Loss of job risk,Low risk,620.4366,0.47734401871198445,0.48461841226001173,0.19729252,0.28005134,0.29961875,0.1849999,0.03803749,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
Loss of job risk,Zero risk,1136.58,0.5165862499780043,0.4124309771419522,0.29096342,0.22562257,0.22990744,0.18252354,0.07098334,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Arthaud,7.934103,0.6113186329948074,0.3886813670051926,0.2120309,0.39928761,0.3171073,0.07157403,0,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Poutou,9.561514,0.7208541450653108,0.2791458549346892,0.24869848000000003,0.47215556000000003,0.21754421,0.06160157,0,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Roussel,28.81502,0.688328517557857,0.245,0.29040584,0.39989762000000006,0.22736372,0.01733292,0.0649999,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Melenchon,318.9439,0.6605349718241985,0.29516993427370775,0.39192002,0.26861498,0.22961709,0.06555284,0.0442955,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Hidalgo,22.50871,0.7960824942877669,0.2039172391487562,0.52821996,0.26786284,0.14090181,0.06301543,0,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Jadot,62.09238,0.775,0.18369758092699942,0.4589260400000001,0.315,0.10296631,0.08073123000000001,0.042376420000000005,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Macron,395.4577,0.725514764284524,0.2249999,0.40035442,0.325276,0.1649999,0.06338496,0.04598472,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Pecresse,78.08033,0.49053698927758116,0.4815377957547054,0.22487546,0.26566153,0.30066497,0.1808727,0.02792528,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Dupont-Aignan,41.48926,0.30138498493345023,0.6588649689100263,0.07055995,0.23082494,0.33122426999999993,0.32764094,0.03975014,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Zemmour,101.2986,0.08945446432625921,0.910545456699303,0.01926075,0.07019371,0.22924078000000003,0.6813047800000002,0,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Le Pen,317.9309,0.255,0.7149998999999999,0.08805423,0.16611971,0.36090469,0.3549999,0.02992147,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Lassalle,46.65067,0.525,0.4610763360954944,0.19644252,0.32814662999999994,0.23277929,0.22829683,0.01433457,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Blank/Null/NA,33.00879,0.485,0.38408739005580034,0.18508361,0.29800553,0.18026438,0.20382289,0.13282383,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Blank,23.24457,0.5274216731047294,0.3598343613153524,0.21860409,0.30881759,0.1543092,0.20552525,0.11274427,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
1st round vote,Null,6.576316,0.28499990000000003,0.5956734743281801,0.06865967,0.21499990000000002,0.30057001,0.29661029,0.11916013,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
2nd round vote,Macron,742.8865,0.7107414120461201,0.25145590880975766,0.40198146,0.30875955,0.18134439,0.07011163,0.03780258,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
2nd round vote,Le Pen,532.472,0.2530889887167776,0.7177624363346805,0.07733316,0.1749999,0.31968103,0.39883741,0.0291485,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
2nd round vote,Blank/Null/NA,132.0432,0.5488101621287578,0.3999032892265561,0.29364723,0.25516278,0.26733266,0.1325707,0.05128666,"comp2v13b_i5_groupe2. Voici des idées qui circulent souvent. Pour chacune d'elle, vous trouvez que cette idée est :
- Les médias dissimulent le remplacement de la population française par les immigrés"
