Indicator,Category,BASE,ST 0 à 5,ST 6 à 8,ST 9 à 10,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Je ne sais pas,No rep.,Moyenne,Question
Socio-Professional Category,Cadres/Prof Lib,155.6393,0.23804566070394817,0.41003994492393636,0.23445768517334634,0.06051837,0.01635897,0.02597902,0.03165901,0.01982251,0.08370784,0.095,0.1719082599999998,0.14313178,0.12294112,0.11151663,0.09774035,0.01971614,6.57408,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Prof Intermed,229.278,0.24938184213051406,0.4529374820087405,0.1949999,0.0453385,0.01350147,0.05650228,0.04001591,0.01492075,0.07910301,0.09910859000000001,0.17369934999999997,0.18012936,0.06287106,0.13236516,0.09649853,0.00594589,6.509709,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Total-CSP-,447.8876,0.2902172330736551,0.3585330337343566,0.16218089091995402,0.05046601,0.021675329999999996,0.03934494,0.03228339,0.02251375,0.125,0.08015312,0.14889162,0.12948836,0.07386543,0.08831548,0.16253350000000008,0.02546907,6.182953,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Salaried,229.7362,0.3149999,0.335,0.15228662265676896,0.07306202,0.02399596,0.05321255,0.0160923,0.02037047,0.12928415,0.075,0.175,0.07897327,0.09027044999999999,0.062016169999999995,0.16932730000000018,0.03339536,5.826434,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Socio-Professional Category,Blue collar,218.1512,0.26304718928889687,0.3911742864581996,0.17260074663811156,0.02667004,0.0192315,0.02474092,0.04933431,0.02477088,0.11829951,0.08661731,0.12187070000000001,0.18369808999999987,0.05658928,0.1149999,0.15605571,0.01712185,6.544339,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Far left,69.35199,0.20909017895521093,0.5323322373301761,0.07539361163248524,0.01990074,0.00899578,0.02265949,0.00773531,0.01350822,0.13629067,0.13613754,0.2349999,0.16118426999999996,0.026546970000000003,0.04884664,0.17396312000000008,0.00923135,6.478531,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Radical left,231.0439,0.2649999,0.485,0.1097002344576074,0.04154842,0.02037637,0.05365162,0.01301938,0.0129483,0.13400155,0.11570463,0.19943115,0.16640915,0.06273613,0.04696411,0.12514449,0.00806501,6.165644,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Left,343.524,0.215,0.4428895797673525,0.22166305702076128,0.025221450000000003,0.0151402,0.03350619,0.01779382,0.02139844,0.09970369,0.09436147,0.18693681,0.16159129999999997,0.11850913,0.10315401999999999,0.11308526,0.00959803,6.822196,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,PC/LFI,161.692,0.30404924176830017,0.4597613982138882,0.125,0.0508334,0.0249999,0.06694456,0.015285789999999999,0.01270814,0.13301963,0.10694059999999998,0.18442838000000014,0.16865009,0.07825817,0.04615661,0.10420998,0.00756475,6.042232,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,PS,98.28263,0.1494650682424758,0.485,0.28499990000000003,0.00452594,0.0071890800000000005,0.00697757,0.0,0.02618637,0.10458613,0.10677899,0.195,0.17523992,0.19422867999999993,0.09269368,0.07342655,0.01316709,7.369645,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,EELV,83.5493,0.10499990000000001,0.3701328437222095,0.335,0.0,0.00491326,0.0,0.04357923,0.03258446,0.02948445,0.05541000000000001,0.18284749000000003,0.13187519,0.10729175,0.22576551,0.17691387,0.00933459,7.746943,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,EM,157.8256,0.185,0.3749999,0.37123844293954844,0.025741640000000003,0.00485808,0.01851214,0.0394658,0.01777134,0.07726376,0.09370907,0.13477718,0.14754913,0.14701208,0.22422636,0.06114524,0.00796839,7.379141,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,MoDem,40.06138,0.09500281817550969,0.5849998999999999,0.22613908956705933,0.0,0.0,0.02626055,0.01892678,0.01090945,0.03890605,0.08357887,0.21499990000000002,0.29343157000000003,0.14076058,0.08537853999999999,0.08684771,0,7.47051,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Right,147.8384,0.2192271426097685,0.375,0.2949999,0.0499355,0.01681688,0.03168502,0.02350019,0.01116311,0.08612641,0.11669012,0.08635395,0.17076523999999998,0.10237496,0.19480284,0.09687517,0.01291043,6.926552,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,UDI/PR,17.12237,0.08537281930013192,0.653556721411814,0.22841878781967684,0.0,0.0,0.0,0.03933062,0.0,0.04604217,0.30457076,0.11604603,0.2328218,0.095,0.13353695,0.03265167,0,7.278184,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,LR,104.1246,0.185,0.3733655639493453,0.3249999,0.00897851,0.00981804,0.03266336,0.02066979,0.01584964,0.09573944,0.09793161,0.10011477000000002,0.1749999,0.12060511000000013,0.2049999,0.10624348,0.01138645,7.370437,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Radical right,250.4902,0.407557660938432,0.2796750531557722,0.2076872867681051,0.14910286,0.05209174,0.05344173,0.035,0.035,0.08292113,0.08731898000000002,0.08912429,0.10323174,0.07015017,0.13753716,0.08251548,0.02256472,5.35558,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Debout la France,26.59146,0.445,0.1949999,0.2313906043519235,0.24185488999999988,0.05505076,0.04825624,0.025,0.0,0.07429483,0.06908963,0.01335175,0.11297465,0.03975318,0.19163747,0.10154561,0.027190989999999998,4.914882,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,Reconquete,47.79417,0.7037799798594683,0.1549999,0.095,0.20631598999999995,0.09969818,0.1349999,0.10159563,0.03737119,0.12379912,0.04267564,0.044285,0.06829199,0.02763887,0.06654642,0.04678207000000001,0,3.640295,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,RN,176.1046,0.32159199702903846,0.3249999,0.235,0.12187614999999999,0.03872469,0.03203178,0.01788401,0.03794583,0.07312949,0.10218762,0.11273499,0.11124315,0.08627747,0.14863468,0.08933992,0.02799014,5.923994,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Political similarity,No preference,473.0251,0.29855794121707285,0.2802263558529981,0.17121440278750535,0.03300184,0.01717767,0.0485733,0.05331728,0.03885857,0.10762932,0.0449999,0.12665453,0.10784421,0.04173432,0.12948004,0.22871628000000022,0.02201274,6.215967,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Total-left,418.6148,0.1949999,0.445,0.22193415044093043,0.023450849999999995,0.01391469,0.0313943,0.00861229,0.0249999,0.09669586,0.08558591,0.17587360000000002,0.18275607000000008,0.11143624,0.11049791,0.12849562,0.006286760000000001,6.934094,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Very Left,56.09708,0.255,0.4578216905407554,0.1649999,0.026013389999999997,0.01465769,0.0280136,0.01744156,0.0,0.16813355,0.13960992,0.17118759,0.14702409,0.08460820000000001,0.08184045,0.12147005000000001,0,6.551536,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Left,362.5176,0.19084565825217864,0.445,0.2249999,0.023054319999999996,0.01379972,0.03191746,0.00724602,0.02918667,0.08564143999999999,0.07722613,0.17659879,0.1885546200000002,0.1149999,0.11493248999999998,0.12958284,0.0072596,6.994347,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Center,194.1014,0.2049999,0.40312027630918684,0.3150905145454901,0.01105046,0.00168065,0.00427417,0.05957757,0.0115001,0.1183178,0.08270141,0.19840681000000002,0.12201200000000001,0.11668210999999999,0.19801867000000006,0.055,0.02077825,7.270001,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Total-right,407.3621,0.2949999,0.365,0.25064408299152036,0.09771750999999998,0.03419832,0.04931234,0.022014300000000004,0.02450916,0.07000769,0.105,0.10254535,0.15516113999999984,0.09801432,0.15262961,0.07894792,0.00994234,6.195861,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Right,283.4199,0.24847186100905408,0.3933068920001736,0.25282152029550503,0.054389230000000004,0.02675048,0.059992260000000006,0.01858767,0.0202604,0.06849184,0.11630669000000002,0.11191331,0.1649999,0.10332651000000001,0.14958214000000017,0.0968089,0.00859067,6.542381,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Very Right,123.9421,0.410465773937992,0.29273120271481606,0.24566462888719814,0.19668751000000004,0.05122936,0.025,0.02985003,0.03422488,0.07347407,0.07809706,0.08112351999999999,0.13351057,0.08586694999999998,0.15979768,0.03810512,0.013033249999999998,5.448784,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Both left and Right,50.70497,0.3913567052697201,0.2400837629920696,0.14209186988967748,0.04742939,0.0199174,0.06193358999999999,0.01279093,0.04707677,0.20220858,0.12188908,0.04918323,0.06901156,0.10075085,0.04134102,0.1608397,0.06562781,5.596901,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Politics,Neither left nor right,410.2587,0.3149999,0.265,0.14499990000000001,0.05347492,0.02368071,0.045,0.06227807,0.0361857,0.09464626,0.04609847,0.13091908,0.08728232000000001,0.02389804,0.12473837,0.24641898000000007,0.02537908,5.867354,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,High risk,158.5112,0.305,0.33239291608416316,0.1549999,0.09429472000000001,0.03133676,0.0570435,0.04662922,0.00616374,0.06592537,0.03284719,0.15585996,0.14368575,0.03080945,0.12499990000000001,0.1909237300000002,0.01948071,5.835375,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,Low risk,503.0857,0.275,0.4149999,0.15136707324418086,0.040469939999999996,0.01906834,0.03611466,0.04595155,0.03544722,0.08951988,0.11476228,0.14904417,0.15121336,0.05488415,0.09648298,0.15470191,0.0123394,6.265519,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
Loss of job risk,Zero risk,811.3203,0.2523268553738887,0.335,0.27222540838679865,0.05029459,0.01876949,0.0349999,0.02297121,0.02615426,0.09869669,0.06985394,0.13707583,0.12685126,0.10956326,0.16310303000000004,0.12180251,0.01986403,6.713966,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Arthaud,3.738047,0,0.31239013313636776,0.18863628520454667,0.0,0.0,0.0,0.0,0.0,0.0,0.14051846,0.17187168,0.0,0.18863629,0.0,0.32770428,0.17126933000000003,7.472538,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Poutou,9.146254,0.5229865691462319,0.08580625466994465,0.24991696053925463,0.08607838,0.06821103,0.0,0.14112007,0.06439842,0.16317861,0.04786909,0.0,0.03793717,0.13239387,0.1175232,0.1412903,0,5.266676,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Roussel,25.99691,0.285,0.4049999,0.14499990000000001,0.09021149000000002,0.010495020000000002,0.01647283,0.00856073,0.07899358,0.07591233,0.09499990000000001,0.16719601999999997,0.14198984,0.06205084,0.08359327999999999,0.16952413999999993,0,6.063134,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Melenchon,223.5458,0.25839537132882834,0.4449999,0.13878194088191323,0.03269077,0.02658843,0.045,0.02908914,0.03451794,0.09084022,0.12105403,0.20394999999999988,0.12369841,0.055384529999999994,0.08339741,0.13753334,0.01625578,6.23223,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Hidalgo,18.42366,0.07910952546888077,0.4878608267846888,0.3117072829177264,0.0,0.0,0.0,0.0,0.0,0.07910953,0.11710133,0.020233649999999995,0.35089633,0.22633695,0.0849999,0.10125534,0.02006697,7.892239,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Jadot,55.33029,0.16076577585261168,0.46119313670685624,0.3086965566238673,0.0,0.02105608,0.0,0.00926748,0.06052063,0.06992159,0.14243231,0.17201594,0.14674483,0.12960747,0.17908915999999997,0.05811589,0.01122858,7.339528,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Macron,300.2444,0.08995561615803659,0.4631366979700538,0.33117663476820886,0.00788287,0.00235329,0.00939172,0.00849908,0.01302154,0.04880711,0.09150102,0.17000297,0.2016328,0.1668155,0.16436113,0.08882063999999999,0.0269107,7.734972,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Pecresse,52.6386,0.1208787467751802,0.4749999,0.3170948695444028,0.0,0.01942111,0.0,0.00778145,0.023077099999999996,0.07059909,0.13322858,0.16712644,0.1746452,0.1293011,0.18779371,0.07568689,0.01133969,7.553486,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Dupont-Aignan,24.39966,0.613409777021483,0.13752433435547873,0.1638178974625056,0.37230486,0.08739905,0.06498923,0.05953013000000001,0.0,0.02918673,0.02824548,0.0,0.10927886,0.04332417,0.12049373,0.08524779,0,3.476854,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Zemmour,73.75994,0.6019089766070851,0.205,0.1349999,0.19007889,0.065,0.09366865,0.08183313,0.07157582,0.09975256,0.03085328,0.07772237,0.09623004,0.03170163,0.10336504,0.05052537,0.00769322,4.353968,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Le Pen,248.3878,0.40032545881883086,0.3015850617461888,0.17344342193940282,0.13073943,0.04392148,0.062137630000000006,0.03070431,0.03656589,0.09625662,0.09953919,0.09722736,0.10481851,0.05343394,0.12000948,0.10778577,0.01686037,5.352386,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Lassalle,26.74103,0.40815518325210365,0.315,0.10189824400929957,0.01328213,0.06590068,0.031024319999999998,0.08949629,0.0406211,0.16783052,0.1764886,0.05074449,0.08572026,0.03379458,0.06810366,0.10227388,0.07471941,5.447305,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Blank/Null/NA,23.13231,0.3265054808620496,0.30340052506645465,0.14204366100921179,0.0396724,0.0650035,0.02575254,0.11282168,0.052398400000000005,0.030856949999999998,0.072375,0.10333433999999998,0.12769118,0.08939876999999999,0.05264489,0.18011759,0.04793287,5.607891,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Blank,17.723,0.3299541838289229,0.3049999,0.165,0.040650750000000006,0.06526164,0.03361258,0.14725645,0.03053796,0.01263479,0.05165146,0.1033149,0.15156234000000002,0.095,0.06871286,0.13724161,0.06256266,5.682027,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
1st round vote,Null,3.65668,0.32383883741536035,0.35390709605434434,0.1079517212334686,0.05394535,0.0,0.0,0.0,0.18276700999999995,0.08642881,0.13060817,0.15295612,0.07034282,0.10795171999999999,0.0,0.215,0,5.796953,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Macron,577.0304,0.1316099810339282,0.4617671789909163,0.29158047825556505,0.01156601,0.00591166,0.0149999,0.014193750000000002,0.01629183,0.06837387,0.10968712,0.18022324,0.17212968,0.13339964,0.15818099,0.09818415,0.01685816,7.416506,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Le Pen,420.5469,0.44146800273643677,0.2783739459261262,0.1580226842713619,0.13776056999999983,0.053022669999999994,0.07208447,0.04282562,0.03882366,0.09705265,0.07719191,0.09608041,0.10499990000000001,0.0464421,0.11158061,0.10372848,0.01840695,5.099349,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
2nd round vote,Blank/Null/NA,87.59814,0.29757823625022173,0.3583657141578577,0.1914963034603246,0.03599218,0.045,0.0422797,0.06173583,0.04013356,0.07253187,0.08067416,0.13035505,0.14724176000000022,0.06460146,0.1268947,0.14105573,0.011504,6.210997,"q4v13b_groupe4. Certains proposent de prendre des sanctions plus sévères contre la Russie même si ça implique une hausse significative des prix de l'énergie ou des coûts de la vie
en France. Êtes-vous opposé ou favorable ?"
