Indicator,Category,BASE,ST D'accord,ST Pas d'accord,Tout à fait d'accord,Plutôt d'accord,Plutôt pas d'accord,Pas du tout d'accord,No rep.,Question
Socio-Professional Category,Cadres/Prof Lib,597.9521,0.6175595001673212,0.3616794723189366,0.15963242,0.45792715,0.25219411,0.10948519,0.02076111,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Socio-Professional Category,Prof Intermed,896.9079,0.645,0.34454942363647373,0.16732286999999998,0.47726149,0.27215559,0.07239372,0.01086518,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Socio-Professional Category,Total-CSP-,1674.09,0.5757819472071394,0.38148146157016655,0.15987259,0.41590912,0.27478738,0.10669426,0.042736390000000006,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Socio-Professional Category,Salaried,956.6466,0.6023932975876358,0.3573074947425726,0.15645213,0.4449999,0.26223110000000005,0.09601809,0.04029878,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Socio-Professional Category,Blue collar,717.4432,0.5402978242737543,0.41371581750304415,0.16443350000000004,0.37586432,0.29278569,0.12093008,0.04598675,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Far left,187.3446,0.7261340865976387,0.26247460561980435,0.2505761,0.47555825,0.16493072000000003,0.09754388000000001,0.01139147,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Radical left,828.7407,0.741787509651692,0.24511611412351295,0.26395252,0.47783523000000006,0.19692541,0.04819066,0.01309664,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Left,1430.296,0.768213013250404,0.2140523360199567,0.26869096,0.49952150000000006,0.1798011,0.03425118,0.01773571,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,PC/LFI,641.3963,0.7463593101488113,0.24004581878629483,0.26785967,0.47850042,0.20627076,0.03377514,0.0135947,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,PS,449.3176,0.7929793980916838,0.2016343673161256,0.2839566,0.50902302,0.17327554,0.02835883,0.00538636,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,EELV,339.583,0.776716148923827,0.18138622958157505,0.25006278,0.52665357,0.13843959,0.04294664,0.04189712,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,EM,672.9198,0.7119322391761991,0.2670587193302976,0.14499990000000001,0.5669323200000002,0.22860897,0.03844981,0.021008999999999996,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,MoDem,161.1257,0.7066681479118477,0.2707396150955434,0.1468101,0.55985842,0.25686411,0.013875490000000002,0.02259168,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Right,573.0042,0.5189026537676338,0.44143533328377,0.08586386,0.43303889,0.3437261,0.09770923,0.03966226,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,UDI/PR,89.32552,0.5085242157000598,0.47257457891093163,0.07312381,0.43540031999999995,0.41844481,0.05412983,0.01890152,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,LR,397.5368,0.5626757070037289,0.395,0.09938126000000001,0.46269509999999997,0.305,0.08972140000000002,0.04320224,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Radical right,1008.8,0.3101750594766059,0.6631978588421887,0.051621499999999994,0.25855353,0.4245108000000001,0.23868725,0.02662735,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Debout la France,86.14185,0.3276575787494696,0.6274886132582478,0.03669319,0.29096438,0.4477264,0.17976222,0.04485361,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,Reconquete,205.4045,0.14019230347923245,0.825269164015394,0.02417253,0.11601976000000001,0.41716096999999996,0.40810834,0.03453863,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,RN,717.2537,0.3567543813297861,0.6210732687750513,0.06127511,0.29547927,0.42382716,0.19724611,0.02217278,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Political similarity,No preference,1860.95,0.571347967435987,0.362728337676993,0.13075311,0.44059513000000006,0.28357162,0.07915677,0.06592402,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Total-left,1649.278,0.7649999,0.215,0.26370739,0.50398872,0.175833,0.03767213,0.01879872,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Very Left,217.9165,0.8649998999999999,0.12976089465460394,0.41260873,0.4526304200000001,0.08543479,0.04432606,0.005,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Left,1431.362,0.7527732327671127,0.22625457431453397,0.24103798,0.51173526,0.18959543,0.03665909,0.02097179,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Center,776.1196,0.7053296940316931,0.27254446350794387,0.14633479,0.55899452,0.22046035,0.05208394,0.02212584,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Total-right,1622.94,0.4434386360555535,0.525,0.07056903,0.3714477300000001,0.36021184,0.165,0.0327714,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Right,1193.119,0.49892449956793916,0.4638368008555727,0.07262301,0.42630182,0.3532942600000001,0.11054237,0.03723764,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Very Right,429.8207,0.28941858779719076,0.6902068699809014,0.065,0.22455098,0.37928238000000014,0.31079285,0.02037379,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Both left and Right,200.4265,0.6286978019373686,0.3349999,0.15691114,0.47178681,0.28245821,0.05382941,0.03501489,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Politics,Neither left nor right,1673.316,0.5295314812025941,0.4038723707894982,0.12818493,0.40134673,0.31002931,0.09384324,0.06659669,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Loss of job risk,High risk,556.2398,0.6006010357403407,0.36230776726153,0.20200478,0.39859643,0.22415908,0.13814867,0.03709095,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Loss of job risk,Low risk,1874.312,0.5821698842028434,0.37944435078044636,0.16026819,0.4219018,0.2882185,0.09122595,0.0383858,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
Loss of job risk,Zero risk,3478.817,0.6076965244219515,0.3549999,0.14323458,0.465,0.27356908999999996,0.08269524,0.03550109,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Arthaud,24.07418,0.7657689690780746,0.1549999,0.28820201,0.47756684,0.07329741,0.0823869,0.07854673,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Poutou,32.85668,0.7433368191795399,0.2492642896360801,0.219579,0.52375803,0.19834722,0.05091707000000001,0.00739894,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Roussel,98.04205,0.7406643373940058,0.2262041644376061,0.18130057000000002,0.55936356,0.20016666000000002,0.02603753,0.03313133,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Melenchon,942.3053,0.7482424220685164,0.22367400459277903,0.26254888,0.4858294500000001,0.1949999,0.0285384,0.02808337,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Hidalgo,75.31895,0.7816157819512884,0.19802280833707853,0.17419892,0.60741699,0.16613933,0.03188356,0.02036146,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Jadot,198.8808,0.773755938230337,0.17543779992839934,0.19303698000000002,0.5799601000000001,0.16119676,0.015,0.05080616,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Macron,1195.294,0.7311985168502477,0.24623782935411703,0.16155498,0.5690298100000001,0.215,0.03185097,0.02256424,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Pecresse,205.1207,0.5114691008757283,0.435,0.05792404,0.45296257000000006,0.3603119,0.075,0.05380149000000001,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Dupont-Aignan,88.56025,0.3449999,0.6290285991740087,0.04422001,0.30159095,0.44260715,0.18642156000000001,0.02516035,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Zemmour,303.4525,0.2732722913800348,0.6869012448406259,0.060395050000000006,0.21287727,0.37568977,0.3112121,0.03982623,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Le Pen,993.0248,0.39815511153397176,0.5732876963395074,0.07524765,0.32290785,0.41071754,0.16256996,0.02855697,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Lassalle,134.5409,0.5452652687770039,0.4501891989722085,0.0559904,0.48927486,0.37266853,0.07752059,0.00454507,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Blank/Null/NA,96.61228,0.5524759378414421,0.35642011553810754,0.10480169,0.44767415,0.25553211,0.10088785,0.0911038,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Blank,63.86856,0.5349999,0.35772373762614973,0.12331501,0.41376696,0.26716698,0.09055670000000002,0.10519401,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
1st round vote,Null,19.09123,0.5101483246495905,0.47800042218337957,0.05472293,0.45542529,0.31926539,0.15873503,0.011851669999999998,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
2nd round vote,Macron,2287.563,0.7449998999999999,0.2268608121393815,0.19034281999999997,0.5549999,0.1983531500000002,0.02861119,0.02769294,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
2nd round vote,Le Pen,1619.66,0.3887928330637294,0.5775433733005693,0.08076991,0.30802304,0.39653508,0.18100824,0.03366291,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
2nd round vote,Blank/Null/NA,370.4173,0.6366684277435206,0.3221350622662602,0.13995367,0.49671465,0.27316786,0.04896691000000001,0.04119707999999999,"q27_i28. Voici maintenant une liste de phrases. Pour chacune d'elles, êtes-vous tout à fait, plutôt, plutôt pas ou pas du tout d'accord ?
- Beaucoup de gens se conduisent de manière méprisante à l'égard des immigrés"
